index,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,pop_bachelorsdegree_%,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,risk_per1000,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%
Abington,-0.14451375370827954,-0.7924316037114517,-0.6417153474390555,0.4842741368108364,-0.31124027680209954,-0.2385486791841976,-0.2609837822091921,0.4748462654364037,0.04970149786243394,0.07765622587234478,-0.1543143814481632,-0.16328179466609696,-0.18597369717196066,-0.09379445187839078,-0.1875186008028336,-0.3530207993879531,1.1953778919862554,1.0316943408159844,-0.3869590664161913,-0.13895843836777946,-0.8814123374113759,0.9452956566999154,0.0870535374614167,0.5625407672260231,0.6868763685437105,0.2356602618501596,0.10960972908864414,-0.5560517227309718,1.6762921135272402,-0.5797844516366638,-0.003927090898982547,0.17717591154934376,-0.4571694650274781,0.032761450264557936,-0.7498540280545043,-0.9712038880666208,0.9825452721407099,0.8215533017517584,-0.0024501250252004173,-0.3918414362995732,-0.4422994849817437,0.4018781445741936,-0.2015148917903864,-0.24308568522730603,-0.08784524291016582,0.4875698516514166,-0.8001121432495466,0.6635801586970319,-0.6990221164753824,-0.07555480508549714,0.20108907311991475,0.03237001622283267,-0.5286602350301608,0.06174454363170294,1.2047810629919555,1.07148464617752,-0.5694059435232229,-0.2991801516798272,-0.09854644193244352,-1.1538471385019995,-0.21313836039382145,0.04413772021163129,-0.9544486831823592,0.038780186237342834,-0.2151702750184907,0.34438158629643023,-0.7030139376321506,0.6035810946403161,-0.3059824948723781,-0.6153710653477553,-0.06636346990722278,-0.5786619947224654,-0.1454585395553364,0.970839811995739,0.11076340575898376,-0.7445913770109169,0.04756850426093223,0.2541298658031606,-0.4828868278955659,0.10135246646646164,-0.16510993798023152,-0.12818624454525593,-0.13639427189102252,-0.6112999753247236,0.19512019210754206,-0.5015598827875855,-0.5544566089140954,-0.9062967471776312,1.2738961547110679,0.6713311319152918,-0.3394363181916327,-0.1953285724837556,-0.4619575099034993,-0.14658455330274256,-0.33824301683782404,-0.563750956827763,0.3267813579125402,-0.4304228171070196,0.09997567224013483,0.1421971705092017,,0.4917051443344414,-0.6851960346300484,-0.2621735480641704,1.7034574419776318,0.16884246218093393,-0.08763267268367665,0.35626428458157644,0.14476114879028093,-0.37306202067862304,-0.13022037581489349,-0.4534349005225243,0.5262652084019331,-0.28357944172377625,-0.043007022700812116,-0.1668924157498807,-0.5351900779343806,-0.23238103007080804,-0.13810342344925775,2.2423146005076235,-0.30041731587551296,-0.3839223859170037,-0.04924743322490717,-0.22482516949101725,0.10733530200789956,1.0289986450850468,-0.6064993207307343,-0.15284342969395484,-0.08587915797210323,1.4293367858187482,-0.4882045043147362,2.3001213437894776,-0.5122201841359182,0.5122201841359166
Acton,-0.539768254110407,-0.7503842124941094,,-0.4736484409898548,-0.31124027680209954,1.1156715150471743,0.4805703898842536,-0.6014427328820896,-1.845131130278926,-0.013870104386812463,-0.1543143814481632,4.0173410482790235,0.91088867658353,-0.3386940330841728,-0.32416865296585884,-0.3646068394659247,0.4611476147619133,0.5931167882212641,0.7573542087590316,3.7789261645560215,0.6601105861753982,-1.1677976620393968,-0.7682705368106437,-0.9952404516506452,-0.9541528924396562,-0.67839354612735,-0.7943828701012937,-0.3519847002286345,-1.3785144206893094,-0.5797844516366638,-1.4187102756988437,-1.3416425463744632,-1.0393768713983715,-1.3300468768027898,-0.86489944106023,-0.1271371565424536,0.1601086169679801,0.3259459373074782,-0.6037753459883467,-0.3918414362995732,0.1250675173786594,0.7627137948296411,-0.2971584064540755,-0.2843936582924547,1.038103755401801,-1.226644876101583,1.21325828486499,0.2617919308159582,-0.9941185958664314,-0.918871198091353,1.6859091092228262,-0.6084353247259975,-0.8479927729568952,0.04126029522458715,-1.099233781420491,0.3211366086526284,-0.39675008726793975,-0.2991801516798272,-0.5789603463531253,0.040603910966790516,1.332029175070947,-0.5302604713136821,-0.4133555765274234,0.5364175438249126,-0.1846953892743492,0.3822513259500724,-0.8055094276046885,-0.3685583675237331,2.6253042007753167,2.9537589341390316,-0.8208113383261929,1.2028717709044427,0.11320590956597593,-0.29865734367345914,-0.0536521506750575,2.042495146488549,0.4457061511461644,1.2722906517468175,0.9869306708657952,0.18731187163477173,-0.20607171734001067,-0.14746461825867166,-0.14538568959794193,0.6834768548207706,-0.11360315548417825,-0.5015598827875855,-0.5544566089140954,-0.3054157446217565,0.5940740326185409,-0.033463281345652164,0.7587367765787434,-0.6550079569954398,0.3282789623521555,1.1109193587793642,0.0487687398901075,0.8237862723528034,0.8856444484070375,-0.10492516679132984,-0.09634367688008304,-0.08633123429741772,-0.8129093037621868,-0.7655882818290117,0.3636528446831526,0.12863073904522726,1.512422025713127,-0.3977958796827495,-1.0209553198806784,0.16589509122190513,0.2806652965011176,-0.2716801925134044,0.2621174088291128,-0.950979227741704,0.8507132555021882,-0.3018396479327373,-0.2251148844495055,-0.6340954022795594,1.7096520786488412,1.1880675669559333,1.5607191443022568,1.098127708328021,1.3224281178463326,-0.2944860033917643,-0.4612553496611102,-0.3392870862512443,-0.4947352566235583,0.35005805996783457,0.7252340237634931,-0.8799171099131492,-1.9322543245698685,-1.8684778592788176,2.0312751965230644,2.8563549044190677,0.3369200196499418,-0.3369200196499435
Acushnet,-0.539768254110407,-0.6873131256680958,-1.21372396719841,-0.3046032802014976,-0.31124027680209954,-0.6460821861595133,-0.5582392580312656,0.3210906942480476,0.4795605086362727,-0.6122130386990304,-0.1543143814481632,-0.5655475224644899,-0.18597369717196066,0.597981134240494,-0.03881210247777928,-0.3781838534213552,-0.3779727020659043,-0.4243831337984872,-1.4619084813905143,-0.3365158724450953,-0.29075048805537945,0.16035142701874014,0.17657468240103527,0.6749946188914272,-0.3420681977800889,-0.6787611526965749,0.50882970383207,-0.09252098331393203,-0.2583398389522557,1.8605316918024,1.340189828962213,1.2492179974161148,1.695258339257901,-0.2346948188589177,1.4819616545894996,-0.5982315672576786,0.11767805510646248,3.2304430924327785,0.9071418686484112,0.18308318654613767,0.6880365906709902,-0.8596113116872701,-0.3482996744264385,-0.08479368080832954,-0.5425554153053823,-0.5379647234671898,1.1014043721919602,-1.0239303984034789,-0.883457416094788,-0.3537642825223621,-0.583885550672927,-1.349205563150628,-0.8143788215961868,0.9118408525269599,-0.477515490071101,-0.6960018422144472,-0.19942910869047314,-0.4023355870822041,-0.6990638224582958,-0.8009411466134935,-0.7739734272155973,0.4708335196304354,-1.215371050818336,-0.2832204569075553,-0.6189625111283656,0.1929026276818618,1.9960339649780152,-0.3685583675237331,,,,,-0.23703516336059435,-0.8064562059411384,-0.5848408714619601,-1.2360642237887245,0.2588925852703764,-1.0242728643556565,0.3027724246234217,-0.9491284950430308,-0.19531875992854567,-0.1652562973142841,-0.1865262426217072,-1.039836731496772,0.19175230104290514,-0.5015598827875855,-0.5544566089140954,-0.15519549398278654,-0.7655702115665122,-0.8032163926960226,0.8165353605140264,0.060048863356068835,-0.7190223864203991,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.9968602351590709,-0.6602726851529693,-0.835413685354798,-0.311264995962078,-0.05981453508621362,-0.35176000983858724,-0.5057876736948962,0.8642623383099746,1.1849327406882613,-0.5977858826934614,-0.3581609762190395,-0.8811354722562864,1.843562995175738,-1.2652221085325486,1.2429618704391288,0.2489806202574941,1.2833106516358619,-1.1418091335449427,-0.2671397756222828,0.15755410267350406,-1.006329789809872,-0.2835683669006009,0.05270635771123848,0.4220172720400755,-0.3970233884047983,-0.2579031550654677,-0.02087953056260876,-0.11550505112414325,-0.3617641904839628,-0.5968853876956469,1.5695355558938209,1.6898198416087007,1.4339887106949492,0.5292808499650141,-1.4205963603036018,-0.5132799049224448,0.9382025802474856,-0.9382025802474876
Adams,0.2178028716603372,0.7843455669388905,,-0.4173000540604024,1.0285525102384594,-1.067265140736873,-0.5937324491741998,0.6798536936875456,0.6777735469008019,-0.3880290391755664,-0.11356101049786138,-0.6267452327006074,-0.18597369717196066,-0.4518898707508444,-0.6658235600774766,-0.4483616420288273,-0.3080460089969213,-0.4243831337984872,-1.3103112741244076,-1.0343983173130495,-0.6056848476681248,-1.6637683729521264,0.8325660048175504,-0.23685570917606674,-0.0908412777390259,0.6915750416399531,1.6699303213343637,1.1565387962525215,1.8124386116191336,0.7745435909280101,0.8619465930607919,0.4648370085390502,0.5716907812754561,-0.010813518732226088,0.023720853253478884,0.6718349165625592,-0.6398996963283705,-0.2663843133421804,-0.6037753459883467,-0.3918414362995732,-0.6884995234779853,0.3916104222309248,0.3430989193725053,0.184557457131318,-0.2610681657273916,1.8574445030872195,-1.3679858537433893,-1.7069703858013043,1.0469653865883242,-0.7775044519201771,-1.2765309799222646,-0.015451277877826297,0.12681181650366266,0.7684511136771563,0.4002044506574506,-0.6293042388789013,-0.19942910869047314,-0.2991801516798272,-0.5789603463531253,-0.6109148432889132,-1.058707513534519,1.0124089573543025,-0.5224296810309874,-0.16612931394577424,-0.1694579464022784,0.2534942111276892,-0.2930319777419988,-0.3685583675237331,-1.080284640892524,-0.9267716693298241,1.2916426932469234,-0.8977426691631071,-0.3087136536000926,-0.12939105625089914,-0.2749807843362668,-1.298275976545409,-0.2283474853649212,0.4997247287208028,-0.4632967644517238,-0.7532213540804493,-0.10064851242727872,-0.17309298963999142,-0.19316060325637732,-1.039836731496772,-0.012566423545069805,-0.5015598827875855,-0.5544566089140954,-0.08008536866330314,0.037855932724655546,0.6913975739815336,-0.4357672914171042,1.592313478395016,-0.370887827401538,0.13567774954364428,-0.33824301683782404,-0.563750956827763,-0.07343209019049321,-0.459537239652926,-0.4366227237305788,-0.38906629522999786,-0.6873935089828579,0.5140571425276818,0.6396657076603102,-0.7219432976046376,0.1205925643574488,-0.4311275468512015,-0.08763267268367665,-1.4046507539953814,0.7053657580974818,0.5799271640744336,0.7665517033714067,0.6001883806475032,1.1030617365801647,-0.53922232864923,1.035631850733764,1.2087608223652984,-3.2788860470916514,-1.1025657561772808,-1.0736868665587878,-0.3061016593469436,-0.5092366258332991,-0.16145430862406376,0.2183147917420587,0.37608715894170025,-0.16311004105492966,-0.38248309765863203,0.8340357675947209,1.1289997811605317,1.54562255461088,0.4591232730281046,-1.314857852002013,-0.22617227580180935,0.2668083304317733,-0.266808330431775
Agawam,-0.27626525384232203,0.4269427415914796,0.03777334656129792,-0.2482548932720451,-0.31124027680209954,-0.7279788717717777,-0.5455631183373606,-0.4989390187565187,0.4385611455025708,-0.2892076900311273,-0.10383304545107584,-0.15555203234291218,-0.18597369717196066,-0.2649148526117349,-0.4302147106480986,0.25736581309088474,-0.4828627416693838,-0.3542107253833319,-0.4397803550285424,-0.5308753227331132,0.19124704554862929,-0.7639465543633479,0.6446876675286954,-0.27921847288155266,0.22761150791523024,0.027669923082041924,0.3367996849595361,0.3081989565538576,0.4338460180108465,-0.2693274771784949,-0.4256173063836253,0.5031792943495288,0.4445860951604603,1.4132412446827898,0.16548453654978734,-0.1955123295849474,0.18454653903385929,-0.5542962410396799,1.1913723508912075,0.4851972413124369,0.12038571016065087,-0.1991884677111071,-0.2806617557496109,0.2424748125900909,-0.08784524291016582,-0.9945896072791244,1.6692780826858031,-1.1444668667678006,0.5182508610126947,-0.20920661658542725,-0.8479908116702668,0.07384579245244266,0.16042576786437154,0.8606302315091734,-0.3312288332830089,-0.5959554372111283,-0.5447408212010397,0.010286154527303474,0.5019709385934088,-0.8280877613741479,-0.7046709722701018,0.3067197506232029,-0.31925242754395594,-0.04903817098399309,-0.2913574893788445,0.4958605449109987,-0.8396745909288679,-0.3685583675237331,-0.36128979101667424,-0.13629321306764966,-0.1418082567491197,0.12154281863338393,-0.038706251313210496,-0.0165468646358595,1.1225514453530838,-0.8565725319729488,0.9683144537602634,-0.5079218618478235,-0.02008654722244126,-0.09991267105716292,-0.14497211467816853,-0.15948300812416694,-0.17086044162372724,-0.24005422933610404,-0.046806649368878746,0.08641835064284839,0.1114733109564881,0.10768994463540796,0.037855932724655546,0.2228057115076925,0.08441996400044234,0.4175772735318232,-0.4735481967673853,-0.05531410807097679,-0.33824301683782404,-0.5440695776904501,-0.25328864097772863,0.0796737700730763,-0.30994745633302306,-0.038154752647712814,-0.8294868615632303,-0.05855254599019895,0.37745348783200977,-0.3771159854492868,0.14788333810952095,-0.197805876672038,-0.12821191821398076,-0.11965869881760115,0.4165694442119543,-0.25140382688036056,-0.6066305428826154,0.6001883806475032,0.7065141234576303,-0.3748804727685813,-0.5052808256013377,0.040753356041090164,-0.3689054737430307,0.16432083036008344,0.3050676811815721,-0.3581101544460164,0.0960949084275964,-0.4811911942102682,0.3846045705688159,0.9504025418624658,-0.2561177994286833,-0.18594766512470176,-0.950312831237414,0.31226492109480736,0.12739187276557093,1.2050172285463987,-0.6309263281781676,-0.5132799049224448,-0.5615110941734388,0.5615110941734357
Alford,0.053113496492784136,-0.5191235607987258,,-1.037132310284379,-0.31124027680209954,0.881680984726419,,-1.3189687317610852,1.1934896299196154,-0.2591422022806609,-0.1543143814481632,-0.3992856472119559,-0.18597369717196066,-0.5140580147036705,-0.8534634228615675,-0.3879729141753416,-0.8849412268160454,-0.5471848485250089,2.7703115964644742,0.019591731962399373,1.3435227871348334,-0.9897854021716446,-0.8320479530771759,-0.5364949390756789,-1.6950135281751548,3.1382832579364752,-1.3509579608746902,-0.5804218408496159,-1.2180017327799406,-0.5797844516366638,0.2810086582662099,-0.7447163963304589,-1.4932455422892603,0.03788341277013785,-1.2309627602794109,2.1344097195316034,-2.176337962070828,-0.8576877375269003,-0.6037753459883467,-0.3918414362995732,1.1513058157872356,-0.4185287952270936,-0.4297340836537825,-0.4390121292141259,-1.6685044136173497,-0.19362464714999372,-0.4559462581017624,1.4671566144591799,-1.1047797756380748,0.13896555732281965,0.6945702650569461,0.047728008751313535,-0.3605904782266161,-1.3311843480520935,1.6436410333562317,0.13771819947987712,0.3185384600753765,1.041840508551072,0.6220744146985789,2.5652390837076418,2.150273360261706,-0.6943742403209144,1.218478575163155,-0.6052211000524534,,,,,,,,,-0.3341943343020917,,-0.9516140358148212,0.6178460083604742,-0.8745656495483639,-0.8277894158427063,-1.8888837749108256,-0.8406718064780548,,,,-1.039836731496772,-0.16524415180861146,-0.5015598827875855,-0.5544566089140954,2.5112139548589067,-2.2488184779502074,-0.9816305532069473,-0.6284292378680474,-0.2464040596517207,1.8466589415212191,-0.8801285020173051,8.890498874366697,1.3551835090602542,-0.9968602351590709,-0.8843526179653642,-0.835413685354798,-0.5244645202437913,1.4250609993786767,-0.6406092616668169,-0.7403986072254801,2.8182837738569613,-1.380399992006517,0.13551079501248192,-0.30405531551196685,2.8905541711821985,-1.5710287160590306,-1.3868803023308114,-0.6907029253063312,-0.8924446010100359,0.7065141234576303,-0.8679060404105279,,,,,,,,,,,,-0.8470213927388304,1.5695355558938209,-0.4887833909638412,-0.9145259149297714,0.10702426922655194,0.5816426697979401,-0.5132799049224448,0.4510104243655881,-0.4510104243655882
Amesbury,-0.0457001286077477,-0.5191235607987258,-0.0210137268067116,0.4279257498813839,-0.31124027680209954,-0.2560979689582542,-0.24260337965302975,-0.1914278763798065,0.3798420437270264,-0.41309200685272257,-0.011539076344071279,-0.44510090965563975,-0.18597369717196066,-0.4264374086837644,-0.0137551597986519,-0.2836479885923972,0.8457444266413325,0.8562633197780963,-0.08313690106579325,0.5929988502522505,0.5370923536032993,-0.5490651926453165,0.0287332978321862,-0.2531500549194331,1.133218129926692,-1.0140080586977809,-1.282723590862907,-0.3176221141049808,0.0761947510588596,0.32116167826942604,0.05130781147824618,0.05014618655885535,-0.008199618048757613,-0.8382223552180746,-0.5880496010585221,-0.5144320752345367,0.5658378800356602,0.4902315556964599,-0.6037753459883467,-0.3918414362995732,-0.3272031941643441,-0.06990868899626132,-0.28636470067832925,-0.15271087193935218,0.23694773737213254,0.757053389638788,-0.7312789662199888,-0.22035394264133049,-0.5637695634211516,0.7107998270892465,-0.25790984700174824,-0.012968249145676696,-0.12529281870165446,0.15392366146371775,2.228787660508599,-0.4792346313739229,-0.3227547203013898,-0.09286928087507343,1.1024883191192612,0.5020963618979141,-0.2932915997136403,-0.054330541192708234,-1.0485518321658265,-0.5759483143120081,0.4781333756607287,-0.5039005819451523,0.25361063544487045,-0.3685583675237331,0.27474411464273124,0.3188307465984508,0.6880843985117474,0.4051700848028423,-0.1263412588141986,-0.3268683915772192,0.6925415285255914,0.057940233550313386,-0.18015294371631088,-0.8514565402539978,-0.031202580281965757,-0.4083223980527556,-0.23551447877793605,-0.17455831725160034,-0.19440111537798552,-0.21026290404072084,-0.10518342782258587,-0.3065913941788027,-0.3194225195480072,-0.4180809326009832,0.4704700104199,0.5465923439091387,-0.3972349021269155,-0.29747954681968536,-0.4006924507658163,-0.2801098342899556,0.018998604757189674,-0.2783709593367246,-0.17861052240518271,-0.1745152219333917,0.1742111294496272,0.006509721334560826,-0.9289522083694908,-0.17435960191000482,-0.8508037524163442,0.05966527661415644,0.4207910756302423,0.9021391398868768,0.223474876381991,-1.4522430523352996,0.5864496288505001,1.3909817893961842,1.5792514001339917,0.2489806202574941,-0.9517758950547842,-0.3748804727685813,-0.5753223108892958,-0.6340954022795594,0.8782290576920923,-0.14920160772239552,-0.0642415726774527,-0.25409316424787143,-0.18744604724487268,-0.39465380233073627,0.004097692778596038,-0.3022627429690278,0.04144336085883033,0.9039306425634543,-0.22786925219806164,-0.026735507561673283,0.011745629420385484,0.07060244340527054,-0.028158539111125293,0.5887839856957461,-0.021414355527942203,0.02141435552794057
Amherst,0.8436224972970391,5.430582296455233,1.5502775834827984,-0.4173000540604024,0.1730334442116991,-0.267797495474292,0.4520490755729672,2.4224168338222496,-0.4937507213739346,0.9256738882972224,0.21184318523625548,2.5143107435178913,0.2470271149021688,-0.12884196349122234,0.7945143286002784,0.3331840125042463,-1.811469909980096,-2.1786933441773666,-1.0332318053884284,-0.17838875414567493,2.3332923940485237,-1.7072418251721118,0.5070650732890587,0.4769332725477422,3.3537071085821264,-0.0678815063902533,2.869076900758763,0.36564476728010936,1.3606055894330171,-0.19628914595530164,-0.9391357180566996,-1.2596668262144557,-0.853839641552609,-0.990141402384758,0.6245662771320574,-1.7948657459388508,1.970069877502003,-0.20461951311823812,1.094894695707056,-0.3918414362995732,-3.8088956206902718,7.969473869649912,-0.3153816097798393,-0.19859155862196567,-2.361396104886252,-0.3208807623106966,0.7228218985293975,-0.8230362844629414,1.600271285446541,-1.7726918146796524,-1.2614957211777948,-1.7452946279420478,3.034418609204984,-3.1337982078781814,0.0710594728842436,0.9047406378386554,4.782925600390559,2.589172039586725,0.02155703417272705,0.8821489685470741,-1.7312185363256076,-0.037919164291984976,2.2193938870782133,0.272962472160905,0.8666881688985326,-0.9280416660659432,0.15111514547233235,0.4647040286168805,1.1873145010236172,0.7260469210365407,-0.2172530435910168,0.27221980378590865,-0.09870977585589268,-1.2578329724012978,-0.3698359130482137,1.6505611041214374,-1.8232630496910824,-0.4893067824810886,8.314256388561548,1.5085417115879554,-0.19002469044088932,-0.17166343473450807,-0.18431226606589626,-0.22172110607740664,2.786712366345673,0.3317913670087713,0.4248520967779392,-4.173587198575202,-1.6307983669570012,2.3966727537474393,0.20001713187100825,0.2813759744172501,-0.14238571494207156,0.1897639393106166,0.10830901015594313,1.532315921296071,-0.2082535401013841,-0.24039699503655554,0.5694254971240519,0.02394580645992577,-0.8081728586761744,-0.8055778213170317,0.6948682802557419,-1.4115979219153387,0.011429469349160271,-0.8311075528726249,0.4669503495638178,0.5823277016961861,0.552473591922791,-0.6569311395412358,-0.6346546703571874,-0.7461080341808654,0.273916727323957,-0.15575799826104925,-0.16908169621914407,-0.3485824660669831,0.8228008562949763,0.6314052789319401,0.4712568454181335,-1.6063140368237638,0.8571107803744928,-0.33309798401223983,-0.4528994089765136,-0.7758519886857576,-0.28598111964520223,-2.0977014179547484,-0.6108513904839835,-0.07313420780649227,-1.2147222005676264,-1.2031540405922736,1.1694019871014083,1.8364080848756763,0.305130929406468,-0.3051309294064713
Andover,-0.14451375370827954,-0.6242420388420818,0.41272957435805935,-0.07920973248368783,-0.31124027680209954,1.2794648862717033,0.8031781450941372,-0.39643530463094784,-1.141584852127343,-0.07431643400504037,-0.030375321208610293,1.728699129278926,-0.18597369717196066,-0.1177473885488268,-0.06714980772338024,-0.1165798415350563,0.024105783080759204,0.11945303141896604,1.2195608620758556,1.7558201683182633,0.5117668760664981,0.3252473642531411,-0.855360423494024,-0.6635453495065112,-0.9731283705110564,-1.2192824015829584,-0.4393196200344156,-0.4168105733219557,-1.4740279652328607,0.029461981762835637,-1.3591671495700095,-1.310772636631266,-0.7234382881191835,-0.9979458453068809,-0.5021611043206008,0.1718068109154633,-0.14341400335487628,-0.12816014641779688,-0.6037753459883467,0.21219067906200095,0.12787138500638645,0.08352392143934098,-0.3447668339388169,0.07615828602236882,1.1680209475147207,-0.06636853198929042,0.15494818803555455,-0.22035394264133049,-0.6252479966276202,-0.9994743760865888,2.0239906667657257,-1.0704625969600563,-0.2429416484641357,-0.337698300307034,-0.14837051229789391,0.03767179447655825,0.19521284846446013,0.010286154527303474,0.5019709385934088,0.4749497471372593,1.6849568770562362,-0.7600197479238074,0.5533404084845575,0.3607808293822409,0.1657657967832781,-0.09490739368581742,-0.2930319777419988,-0.0908042354768619,1.076699908735025,1.013493632404604,-0.8208113383261929,1.0433314336841226,0.5006840754705563,-1.314255068208818,0.3953287918948244,1.787426960186143,0.5364716100640202,0.8925855370473201,0.7313416850669648,1.3733534314065674,-0.2375506308547313,-0.15546156003050604,-0.16525757796339982,0.9011826935178006,0.05984323434462455,-0.5015598827875855,-0.5544566089140954,-0.15519549398278654,0.037855932724655546,-0.2211577286375394,0.3348804943866687,-0.4847563331022235,0.17801398622391934,0.438222373552646,-0.08519686820802262,0.3711145521946045,0.30254721552133823,0.3631913957384041,0.7748746661043884,-0.09756965883319796,-0.943161543627528,-0.6744302183712985,1.1088875747214786,0.4734580512005775,0.06601101685330492,-0.8977708872095289,-1.048008150234215,0.9273718646605896,-0.0760830912398287,-0.5149965801099297,-0.8588476901537622,0.3953171870866644,-0.7354771969879474,-0.2105386168879328,0.9515820683882096,1.027070772048196,0.5733739500079507,-0.6354813076054243,-1.0182904784799338,0.10996630144563843,1.1058939805632186,-0.5071483403532262,-0.6099029825792307,-0.4763538129845212,0.04609965523121679,0.010587767409227207,-0.005913694782357259,-0.8501538828336146,-1.77946609280509,-1.7755952196326676,1.9025359652208884,0.8691343758330475,-0.4305561968362648,0.4305561968362632
Aquinnah,-0.7044576292779602,3.0128573014580406,,-0.3046032802014976,-0.31124027680209954,6.326835617398999,5.04714971461355,1.4486315496293267,-4.708325169313612,-0.5257145095178182,17.884114596858126,-0.6867391519286801,-0.18597369717196066,-0.3811250381420416,5.112604651815727,-0.5967702210664361,0.8457444266413325,0.4703150734947424,-0.8632030465572891,-1.301773311200631,-1.8641371796660744,-2.516163033987226,-0.9101364900625476,0.1740918773126632,2.3874889188056323,2.5672627226871843,-0.30177281392202904,-1.7706742960389543,-2.4377367017958034,4.7645305913846485,0.44389876548628543,-1.1047964705125977,1.0592800196866266,-0.8886221361956823,-1.2309627602794109,-1.4946585798452454,1.850183482800512,-0.8576877375269003,-0.6037753459883467,-0.3918414362995732,-0.5763218015146907,-1.2731684225855855,1.775517529676814,6.322456076108558,5.21710676836737,-1.0619604917759669,0.16355233516424916,2.4314483613737585,2.8913183827823805,1.1181611048223865,-0.20101586320812112,-0.9293897793631124,0.7654768923571325,-1.1775524849987338,0.4002044506574506,0.6379502244964717,1.5517945761845426,0.010286154527303474,0.261763986383068,0.3120700585733336,-1.2521999677423423,-0.5794946020158519,1.870784494253097,-0.6052211000524534,,,,,,,,,0.7079414560913034,0.11040285093106032,-0.9516140358148212,0.06416140882598184,2.058410408912673,-1.7554462603486638,1.9265034879981977,0.7035400758342413,2.2530079070417215,3.98644091845858,4.039872533714656,-0.4738015508844941,0.02055117192386012,-0.5015598827875855,-0.5544566089140954,-1.0752945291464722,-1.198184289261757,1.2089953212119318,-0.5513644592876701,-0.8593099056672994,0.1809116579398909,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.9968602351590709,-0.8843526179653642,-0.835413685354798,-0.5181429064424149,1.4250609993786767,,-3.873144602016225,0.3355271263384371,1.7307482157297032,-2.031047570936896,3.578025840220491,1.5103775193245823,-1.8088609745529949,0.07301802324833961,-2.3161023188315,-0.4827022138883586,-0.5912780649433896,1.6520024164260878,,,,,,,,,,,,-0.7398202477203228,,1.6146512651476066,-0.3213519761577696,-0.4316021757663385,-0.05029746948944135,-0.5132799049224448,-0.9394698397862568,0.9394698397862536
