,no_vehicle_avail_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Two_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,moved_lastyear_%,age_lt18_%,house_2000to2014_%,house_income_gt30_USD_%,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,gini_index,exemplary_%,proficient_%,need_improve_%,unsatis_%,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,dentists_per1000,young_females_%,median_age,lt5years_%,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_society_%,emp_pop_ratio_hisp,less_than_highschool_%,vacant_rentals_%
Foxborough,-0.01438746438746436,882.0297249056274,0.19547959451527072,-0.22633519531630714,14432.478632478626,-37408.29612873341,-0.8264957264957289,-0.019526132795100515,0.01890136255732216,-0.0018446195364228675,-0.012880897983722762,-0.00033492199892959466,0.002937291619646029,0.003216950627772483,-0.005254335978231135,-0.011063483538074159,-0.0024015163587691284,-6.686392809440027e-06,-0.005759810874880804,-0.007221825176468445,0.007171207316858196,-0.0010165375170315544,0.019579258359531226,-0.002114080835786515,-0.013240540949571014,-0.0003918945799955935,-0.015796258859767785,0.0007209194709479684,-0.002667276458912017,0.0004506496278843747,-0.002576201519591112,-0.0008937840513746359,-0.024018304180643785,0.01294301994301969,-0.012968660968660964,0.041936347116217985,6661.4429845645,0.01119140033146093,0.030028490028490618,-0.03305698005698003,0.0022592592592592803,-0.02008547008547003,-0.003900284900284894,-0.0038205128205128025,-0.005504273504273516,0.02002735042735071,0.0225804204631333,-0.009221195795578452,0.01746822988986996,-0.0021561908060429786,0.006701456305755346,0.09867190076536114,5765105741.712251,-0.010947975938733152,-1.5048433048433048,0.0454562744112155,0.004116805086372022,-0.01002785819480953,-0.0034148047950092325,-0.4537521367521366,-0.030638746438746436,-0.023264957264957642,1.6125356125356227e-05,0.01045273504273504,-0.0010723646723646725,0.0005712250712250727,0.04773072927811968,4.62744729344729,-0.3869422170327695,0.039350427350427264,0.0355954415954417,0.001418803418803502,0.0020655270655270813,-0.0784786324786324,0.01994301994301978,0.037521367521367484,-0.055398860398860425,0.03135327635327627,-0.017492877492877527,-0.0174017094017094,0.00047008547008559054,-0.023395556186045496,0.036808672747152826,0.014893126604990481,-0.0016856271757253044,-1.1382340426600555e-05,-0.17548369163472527,-1.246688093723349,2.7616573805217683,-0.013065179052674859,0.0278178079579651
Framingham,0.018612535612535643,2740.0597249056264,-0.014520405484729269,1.061457956485888,7432.4786324786255,35491.7038712666,0.1735042735042711,-0.13321312064629387,0.02919847087608933,0.001889980603803498,0.040758649542214996,-0.00022045149654717743,0.015834049009212092,0.016951933065769212,-0.015222609066873838,-0.016212308188450188,-0.003996697608936487,-0.004118411393134569,0.01743816076162679,0.0441671052833734,0.00555924227855505,0.0060816353092631855,-0.008208884152598921,-0.0028257412290836675,0.00409573021208625,-0.00454290444528388,-0.016586849788451985,-0.002552851728320503,-0.004329184668226379,0.007173100583031986,0.004337734382461463,0.0001165525706187311,-0.055193295002784866,0.002943019943019681,-0.07696866096866098,0.04965577628955888,-6308.5570154355,-0.01780859966853909,0.0030284900284905936,0.04594301994301997,-0.0017407407407407163,0.003914529914529969,-0.0009002849002848937,0.0121794871794872,-0.015504273504273509,-0.038272649572649316,-0.05241957953686671,0.03877880420442148,-0.01053177011013004,-0.0011561908060429788,-0.014298543694244657,-0.06532809923463878,1766303773.7122507,0.0023016708938916053,0.015156695156695266,-0.003386063176896062,-0.04237571190373657,0.012111790032012987,-0.002533812968574286,0.013247863247863423,0.01696125356125357,-0.057264957264957624,0.00021612535612535632,0.003732735042735043,0.0007276353276353276,-0.00042877492877492664,0.032890132748119694,-14.160552706552709,-0.3969422170327695,0.015350427350427244,-0.009404558404558309,0.0134188034188035,-0.02093447293447292,-0.00047863247863241814,0.024943019943019784,-0.008478632478632536,-0.008398860398860425,-0.0056467236467237355,-0.006492877492877532,0.008598290598290599,-0.005529914529914387,-0.09239555618604543,-0.09219132725284762,0.04889312660499048,-0.004685627175725307,8.010760957339944e-05,-0.2042944241623622,0.16677576251915371,5.5616573805217655,0.05385749793655086,-0.0898292508655643
Franklin,-0.011387464387464356,-1882.4302750943732,-0.12452040548472927,-0.22633519531630714,16432.478632478626,-14908.296128733404,-0.22649572649572924,-0.04354457311558546,-0.01206950691590978,-0.0018446195364228675,0.012277370934871936,-0.00015173826564511032,-0.0024823610840677066,0.021689488295892196,-0.01673020513545786,-0.010752655984101508,-0.007076668751066754,-0.00032856925137586535,-0.01379478608555753,-0.012056394351486676,-0.0024128787083433703,0.005945595501901657,-0.0010651693530627504,-0.003384563361392185,-0.0092434184379541,-0.016352608295880734,-0.020607754840037903,-0.011104473211221742,-0.0014135278954138745,-0.004244067166531797,0.001144563895008463,0.0015209458007231606,-0.01111262286158933,0.0569430199430197,0.03203133903133902,0.004084365692181957,4209.442984564499,0.045191400331460914,-0.026971509971509437,-0.02205698005698004,0.026259259259259288,-0.002085470085470033,-0.003900284900284894,0.00017948717948719842,0.006495726495726481,0.002327350427350716,-0.027419579536866717,0.033778804204421475,0.007468229889869962,0.001843809193957021,0.009701456305755344,0.08367190076536113,-1969486513.2877493,0.0017016708938916054,0.9251566951566954,0.007292678268716088,0.007990438488609808,0.05289749576157552,0.020740582019881527,0.5762478632478634,-0.0018387464387464305,-0.057264957264957624,7.612535612535628e-05,0.0002927350427350435,-0.002272364672364673,-0.004828774928774928,0.004051398928119676,1.2444472934472903,-0.3889422170327695,0.11135042735042727,-0.010404558404558312,-0.0305811965811965,-0.015934472934472917,-0.05447863247863241,0.012943019943019772,0.0025213675213674736,-0.006398860398860422,-0.03864672364672374,0.026507122507122463,0.008598290598290599,-0.005529914529914387,0.05060444381395435,0.050808672747152166,0.008893126604990477,-0.010685627175725312,7.682957339944662e-08,-0.2023814275438858,1.870442321926079,-18.638342619478237,-0.031912388545363504,0.0278178079579651
Freetown,-0.013387464387464356,-1011.9826333669972,0.06547959451527073,-0.22633519531630714,-39567.521367521374,-43708.29612873341,0.5735042735042715,0.025318607454658196,-0.017331922590019592,-0.0018446195364228675,-0.020088456329683438,-0.00033492199892959466,0.0009790293602878562,-0.007741134865796397,-0.047760416794224665,0.003165213397069343,0.01739842109003456,-0.004586812243061762,0.0028146267665908192,-0.0256131976549882,-0.0012636119511416075,0.007022774442276961,0.01897839941907004,-0.0010198573357786387,-0.005489181488671092,0.015536154573399257,0.026918637753715988,0.009428616141244104,0.0019149691728894051,0.01133369768750673,-0.002576201519591112,-0.00222320396526748,0.02604934700511885,0.006943019943019685,-0.0069686609686609715,-0.052705664945188115,11518.442984564499,0.003191400331460925,0.08902849002849056,-0.015056980056980031,-0.03674074074074072,-0.02808547008547003,-0.003900284900284894,0.0011794871794871974,-0.02150427350427352,0.04242735042735074,0.003580420463133283,0.010778804204421566,0.015468229889869962,0.001843809193957021,0.007701456305755345,0.0486719007653611,-2042362096.2877493,0.0033016708938916057,-0.17484330484330468,-0.027471151679778948,0.005129135114331884,0.007415913242179994,-0.01570223632741305,0.3492478632478633,-0.022138746438746432,-0.025264957264957644,3.612535612535617e-05,-0.005207264957264957,-0.0011723646723646724,-0.005828774928774928,-0.02918725719188032,10.55044729344729,0.01305778296723048,-0.060649572649572776,0.009595441595441678,0.029418803418803482,-0.02093447293447292,0.04352136752136762,-0.05205698005698023,0.035521367521367475,0.03760113960113956,0.0053532763532762725,-0.033492877492877535,-0.002401709401709397,0.0104700854700856,-0.11839555618604525,-0.09319132725284797,0.008893126604990477,-0.013685627175725315,-3.722194042660056e-05,-0.013397177625379621,-0.1109920439012262,33.46165738052177,0.02303186764754763,0.0278178079579651
Gardner,0.014612535612535647,-3604.420275094373,-0.18452040548472928,-0.22633519531630714,-99267.52136752136,-87408.2961287334,-0.6264957264957287,0.02909838305300605,-0.0005194270364021239,-0.0001417452911057714,-0.013683241402121616,-0.00033492199892959466,0.007281022796941572,-0.031189619208257687,-0.032522568027601416,-0.01323941380461236,0.01137090188184608,0.005406527473860983,0.031309073105544566,0.009064704775557562,0.01959369964066766,-0.0050122637973493145,0.02143318104358893,-0.0035736624131969532,-0.011149830254648864,-0.0020685999339017107,0.06889180852079463,0.003219209072484977,0.006816410982044914,0.007081648758929769,0.00917567635780167,-0.00041750828214575167,-0.04427042252590087,0.002943019943019681,-0.06796866096866097,0.07020929672233603,-5489.557015435501,0.02719140033146089,0.04702849002849063,0.032943019943019965,-0.03774074074074072,0.010914529914529968,-0.003900284900284894,0.008179487179487199,-0.02250427350427351,-0.014172649572649297,-0.043419579536866704,0.0007788042044215572,-0.032531770110130045,-0.0071561908060429795,-0.012298543694244657,-0.05632809923463888,-2538396731.287749,0.0031016708938916056,0.2851566951566953,0.007342391072140173,0.009068973404287473,0.01975130584612414,-0.030494235168642914,-0.3417521367521366,-0.022138746438746432,-0.029264957264957595,6.612535612535636e-05,0.0036527350427350423,-0.0012723646723646724,-0.005928774928774927,0.07669528833811969,3.9624472934472905,-0.3479422170327695,-0.008649572649572723,0.02559544159544169,0.0204188034188035,-0.0019344729344729227,-0.035478632478632394,-0.13105698005698022,0.060521367521367476,0.02860113960113958,0.028353276353276263,-0.014492877492877532,-0.007401709401709401,0.035470085470085594,-0.1533955561860454,-0.151191327252846,0.03389312660499047,-0.00668562717572531,-1.3516960426600553e-05,-0.18130979989987275,-1.2699895633514542,-3.638342619478237,0.040237286937833176,0.0278178079579651
Georgetown,-0.006387464387464358,-1892.6102750943735,0.08547959451527072,-0.22633519531630714,46532.47863247863,18791.7038712666,0.7735042735042708,-0.000451513748215171,-0.015118931400676404,-0.0018446195364228675,-0.0186077364228598,-0.00033492199892959466,-0.00830606034755537,0.0022573999128648464,-0.03394554804888815,0.011617236736068272,0.0031626807689047643,-0.005651179617903436,-0.017387888082794442,0.005891754535191904,-0.0015102557555729222,-0.006082810469748332,0.014574555340711781,-0.004109325906533568,-0.006720187399402472,-0.0008134326645628555,-0.019093478064158863,-0.013490713510225556,-0.0026466723311268947,0.0057771997767480324,0.005999602462032166,-0.0052171858991237,0.022656575453867126,0.03594301994301968,0.048031339031339035,0.016147318883200257,-7433.5570154355,-0.01480859966853909,0.08102849002849066,-0.002056980056980032,-0.03574074074074072,-0.025085470085470032,-0.003900284900284894,-0.0038205128205128025,-0.011504273504273514,0.0498273504273507,0.12282406944748557,-0.4805457445399537,-0.9520850316039547,0.6060600631126885,0.007701456305755345,0.08867190076536112,-2007193341.2877493,0.0014016708938916055,-0.5548433048433048,0.018734482704094724,0.012893170434528313,0.03548805327872151,-0.008512576604318853,0.023247863247863376,-0.02023874643874643,-0.011264957264957631,1.6125356125356227e-05,-0.002837264957264957,-0.0010723646723646725,-0.004528774928774928,0.020091428438119688,6.76044729344729,-0.3009422170327695,0.005350427350427235,0.0635954415954417,0.012418803418803498,-0.011934472934472916,-0.0694786324786324,-0.029056980056980212,0.0925213675213675,-0.00239886039886042,-0.004646723646723736,-0.02349287749287753,-0.002401709401709397,-0.030529914529914413,0.01860444381395432,-0.01619132725284711,-0.06810687339500952,-0.022685627175725292,-2.629950042660055e-05,-0.1162123181673492,0.21696097197476694,-0.5383426194782359,-0.03444641086176502,0.0278178079579651
Gill,-0.016387464387464357,-185.19324264482933,-0.15452040548472928,-0.22633519531630714,-82567.52136752137,-111208.2961287334,0.9735042735042708,0.07516392772088487,0.022198052001031008,-0.0018446195364228675,-0.01938872693427393,-0.00033492199892959466,0.008522639407973655,-0.03068890221451775,0.14345374559189142,-0.03142184416669686,-0.007353921061709074,-0.0017856631425707378,-0.013445439970113241,0.006635139776332358,6.377542769547828e-05,0.0054501495282925925,-0.0118419224690465,0.037181955697426265,-0.008174355644643166,-0.006168624294681711,0.008723262813330877,-0.001376409223313016,0.007228653741601461,-0.007699063622945687,-0.002576201519591112,-0.0036248517979046288,-0.0006414786529161247,-0.0860569800569803,-0.02396866096866096,-0.019392044235694208,-4014.557015435501,-0.054808599668539126,-0.13997150997150942,0.05094301994301996,-0.04174074074074072,0.09091452991452996,-0.003900284900284894,-0.0018205128205128036,0.09649572649572648,0.06862735042735074,0.0005804204631332799,-0.08122119579557853,-0.06153177011013004,-0.01615619080604298,0.007701456305755345,-0.0873280992346388,-3134180215.287749,-0.0016983291061083948,-1.5048433048433048,-0.035848233445490325,-0.024959434812171773,-0.0758122408785555,-0.022509374601587345,-0.4537521367521366,0.004561253561253573,0.04273504273504236,-0.00020387464387464362,-0.005207264957264957,-0.002272364672364673,-0.0008287749287749268,-0.051516161961880316,12.03344729344729,0.6030577829672306,-0.07664957264957273,0.0675954415954417,-0.0155811965811965,0.024065527065527077,-0.00047863247863241814,0.07294301994301977,0.00952136752136748,-0.027398860398860414,0.06835327635327626,-0.030492877492877532,-0.0154017094017094,-0.0785299145299144,0.03560444381395467,0.03780867274715227,0.04665232763289179,0.09831437282427467,-3.973630042660055e-05,0.3924788195353418,-3.0835964735970545,-63.43834261947824,-0.031875530095563875,0.0278178079579651
Gloucester,0.020612535612535645,434.78972490562586,0.08547959451527072,1.1591275830434402,32.478632478625514,93791.7038712666,-0.9264957264957284,0.07576827005485509,-0.010782593680541807,-0.0006956991836367357,-0.017702054543504576,-0.00033492199892959466,-0.006421588207675104,-0.011922990708969732,0.0044785170166210956,-0.004848391998747953,0.00535619780425033,-0.007940178064865456,0.03242012454867608,0.0035782149612000984,-0.0060943879312544144,-0.003211887268129709,-0.004270011707869739,0.006016828916002156,0.005466312031154767,0.004452063923686807,0.012004943717393959,0.0015159784539757505,0.010539983130057063,-0.002275229747228967,-0.0015689180855294356,-0.002353221253360211,0.00569835709285199,-0.0360569800569803,-0.04796866096866097,-0.008977645252573356,-8992.557015435501,0.006191400331460928,-0.017971509971509425,0.004943019943019975,0.005259259259259283,0.02291452991452996,-0.0019002849002848934,-0.0018205128205128036,-0.005504273504273516,-0.0509726495726493,0.0515804204631333,-0.037221195795578484,0.015468229889869962,0.001843809193957021,-0.0012985436942446538,-0.15732809923463886,2979157526.712251,0.0007016708938916063,0.2751566951566953,0.019885764639085673,-0.005932361936669128,-0.0506316212953469,-0.01084183339445837,-0.0777521367521366,-0.013338746438746428,0.035735042735042355,-6.387464387464378e-05,0.0009127350427350434,-0.0015723646723646725,-0.0011287749287749275,0.006629338598119684,2.1354472934472906,-0.2789422170327695,-0.08464957264957274,-0.00040455840455833064,-0.008581196581196507,0.022065527065527085,0.07152136752136759,-0.057056980056980226,-0.03647863247863253,-0.02939886039886042,0.006353276353276274,0.016507122507122468,0.014598290598290597,0.08547008547008561,-0.03939555618604551,-0.04519132725284791,0.08389312660499049,0.007314372824274691,-1.1540250426600553e-05,-0.19912027467602147,-0.044725152737894465,5.361657380521763,0.02294160392314096,0.00022801097722589808
Goshen,-0.013387464387464356,-746.3362842040951,-0.11452040548472928,-0.22633519531630714,-63267.521367521374,143791.7038712666,2.473504273504271,0.07660757635164406,-0.020953917980207272,-0.0018446195364228675,-0.02689341736579363,-0.00033492199892959466,-0.01274065014799883,0.00967467410295289,-0.03286281091388425,0.03179428519459384,0.003838170185402272,0.008834444051047642,-0.022709834142601755,0.006648693495390691,0.009733587803060776,-0.027981849551970868,-0.011616623835844206,0.023238075593098484,0.023204041667556283,0.01477882120627941,-0.013633812242775142,0.018521645861852228,-0.012556752026962626,0.00122950780562574,-0.002576201519591112,0.0015209458007231606,0.010527682729882429,-0.005056980056980298,-0.003968660968660971,-0.011164128283721651,-16322.557015435501,0.08819140033146093,0.036028490028490616,0.012943019943019954,-0.03674074074074072,-0.02808547008547003,-0.003900284900284894,0.0181794871794872,0.014495726495726488,0.08242735042735072,-0.7164618486175707,-0.25368660153531986,-0.6427141771814673,-0.4805481181941653,-0.005040851570823218,-0.10899804096256838,-3143012730.287749,0.006541507111601704,-1.5048433048433048,0.020411034415799945,0.009847903716014073,0.012416075005673322,-0.01768587421096212,-0.4537521367521366,-0.056438746438746426,0.013735042735042393,6.125356125356201e-06,-0.005207264957264957,-0.002272364672364673,-0.006928774928774927,-0.051516161961880316,12.51444729344729,0.6030577829672306,0.05535042735042728,-0.035404558404558306,-0.037581196581196505,0.03306552706552708,-0.015478632478632404,-0.0220569800569802,0.05652136752136746,0.03860113960113959,-0.003646723646723735,0.019507122507122467,-0.0014017094017093961,-0.0875299145299144,0.003604443813954639,-0.034191327252847785,0.10689312660499044,0.02231437282427469,-4.016870042660055e-05,0.6794967093661209,2.084156677424644,13.961657380521775,-0.010585198048552014,0.0278178079579651
Gosnold,0.09661253561253563,4339.995077652213,0.16214191965525251,-0.22633519531630714,171632.47863247865,138645.48104093238,5.173504273504271,0.23901633547573164,-0.020953917980207272,-0.0018446195364228675,-0.02689341736579363,-0.00033492199892959466,-0.01274065014799883,-0.059936893350655975,-0.05235229488742952,0.05869769358752596,-0.018536976496114858,-0.017269893744055676,-0.04011272600600397,-0.02691402652688501,-0.030044450741858568,-0.08143358884670622,0.08032563249149631,-0.004109325906533568,0.13130612615377027,-0.02251308992958248,-0.036008958924292275,0.035081009319640116,-0.012556752026962626,-0.007699063622945687,-0.002576201519591112,0.0015209458007231606,0.09629410608754667,-0.2010569800569803,0.11403133903133905,-0.00595579495038831,3211.651445979321,0.037363347520925794,-0.4999715099715094,-0.06905698005698004,0.1342592592592593,0.26591452991453,-0.003900284900284894,-0.008820512820512803,0.1114957264957265,-0.11657264957264928,-1.328389480978912,0.5299971396469807,-0.26567702196933674,-0.5523967510303945,0.02551757253682589,0.3222989294849377,-3056527164.287749,0.0097931596318354,-1.5048433048433048,0.0544079127232172,0.024446443861999456,-0.18888867802321754,-0.05030469993323612,-0.4537521367521366,-0.12293874643874644,0.16573504273504236,-0.00047387464387464376,-0.005207264957264957,-0.002272364672364673,-0.006928774928774927,-0.051516161961880316,13.06644729344729,0.6030577829672306,-0.2626495726495727,-0.1644045584045583,0.31341880341880346,-0.07893447293447292,0.1935213675213676,0.07794301994301978,-0.05047863247863252,0.016601139601139597,0.060353276353276274,-0.05949287749287752,-0.0384017094017094,-0.005529914529914387,0.5993928925006662,1.9155205277145644,-0.11057209534432796,0.007929949821530544,0.0001349012572752455,-0.4776027500819072,-3.373622924554736,-27.19791471410064,-0.050832876067127865,0.0278178079579651
Grafton,-0.013387464387464356,-3680.100275094374,-0.014520405484729269,-0.22633519531630714,-24767.52136752137,72953.88126386111,0.5735042735042715,-0.09150360176389394,0.01453815581733642,-0.0018446195364228675,0.03235021191516725,-0.00033492199892959466,0.010578075167155641,0.04174637044341871,-0.025962384922469675,-0.00858511955396174,0.00716231474448461,-0.00048181185004178215,-0.007650463386299391,-0.01919628271778857,-0.008164249221224364,0.0142027828907568,-0.015068863563702281,-0.004109325906533568,-0.014134358106806228,-0.00850976095637658,-0.008718380300373946,-0.0021805760481541443,-0.0043616220028705344,-0.006690272730886314,-0.0009909586892120946,-0.0023701047829344287,0.006860572570260515,0.037943019943019685,0.07403133903133903,0.03533257513175611,14802.442984564499,0.05619140033146092,0.019028490028490608,-0.007056980056980036,-0.0027407407407407172,-0.02208547008547003,-0.0029002849002848943,0.00017948717948719842,0.007495726495726496,-0.001172649572649287,-0.1434195795368667,0.15077880420442158,0.00846822988986996,0.001843809193957021,0.003701456305755345,0.07767190076536122,-855482505.2877492,0.006501670893891606,-1.0648433048433048,0.008661795691482801,0.00670040696322749,0.02673233490183932,0.005223119448801938,-0.1217521367521366,-0.023738746438746437,-0.05526495726495762,0.00021612535612535632,-0.003007264957264957,-0.002272364672364673,-0.0020287749287749273,-0.01826963899188032,5.335447293447292,-0.3539422170327695,0.09235042735042727,-0.02040455840455829,0.02441880341880351,-0.02093447293447292,-0.0744786324786324,0.014943019943019775,-0.045478632478632514,-0.07339886039886043,0.03135327635327627,0.024507122507122475,0.0565982905982906,-0.006529914529914416,0.03560444381395467,0.03780867274715227,0.008893126604990477,-0.013685627175725315,-1.0905660426600553e-05,-0.17880827872512556,1.0561850278006653,0.26165738052176835,-0.028796401902994127,0.0278178079579651
Granby,-0.02138746438746436,-5442.295833484137,-0.10452040548472928,-0.22633519531630714,-66567.52136752137,-161727.21831298314,0.3735042735042713,0.06737454443095547,-0.020953917980207272,-0.0018446195364228675,-0.02403536719113501,-0.00033492199892959466,-0.006389427537646337,-0.008050959771376895,0.02862794117830772,0.014075282023722678,-0.018536976496114858,0.009874136322881987,-0.0004776378551657884,-0.0031329736363821005,-0.01755339265795805,-0.0062470276878435075,-0.020718181929475457,0.005979605622770697,-0.00817171314074154,0.02985326896061585,0.024524630251533317,-0.011251462008224073,0.0049787718215900225,-2.2295946178011238e-05,-0.002576201519591112,-0.008984104704327344,0.05993335664327865,-0.01905698005698031,0.02303133903133904,0.04919572020112682,-7919.5570154355,-0.059808599668539124,0.08702849002849056,-0.013056980056980036,-0.03474074074074072,-0.02408547008547003,-0.003900284900284894,-0.008820512820512803,-0.015504273504273509,0.020227350427350688,-0.005419579536866725,0.02777880420442158,0.023468229889869963,0.001843809193957021,0.007701456305755345,-0.058328099234638886,-2665023073.287749,0.0004016708938916064,-1.5048433048433048,-0.0074899403016823315,-0.007150888624504193,-0.021219138260654524,-0.011111335158475991,-0.4537521367521366,-0.01783874643874643,0.01273504273504239,0.00017612535612535619,-0.005207264957264957,-0.002272364672364673,-0.006928774928774927,-0.051516161961880316,10.881447293447291,0.05905778296723053,0.07435042735042724,-0.003404558404558305,0.0434188034188035,-0.027934472934472925,-0.08647863247863241,0.13194301994301974,-0.029478632478632555,-0.01739886039886042,0.07435327635327628,-0.03649287749287753,-0.0194017094017094,-0.1025299145299144,-0.04839555618604496,-0.05219132725284759,-0.0021068733950095064,-0.0026856271757253053,-2.802894042660055e-05,-0.07413148449915423,1.449034416389395,-2.538342619478236,-0.02784755344181632,0.0278178079579651
Granville,-0.01738746438746436,-526.3230367150154,-0.13452040548472927,-0.22633519531630714,-56567.521367521374,-13540.51574122111,-0.4264957264957285,0.07657672194916154,-0.020953917980207272,-0.0018446195364228675,-0.02689341736579363,-0.00033492199892959466,-0.003682679133506076,-0.0188067876088932,-0.02237218690220644,-0.0037976325368215273,0.0010933012442719062,0.005164709387814922,-0.000852170525230421,0.00019445225745863548,0.02604205708781793,-0.002912477885159137,-0.01949339504323995,-0.0013050005150497426,0.04644350070694777,0.08124694955531904,-0.003291829356980989,-0.004112242351737825,-0.0097524266354788,-0.002764853096629899,-0.002576201519591112,0.0015209458007231606,0.04194628000059015,-0.01705698005698031,0.05003133903133904,-0.03007860196793219,10865.442984564499,0.08019140033146085,0.07202849002849065,-0.014056980056980035,-0.03474074074074072,-0.025085470085470032,-0.003900284900284894,-0.0008205128205128026,-0.007504273504273511,0.07782735042735073,0.7201216299768094,1.1817462655861009,1.0454411458040815,0.5934801455666048,-0.010112106160523715,0.1002874971383041,-3092737503.287749,-0.0014983291061083925,-0.8448433048433047,-0.0049330720244825455,0.011161419707410249,-0.007296638222222485,-0.03226987406258935,-0.4537521367521366,0.029761253561253576,0.028735042735042408,-0.0001338746438746438,-0.005207264957264957,-0.002272364672364673,-0.006928774928774927,-0.051516161961880316,12.75244729344729,0.6030577829672306,0.03835042735042726,-0.00040455840455833064,-0.007581196581196506,0.061065527065527085,-0.0904786324786324,0.0389430199430198,-0.07547863247863254,0.05760113960113958,0.05735327635327628,0.021507122507122476,-0.0384017094017094,-0.0605299145299144,0.23376576236787106,-0.3946988387545929,0.023957263136237663,0.008952311706890427,0.0012010334666816102,-0.15356002968830496,2.4953345797073503,-20.138342619478237,-0.014313004960790585,0.0278178079579651
Great Barrington,0.061612535612535636,1228.6667708622515,-0.05452040548472928,1.1672851205709645,-45767.521367521374,-121208.2961287334,-0.3264957264957289,0.020837332688490973,0.0047506345128246275,-0.0002961525187703436,-0.01016997357514637,-0.00033492199892959466,0.02380317146860074,-0.009611715276948936,0.03412199752386763,-0.02023768979469031,-0.004084617664691303,-0.010559870000894738,0.09099081482190974,0.03992813306844895,0.018474182477920518,-0.04091536855146519,0.007602334438921304,-0.0035931702339827257,0.0030960933019798173,-0.006770341916781821,0.013283907804313086,-0.002580137517540101,0.01686412130843534,-0.00019718815407846962,0.004175486402389385,0.0015209458007231606,-0.09989666504902812,0.01594301994301969,-0.02196866096866097,0.014049206299924259,8492.442984564499,0.033191400331460896,-0.1159715099715094,0.06794301994301995,-0.022740740740740718,0.09991452991452997,0.02309971509971511,-0.007820512820512802,0.023495726495726496,-0.025872649572649287,-0.4665025604207148,0.1313894449024311,0.12923639427060532,-0.4537547415119397,-0.01613299908765004,0.04551404533534753,-1848022872.2877493,-0.006298329106108396,5.465156695156696,-0.04897843242146967,-0.05297690702062674,-0.057950261600930135,0.09177741150371403,0.11524786324786335,0.04786125356125355,0.005735042735042385,-0.0002538746438746438,0.024902735042735043,0.002027635327635328,0.020271225071225068,0.062298036338119686,11.538447293447291,0.6030577829672306,-0.03864957264957264,0.04059544159544168,-0.0675811965811965,0.01806552706552708,0.047521367521367625,-0.1540569800569802,0.015521367521367456,0.06760113960113959,0.015353276353276268,0.08450712250712249,-0.016401709401709402,-0.01152991452991442,0.18077409417897616,-0.11860723442382425,0.22308793918819675,0.03637141843067539,-0.000288381277772826,0.1025853415657102,-0.23854384905414205,25.361657380521766,0.05087845748146756,0.0278178079579651
