,cancer_admissions_AA,Diabetes_admissions_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,gonorrhea_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Ashburnham,18.927563740751427,10.919076911043318,5.553611592042177,0.009834722522045342,-0.06532391875604117,0.0044686614787797785,0.0010947054887357618,-0.0057735301620256705,0.00740617347850972,0.06831210032040429,-3.7569875197264944,0.3863140222684145,0.0001195635472872554,-0.0007923074476835316,0.0014040379953365368,0.1106841004553052,0.0006646258319088313,4.832738746438732e-05,0.006777492877492075,0.14811630405405413,0.03263085339585696,0.0029181622209312943,-22.214605689279992,190.9295517585998,14.772079772079778,-4.7578347578347575,15.894586894586894,31.47293447293447,68.5954415954416
Ashby,-0.19074156827583974,15.756218837760034,-67.28127913618012,-0.10769540227726944,0.05409643930882965,0.03165435726461141,-0.02207418029291615,0.004338282820854994,-0.0243113902982484,0.022312100320404288,-3.7569875197264944,5.283984436239228,0.0001195635472872554,-0.001932507141791084,0.0008510669126318895,-0.02548704975385263,0.0002461728319088294,2.7422387464387438e-05,0.031577492877492015,0.14811630405405413,-0.0021572554041430487,-0.0006659432962992826,-83.81460568927999,213.62215175859973,-4.2279202279202215,-1.7578347578347575,13.894586894586894,31.47293447293447,-154.4045584045584
Ashfield,-152.5106873742696,-65.66057658811019,-65.05258118648497,0.03069543629938695,0.06437223184206076,0.11013913608449716,-0.015777304464580092,0.00701904034294995,-0.00970459320475288,-0.014687899679595716,-3.7569875197264944,0.3262289916582448,-0.0005062186804974753,-0.002889735996654769,0.004302588719974218,0.9158370795213278,0.0012737938319088305,0.0004595033874643874,-0.001922507122507966,0.14811630405405413,-0.07418606691414305,-0.001609034617306519,48.79176423090577,212.1981517585998,-6.227920227920222,88.24216524216524,-14.105413105413106,51.47293447293447,68.5954415954416
Ashland,49.121113118533934,9.13996741619067,18.843545485698773,0.017634722522045343,0.0009760812439588152,0.011468661478779674,0.009094705488735769,-0.0077735301620256705,-0.0015938265214902742,0.013265397655021244,-3.7569875197264944,0.8512613448417181,6.211869434607893e-05,0.0034267533650473576,-0.00012066495649637032,0.2264988442272101,-8.948116809116923e-05,-0.00010589961253561252,0.012977492877492058,0.09067145111287764,0.06638343521585695,-0.0020624822862677205,5.485394310720012,8.710251758599725,-4.2279202279202215,16.242165242165242,-9.105413105413106,-27.52706552706553,29.595441595441603
Athol,40.398186001141354,-13.365987127890994,1.4215467799501016,-0.011265277477954638,-0.031623918756041175,-0.06953133852122029,0.009094705488735769,-0.001773530162025666,-0.005593826521490278,0.05331210032040429,-3.7569875197264944,1.095722119841718,3.216623912434682e-05,0.0015289143920171402,0.003428615638345132,-0.22032792659648395,7.242983190883148e-05,0.0002162263874643873,-0.0146225071225079,-0.11407562043467155,-0.1939731122141431,-0.0013608437634621635,-98.71460568927999,-616.8022482414002,20.772079772079774,24.242165242165235,-24.105413105413103,-43.52706552706553,68.5954415954416
Attleboro,64.00574391331835,9.82909469691986,24.097732563234445,0.04173472252204535,-0.0170239187560412,-0.02953133852122025,-0.0009052945112642402,-0.003773530162025668,-0.017593826521490274,-0.09968789967959572,-0.3922499697264943,-0.03640942815828208,0.0001195635472872554,0.002465481469980093,0.004165817879517403,-0.33789562466613954,-0.0006695231680911687,-0.0002054506125356128,-0.018322507122507936,-0.01144967647889622,-0.03186610861414306,-0.0016877334832639912,-26.51460568927999,287.7013517585998,-5.2279202279202215,-3.7578347578347575,-14.105413105413106,-24.52706552706553,-25.404558404558397
Auburn,49.30926422541003,6.274760401205763,12.421509958705206,-0.006265277477954635,-0.0384239187560412,-0.007531338521220231,0.012094705488735771,0.0032264698379743315,-0.01259382652149027,-0.023687899679595698,2.7224941212735057,0.500411800841718,-6.287381588472223e-05,0.001269029110178784,0.002903902268989057,0.12527517244275801,-0.00027022816809117034,-0.00019378661253561253,-0.06442250712250798,0.026491395272735682,0.08219832591585695,0.00390724104836533,-53.41460568927997,174.82795175859974,-1.2279202279202224,11.24216524216524,9.894586894586894,-5.527065527065531,68.5954415954416
Avon,8.597955591478788,-9.824628900803976,-38.095689893994724,-0.035665277477954636,-0.0074239187560411765,-0.05253133852122027,-0.016905294511264227,0.008226469837974329,-0.0005938265214902871,-0.0026878996795957066,-3.7569875197264944,0.660878079841718,0.0001195635472872554,0.002892727086675668,0.0007215681291058207,-1.0984870028421458,-0.0007153041680911684,-0.00011608861253561238,-0.0056225071225080026,-0.07569748287522071,-0.13139076701414304,0.0015700175327064228,-123.71460568927999,-68.0948482414002,-25.227920227920226,42.24216524216524,4.894586894586893,-63.52706552706553,-77.40455840455841
Ayer,25.21527718803229,-15.34116851057851,-9.212520690771813,-0.008465277477954641,-0.025023918756041208,-0.037531338521220266,-0.018905294511264232,-0.003773530162025668,-0.02159382652149028,-0.03668789967959571,-3.7569875197264944,0.11918396584171798,0.0001195635472872554,0.00416857928323189,-0.004453756457690757,-2.383655306265473,-0.0002463911680911689,-0.0003687056125356125,-0.015122507122507844,0.02121275075456175,-0.009603271814143057,-0.001981009738492265,-105.21460568927999,-404.28124824140025,-32.227920227920215,10.242165242165242,-9.105413105413106,-46.52706552706553,-121.40455840455841
Barnstable,63.53352403677492,9.993985835057131,22.99812588630615,-0.02336527747795464,-0.00602391875604119,-0.01653133852122024,-0.00490529451126423,0.0022264698379743306,-0.017593826521490274,-0.0026878996795957066,1.1131423502735058,-0.6607228451582821,7.43167258764595e-05,0.0007311989317904128,0.004098978023625637,-1.301257169607671,-0.0002522681680911685,-2.2097612535612512e-05,0.001977492877492049,0.012375839821666457,0.01241821484585695,-0.0018049720416886887,-203.01460568928002,79.88765175859977,-33.227920227920215,-32.757834757834765,-1.1054131054131062,0.4729344729344689,-54.4045584045584
Barre,38.171548200668724,2.2652579327973186,-7.400183754506436,-0.018265277477954645,0.008976081243958822,-0.002531338521220228,0.009094705488735769,-0.0007735301620256653,0.00040617347850971375,-0.022687899679595697,-3.7569875197264944,0.4988414318417178,0.0001195635472872554,0.002287020077024733,0.0015072104121098874,-0.9477484590548929,0.00028573383190883065,-9.880612535612817e-06,-0.03142250712250794,0.14811630405405413,-0.06135074411414305,0.014164735894379494,-86.31460568927997,109.28095175859984,22.772079772079774,-3.7578347578347575,-1.1054131054131062,5.472934472934469,68.5954415954416
Becket,-128.31972832238822,12.436886094755133,-6.314185226135329,-0.008225197187781641,-0.035774855486419316,-0.047299723570703,0.009002422078971367,0.013179949640739095,-0.006801893074917326,-0.013687899679595716,-3.7569875197264944,1.0515627824621434,0.0001195635472872554,-0.004742078422527282,-0.0189155538286219,-0.16407652739011924,0.000871488831908831,0.00020143938746438727,0.0011774928774921367,-0.3918404994016694,-0.25134026191414305,0.0015448807790988152,256.5484494175057,-529.5172482414002,-0.2279202279202224,26.242165242165235,6.894586894586893,-6.527065527065531,68.5954415954416
Bedford,42.264529845551785,8.337052966191951,18.227058547781006,0.028234722522045338,-0.013623918756041187,-0.009531338521220343,-0.012905294511264223,0.005226469837974333,-0.011593826521490285,-0.0556878996795957,1.0739303542735057,1.137211335841718,0.0001195635472872554,0.002252046476395412,0.004302588719974218,0.4062643926173458,0.00045681483190883164,-9.628161253561264e-05,-0.00032250712250792013,0.002524107795773584,0.07234147064585696,-0.0020164285507038287,0.9853943107200108,31.627451758599822,-5.2279202279202215,2.2421652421652425,3.8945868945868938,4.472934472934469,68.5954415954416
Belchertown,51.56159907932943,4.712032905265341,15.212207606558126,0.0015347225220453398,-0.007123918756041181,-0.035531338521220264,0.0020947054887357768,-0.004773530162025669,-0.004593826521490291,0.04831210032040428,-1.205967111726494,0.772798702841718,0.0001195635472872554,6.537006894077706e-05,0.0027595859023168984,0.37914044729269497,-0.0005960051680911687,6.276638746438752e-05,0.016877492877492073,-0.05314493303168316,0.05307374110585695,-0.0018993814499483547,2.3853943107200166,127.21355175859979,-10.227920227920222,-5.7578347578347575,-29.105413105413103,16.47293447293447,23.595441595441603
Bellingham,52.722591710550645,7.294478270806584,19.405025553539996,-0.028665277477954637,-0.015723918756041178,-0.03253133852122025,-0.006905294511264232,-0.0057735301620256705,-0.007593826521490278,0.012312100320404279,0.104016341273506,0.8245990038417179,0.0001195635472872554,0.001288518853111268,0.003652508937455454,0.029364648813922645,-0.00033590216809116936,4.947387464387335e-06,0.055777492877492015,0.08901814200689379,0.05115924114585696,-0.001230148090289524,-2.8146056892799862,328.28615175859983,-14.227920227920222,-40.75783475783476,-6.105413105413107,-2.5270655270655307,27.595441595441603
