index,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Upton,-0.00658031820326736,-0.0867746048908524,-0.05555809268546175,0.016516926739063378,,-0.08242537875877398,-0.11572923864901145,0.0081595551562809,,-0.047192578125000106,-0.022929411764705643,-0.016555984555984532,-0.0042664092664092676,-0.00683203124999994,-0.0349854545454545,-0.024621776504298042,-3.7569875197264944,,0.0006143069186334786,-0.0020085879831272728,-0.05358409231370585,-0.0026857483937225398,-0.000340557431142933,-0.22712585429604984,-0.12261012626713612,0.07963303709548539,0.008157973917046406,-0.050917151259775,-0.032133717158392736,-0.00565738476606605,-0.0015905699696885955,-38.5663755458516,-509.78679591194907,28.227920227920222,-11.242165242165242,-18.894586894586894,7.527065527065531,-68.5954415954416
Uxbridge,-0.015304865043161985,-0.13003884787436334,-0.07414520506195278,-0.002462864363114623,,-0.09382649742758742,-0.17495647224843308,-0.003285736427382436,0.029037916666666663,0.0135074218749999,0.02907058823529429,-0.0035559845559845343,-0.002266409266409267,0.0001679687500000665,-0.01098545454545452,0.02737822349570196,1.562161416273506,-1.059337593279694,-0.00015878933184970646,0.001288731022695,-0.06286773755187293,-0.003997365353357172,-0.0011367768904554413,0.044998191107512416,0.0008134333993257406,-0.0987139806288332,-0.011231465026847685,-0.024023707445267082,-0.08385679565846164,-0.005611110252163383,-0.0015079670122667113,28.53362445414841,-276.0364959119491,13.227920227920222,27.757834757834758,11.105413105413106,14.527065527065531,-18.5954415954416
Wakefield,-0.02046998685809259,-0.18736829665070245,-0.08300223228583828,-0.004593478319849374,-0.0035577203953055412,-0.1028546021980995,-0.2215920594609214,-0.010576635777106493,-0.02536208333333334,0.007207421874999898,0.01707058823529428,-0.007555984555984523,-0.0042664092664092676,-0.018832031249999936,-0.021985454545454503,-0.03162177650429804,-2.602253108726494,-0.5271728312796939,-0.00015878933184970646,0.002352403392034413,-0.0685203987038819,-0.0037186265557967134,-0.0012357814540554116,0.2602993292517191,0.09123471793089832,0.010947897348004821,0.05312497061671647,-0.03694064689683918,-0.09408456508087076,-0.006056903978248663,-0.0013282327783062234,16.333624454148392,192.23380408805087,17.227920227920222,-7.2421652421652425,18.105413105413106,8.527065527065531,33.4045584045584
Wales,,0.5152746132615296,0.2834840119424114,-0.007732525651092527,-0.005695747819473562,0.15356157185882116,0.6438150270759837,,,,,,,,,0.10337822349570196,18.970285210273506,-1.7887854012796942,0.0003389707477919063,0.0005086246963952133,-0.04783634552626582,0.013558572597328615,-0.0015002018068677107,0.01817863440364156,0.035722615647551616,-0.02444829270612994,-0.01700704258460374,0.1332540782076217,0.4409506003689305,-0.002243613891296804,-0.0007415366061664113,,-320.76259591194906,-0.7720797720797776,-88.24216524216524,59.105413105413106,56.52706552706553,-68.5954415954416
Walpole,-0.018929274778619068,-0.18149832954845702,-0.0830054200375762,-0.0035829625541610095,-0.0033628886445091237,-0.10390905640219772,-0.2421145062403092,-0.011979581221945665,0.003037916666666668,0.01490742187499988,-0.022929411764705643,-0.004555984555984521,-0.00626640926640927,0.0001679687500000665,-0.0389854545454545,-0.03962177650429804,-1.0903208527264945,-0.619241926279694,,0.002278469781846388,-0.06756237214757943,-0.002775746579462593,-0.0015002018068677107,-0.07954053655673425,0.053860527539674005,-0.0932814230944224,0.1150061587355284,-0.020841963289850197,-0.11060430289273153,-0.003857970906350683,-0.0015439003647010853,-42.8663755458516,-28.158195911949065,35.22792022792022,42.75783475783476,21.105413105413106,-0.4729344729344689,-40.5954415954416
Waltham,-0.030313654542496238,-0.21579424292415408,-0.08991350910778109,-0.005749070414579064,-0.003857618208179685,-0.11820557547035634,-0.26322227485039346,-0.017481687778398456,-0.02796208333333336,-0.016892578125000113,-0.04492941176470566,0.004444015444015473,-0.009266409266409271,0.021167968750000057,-0.029985454545454492,-0.04662177650429804,-0.1526623297264944,2.5995678447203066,,0.004819887719711622,-0.07045144016387672,-0.0037219963127602734,-0.0012925937708397315,-0.04662882729541035,0.02700962560456445,0.03872785478036697,-0.03062090397074223,-0.009555242543431463,-0.07395241617046547,-0.005291557730719711,-0.0013884148520541036,-38.8663755458516,350.603404088051,13.227920227920222,-9.242165242165242,3.1054131054131062,11.527065527065531,41.4045584045584
Ware,-0.0025607212440077122,-0.08239034689081554,-0.010548763628784208,0.013069428348500391,0.020306694680017584,0.01732063612255516,0.00963048989711518,0.009904268273396436,-0.03606208333333336,0.029407421874999895,0.07107058823529433,0.003444015444015472,0.004733590733590733,0.02516796875000006,0.12001454545454553,0.17237822349570195,0.030891268273505638,-0.879786310279694,,-4.079330274108992e-06,-0.0551753938977454,-0.0005952702209194513,-0.0015002018068677107,0.082069654798588,0.2118640567298068,-0.10865984614030542,-0.17336017789813532,0.024393249717224792,0.09344576475503044,-0.0025286633486694236,-0.0006064838509939567,15.833624454148406,600.8274040880509,-12.772079772079778,-12.242165242165242,40.105413105413106,5.527065527065531,0.40455840455840075
Wareham,-0.01988886725476611,-0.14721422852212152,-0.04799647285200937,0.006911433045434228,0.0039596095628517715,-0.09974593829301692,-0.10742365147435724,-0.005907000409981862,-0.004762083333333361,0.016507421874999872,0.02607058823529429,0.019444015444015472,0.00873359073359073,0.011167968750000062,0.0800145454545455,0.13337822349570194,2.2944496962735057,-0.22349023127969406,,0.0012937021024152695,-0.06304849965660313,-0.003422074968710034,-0.001276698163758328,0.2551443942088986,0.12658532762468955,0.03556394498147568,-0.2137892208024254,0.03177919669069658,0.15295413081741074,0.005288937261611528,-0.00013388259986305256,76.2336244541484,85.29660408805091,-5.772079772079778,0.7578347578347575,32.105413105413106,67.52706552706553,-11.5954415954416
Warren,0.037112281835112365,0.05148276716331668,0.07339110534428035,,,0.041420543857399184,0.1170882213409527,0.020282199538028064,,0.031307421874999915,-0.009929411764705742,-0.01355598455598453,-0.0032664092664092675,0.009167968750000048,0.0680145454545455,0.13237822349570194,18.799403460273503,,,-0.00056492478870219,-0.05105699398155803,0.0017942395436562175,-0.00034613371685039983,0.063054404756162,0.16857518445431174,-0.05848044814509065,0.04363652177183211,-0.050917151259775,0.10004150949529422,-0.004064425815633059,-0.001850127481752146,-42.166375545851594,251.09840408805087,-17.772079772079778,-9.242165242165242,20.105413105413106,6.527065527065531,70.4045584045584
Warwick,,,,,,,,-0.020148652548911728,,,,,,,,0.11837822349570196,-3.7569875197264944,-1.7887854012796942,,-0.0044510567371538155,-0.0747153898269129,-0.004360790269769441,-0.0015002018068677107,,0.0335518924682634,0.040224837031654484,0.06385104322397693,-0.050917151259775,-0.1499584905827057,-0.005052308100687878,0.0004318498215754169,,,-90.77207977207978,59.75783475783476,-89.8945868945869,77.52706552706553,-68.5954415954416
Washington,,,,-0.007732525651092527,-0.005695747819473562,,,,,,,,,,,-0.06662177650429804,-3.7569875197264944,-1.7887854012796942,,0.0015689833430065044,-0.0747153898269129,-0.004360790269769441,-0.0015002018068677107,,-0.3238207819095115,-0.08189874735045413,0.0539500531249672,-0.050917151259775,0.6625415093977942,-0.003710958735290417,-0.0022348168450912497,,,-90.77207977207978,-88.24216524216524,-90.8945868945869,-85.47293447293447,-68.5954415954416
Watertown,-0.02747885058545804,-0.2007545428088808,-0.08635680981422914,-0.004305616560183436,-0.0038979296376553813,-0.1149754327115214,-0.2522146227724257,-0.014973379821639004,0.04213791666666666,-0.03329257812500011,-0.07892941176470569,-0.010555984555984528,-0.00626640926640927,-0.00783203124999994,-0.044985454545454495,-0.04762177650429804,-0.9499699757264946,1.1797303407203057,,0.005105306899209822,-0.06907175346327654,-0.0034298811788603502,-0.00120929271595862,-0.06598069237209121,-0.001884178768019621,0.1970867849381355,0.14182134025368004,-0.018626242168865915,-0.10471487108449597,-0.004926247494627271,-0.0013911804814548858,-54.4663755458516,8.066404088050945,12.227920227920222,-2.2421652421652425,18.105413105413106,0.5270655270655311,85.4045584045584
Wayland,-0.013862002686175351,-0.17188408753146894,-0.06952763692592581,-0.0003177986711481555,,-0.09355086588382414,-0.23753697557582198,-0.010296507914158398,0.05803791666666666,-0.041492578125000096,-0.05092941176470567,-0.01855598455598453,0.003733590733590725,-0.010832031249999943,,-0.06662177650429804,-3.7569875197264944,-1.193192786279694,,0.0005520174833117085,-0.06644427286014376,-0.0040680073682908885,-0.0015002018068677107,-0.263595677266351,-0.19640728292446066,-0.03345295400474765,0.04652431055070968,0.003247685513757418,-0.0989780984270665,-0.007133408964397438,-0.0020152296689823343,-81.26637554585159,-246.01599591194906,39.22792022792022,30.757834757834758,-30.894586894586894,-17.47293447293447,30.4045584045584
Webster,-0.02057668638378841,-0.145211136511635,-0.03949569278712512,0.005993673433024129,0.007903914749820242,-0.058069634950834274,-0.06732889013148269,-0.0037471100085405547,-0.00486208333333335,0.0646074218749999,0.009070588235294276,0.021444015444015474,0.0017335907335907302,0.028167968750000064,0.07601454545454547,0.11337822349570195,3.1634277052735067,-0.36250620727969385,,0.004323105711629025,-0.06043484029690568,-0.0035172135042837818,-0.001259179873871808,0.3503789346045982,0.13832774356304442,0.4427597866070959,-0.14076941882222718,-0.006328093655533018,0.1804762919785116,-0.0023562367581957113,0.0012600011833493385,78.53362445414841,289.45140408805094,12.227920227920222,0.7578347578347575,37.105413105413106,41.52706552706553,-28.5954415954416
Wellesley,-0.02424416106763634,-0.20367086326792386,-0.08173247636411503,-0.005434153953699894,-0.004574336855337882,-0.12131058754703412,-0.2662146475678227,-0.013739597936544959,0.024337916666666654,-0.09629257812500013,-0.12492941176470572,-0.028555984555984532,-0.0032664092664092675,-0.014832031249999931,-0.0729854545454545,-0.06262177650429804,0.8655086282735054,-1.129795390279694,,-0.0008129634829789032,-0.0698200664231008,-0.003840011184257515,-0.0012571715669621453,-0.2242883417703947,-0.1544828227534405,-0.03155794198050827,0.19256391451110616,-0.025225383041186662,-0.1499584905827057,-0.006955165441937053,-0.001957067999484889,-93.5663755458516,-226.97899591194914,23.227920227920222,39.75783475783476,-18.894586894586894,-39.47293447293447,-14.5954415954416
Wellfleet,0.024186901199181158,0.06048045848121985,0.19665784228863487,,,0.05625606913762285,0.5716564075306045,0.053172066467171535,0.023037916666666658,-0.02059257812500009,-0.021929411764705642,0.01744401544401547,0.010733590733590731,-0.013832031249999932,-0.00798545454545452,0.08537822349570195,-3.7569875197264944,0.4627424207203059,,-0.003720687768374251,0.013269472992386995,0.006992095255301514,0.002284093368155941,0.004183221572350545,-0.15767834129878136,-0.013681973587080615,0.11871903002265673,-0.050917151259775,0.10004150949529422,-0.0042500375235828645,-0.0016041009825873078,,-370.8739959119491,29.227920227920222,34.75783475783476,74.1054131054131,2.527065527065531,-68.5954415954416
Wendell,,2.71059422823489,,,-0.005695747819473562,,,,,,,,,,,0.13337822349570194,-3.7569875197264944,,,-0.0015066122927093716,0.15329386943234635,-0.004360790269769441,-0.0015002018068677107,-0.263595677266351,-0.09790616690818726,-0.08826519087921791,0.029610119131567792,-0.050917151259775,0.7167081761879608,-0.00540415995253973,-0.0022348168450912497,,-84.47809591194914,-90.77207977207978,-88.24216524216524,-89.8945868945869,112.52706552706553,-68.5954415954416
Wenham,0.0306762111498717,-0.02901956554054183,-0.03309145637639452,,,0.07339781561651665,0.05876460087552315,0.014993266740526385,,,,,,,,-0.06662177650429804,9.756525990273506,,,-0.003816957490194943,-0.05096563118624868,-0.003009177989406437,-0.0015002018068677107,-0.2089437568043878,-0.05803724262005355,-0.10013371501815832,0.14388404652430736,-0.050917151259775,-0.1499584905827057,-0.007525887298731258,-0.0020417293764679635,,-351.5883959119491,29.227920227920222,59.75783475783476,-3.8945868945868938,-6.472934472934469,-68.5954415954416
