index,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Billerica,0.016,-0.043,16564.97,0.17,0.0,201400,162500.0,-4.9,0.7484825127661624,0.02731477020907602,0.0,0.05152230465362752,0.0,0.016090182098468058,0.012573465651796898,0.029940263994604487,0.7040000000000001,0.669,0.15626010379991448,0.08453887643368645,0.07395351456336965,0.050514498993382485,0.01468988994248044,0.014581876045844553,0.05159463795974135,0.021386751533905343,0.02545527497385704,0.07535769521963617,0.12900459721545934,0.000252032425483733,0.05605921235402462,0.028299640918602025,0.02693146489454748,0.026787446365699626,0.02037862183197041,0.7115517479618626,0.27103772281332045,0.0118833770899544,0.005527152134862511,-0.0,0.8538153964736487,-0.09461412467482416,-0.008497996407351112,-0.010432499654552993,0.196,0.106,0.77,0.122,-0.054000000000000006,-0.1768688683156004,99453.0,25935.0,-0.27,0.919,0.05,0.035,0.006,0.003,0.006999999999999999,0.03,38383,-0.043,-0.3647,-0.029,0.196,0.7929999999999999,-0.011,-0.0,547.0,555.0,-0.024,0.763,916445216,-0.0126,3.27,0.06840627923900612,0.9748048944985066,0.19305909477005206,0.04038344861060551,-0.048174197899604976,0.12043549474901245,0.12043549474901245,0.8170000000000001,0.1233,0.048174197899604976,0.005,0.401,0.00058,-0.0018144329899999999,0.00036,-0.00038,0.00548,0.0031,0.0,0.0033,0.038604449160000005,0.02895333687,0.00144766684,-15.738,0.001,0.42,0.185,0.099,0.067,0.23,0.368,0.212,0.134,0.077,0.04,0.027000000000000003,0.141,5.008,5.001,0.17,0.301,0.156,-0.132,4.72163e-05,0.024087098949802488,-3.516716446671163,-12.356681761248677,-3.059061566624916,67.1,65.2,0.05550541516245487,0.2924187725631769,0.27112733836560554,0.3809484739087627,-0.0,0.5327276789038647,0.4672723210961353,-9.731187975720204,-39.74853068696407,-9.6950573272955,-4.1092590808363045,-1.510261104152616,-14.924366509297625,-38.27199152134117,-6.313228634743233,0.17850000000000002,-0.2669,-0.6459999999999999,-0.077,0.032,-0.106,-0.138,-0.059,2.398081535,-1.072552198,-4.817419789960497e-05,0.010140668657866845,-0.006142210232199634,-0.0005299161768956547,-0.00012043549474901242,-1.0116581558917044,-0.007455834999999998,-0.002523705,0.8301999999999999,-0.048174197899604976,-0.042548018480000005,0.002432796993930051,0.0011080065516909144,-104.2,-550.0854,-95.0,-96.0,-103.0,-124.0,-68.0
Blackstone,0.0,-0.04,,0.48,0.0,144900,112500.0,-5.7,0.7869209809264305,0.017438692098092644,0.0031607629427792914,0.0027247956403269754,0.0,0.004577656675749319,0.013732970027247956,0.013950953678474114,0.77,0.726,0.12640649747412194,0.06530501947891099,0.07341184948318959,0.0523941420646895,0.01801517778728579,0.016664039453239354,0.06275286929237882,0.024620742975957243,0.03257744649867513,0.07476298781723603,0.12790776228972908,0.004503794446821447,0.04353667965260732,0.03798199983486087,0.031076181683067982,0.02942479038590012,0.007206071114914316,0.7510180337405469,0.2443280977312391,0.002617801047120419,0.002036067481093659,-0.0,0.8123160762942779,-0.07760217983651226,-0.016288539848749273,-0.012798138452588714,0.214,0.213,0.6459999999999999,0.125,-0.055,-0.1689936009307737,80260.0,21835.0,-0.255,0.957,0.085,0.003,0.005,0.0,0.005,0.03,35249,-0.07,-0.3642,-0.009000000000000001,0.185,0.802,-0.012,-0.0,537.0,535.0,-0.022,0.648,168784535,-0.0129,2.12,0.03311258278145696,0.9739509536784742,0.22388722388722387,0.027528027528027528,,,,0.507,0.1616,0.0,0.0,0.406,0.00037000000000000016,-0.0029943164799999997,2e-05,-0.00055,0.0,0.0,0.0,0.0,0.022087244619999998,0.011043622309999999,0.0,-8.146,0.07200000000000001,0.325,0.232,0.141,0.111,0.191,0.45,0.101,0.138,0.081,0.073,0.065,0.093,4.9110000000000005,4.8889999999999985,0.203,0.762,0.565,-0.122,1.105076e-05,0.10899182561307902,-6.757493188010899,-13.841961852861035,-1.525885558583106,72.5,69.5,0.04185692541856925,0.316400304414003,0.3004185692541857,0.341324200913242,-0.0,0.4870854857523746,0.5129145142476254,-24.098092643051768,-120.59945504087193,-40.58855585831062,,,-59.79291553133515,-162.4959128065395,-11.455040871934605,0.2031,-0.2404,-0.642,-0.071,0.029,-0.09,-0.163,-0.061,0.0,,-0.0,0.010899182561307902,-0.019727520435967302,-0.0017438692098092645,-0.00043596730245231606,-0.21798365122615804,-0.008110488,-0.0027613840000000004,0.8286,-0.10899182561307902,-0.08051529791,0.012752043596730244,0.004686648501362398,,-364.6006,-85.0,-93.0,-64.0,-107.0,-0.0
Blandford,0.019,-0.071,,0.18,0.0,135200,195000.0,-7.9,0.8625893566322478,0.0,0.0,0.0,0.0,0.0,0.006354249404289118,0.0,0.6829999999999999,0.629,0.10102145316834846,0.06440117639482214,0.05682456740719601,0.06440117639482214,0.03662027677352631,0.02020429063366969,0.05808733557180036,0.04798519025496552,0.016415986139856623,0.06061287190100907,0.10354698949755717,0.0,0.05556179924259165,0.03283197227971325,0.09344484418072233,0.035357508608921964,0.021467058798274048,0.8465804066543438,0.1534195933456562,0.0,0.0,-0.0,0.9237490071485306,-0.03891977760127085,-0.0979667282809612,-0.05175600739371535,0.153,0.305,0.523,0.172,-0.188,-0.2402957486136784,62875.0,35313.0,-0.158,0.8759999999999999,0.062,0.0,0.013,0.0,0.009000000000000001,0.102,33957,-0.065,-0.35100000000000003,-0.0,,,,,,,,,1019535722,-0.0145,0.44,0.06944444444444445,0.9737887212073074,0.15973920130399347,0.016299918500407497,,,,0.221,0.13720000000000002,0.0,0.0,0.469,0.00031,-0.00055769231,9e-05,-0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.239,1.0,0.393,0.098,0.14300000000000002,0.087,0.278,0.197,0.218,0.282,0.077,0.0,0.042,0.183,,,,,,,,,,,,63.4,,0.09401709401709404,0.349002849002849,0.2706552706552707,0.2863247863247863,-0.0,0.5473965287049399,0.4526034712950601,,-561.3979348689436,-625.6552819698175,-0.0,,,,,,,,,,,-0.212,-0.138,0.0,,-0.0,0.006354249404289118,-0.17633042096902304,-0.014297061159650515,-0.0,-0.7942811755361399,-0.007412984,-0.0020013979999999997,0.8564,,-0.1602564103,0.01906274821286736,0.010325655281969815,,,-1.0,-111.0,-65.0,-112.0,-1.0
Bolton,0.012,-0.014,,0.16,0.0,345300,321400.0,-3.3,0.7096961486355718,0.004064253919101994,0.0,0.03270756725372557,0.0,0.0,0.011225082252757888,0.02612734662279853,0.7440000000000001,0.72,0.19998709760660605,0.13816312926047786,0.07875835967571987,0.046771176053157865,0.0029567984861191754,0.005913596972238351,0.015052792292970347,0.004569597660365998,0.011558394082102231,0.10993914371115844,0.06746876545599209,0.010751994494978821,0.021503988989957642,0.01827839064146399,0.006988796421736232,0.016665591467217168,0.0024191987613702342,0.8523131672597865,0.14768683274021352,0.0,0.0,-0.0,0.9415521579252952,-0.06599574221018,-0.012455516014234877,-0.0,0.279,0.109,0.636,0.256,-0.0,-0.1767497034400949,151618.0,16705.0,-0.267,0.82,0.038,0.032,0.004,0.008,0.0,0.135,54618,-0.011,-0.3636,-0.0,,,,,,,,,153925958195,,0.84,0.05559065066329753,0.981227017611767,0.2792756539235413,0.039235412474849095,-26.127346622798534,79.93032707567255,93.67137604025551,0.0,0.0984,0.19353590090961875,0.02,0.431,0.00073,-0.0005930710499999999,0.00016999999999999999,-0.00013000000000000002,0.007890000000000001,0.00395,0.002,0.0099,0.01992428771,0.03586371787,0.003984857539999999,-2.455,0.942,0.415,0.185,0.138,0.06,0.202,0.342,0.18600000000000005,0.175,0.059,0.0,0.061,0.177,,,,,,,,,-3.6771821172827566,-21.482485000967678,-2.5159667118250435,71.6,84.4,0.009642857142857142,0.11142857142857143,0.16714285714285715,0.7117857142857142,-0.0,0.5035152326749247,0.4964847673250754,-72.16953744919681,-243.3713953938456,-115.26998258176891,,,-98.2775304819044,-364.85388039481325,-51.7321463131411,0.17859999999999998,-0.1885,-0.4970000000000001,-0.064,0.035,-0.087,,-0.0,7.8125,-0.0,-0.00019353590090961874,0.010257402748209792,-0.005225469324559706,-0.005225469324559706,-0.0,-0.19353590090961875,-0.006692741999999999,-0.002847298,0.8255,-0.0,-0.045537340620000005,0.0005806077027288562,0.00019353590090961874,,-406.5041,-110.0,-133.0,-93.0,-57.0,-0.0
Boston,0.227,-0.205,21928.9,0.14,4.452280511770943,210100,202100.0,-7.3,0.4791812147546646,0.20233895549378536,0.003103927267352507,0.0853308518002929,0.00026544761858796946,0.056487554880541024,0.035642375695857355,0.1494093036373865,0.6890000000000001,0.638,0.1687533685959515,0.07199292690650846,0.12337423203269753,0.05512113603070395,0.02513393310796605,0.0201340959631816,0.05982547452626945,0.039951417374400514,0.035476385830628905,0.0732836650062968,0.09997546699294507,0.0008912239260443189,0.02491644610214091,0.009737271489062468,0.021186071154401027,0.02158322133895128,0.010439376279606666,0.6214626807836523,0.3473439476653408,0.020100368880328536,0.009455645084698115,-0.0016373575859802679,0.3461693344655076,-0.20501303860603806,-0.007518168590846753,-0.014310733239878585,0.163,0.51,0.398,0.083,-0.297,-0.09247841233298763,62021.0,20921.0,-0.31,0.448,0.058,0.336,0.146,0.021,0.015,0.033,39686,-0.19,-0.5425,-0.124,0.205,0.759,-0.033,-0.003,496.0,513.0,-0.054000000000000006,0.6609999999999999,4469763220,-0.0087,0.4,0.03976910286843674,0.9612340901104172,0.14991959553932718,0.14523730890436962,-0.007541125528067316,0.010557575739294242,0.015082251056134631,0.199,3.3129000000000004,0.924541989741053,0.094,0.311,0.00053,-0.00653398837,0.0017,-0.00182,0.16527,0.0145,0.0095,0.0099,0.1955928292,0.2747680560000001,0.03431864589,-127.919,0.0,0.388,0.159,0.099,0.079,0.275,0.39,0.156,0.114,0.078,0.05,0.038,0.172,4.9110000000000005,4.8889999999999985,0.203,0.762,0.565,-0.122,0.0006692730800000001,0.03921385274595004,,,,68.7,61.4,0.11175717500306373,0.19661346634716925,0.18210310310571315,0.5095262555440538,-0.16619856448664794,0.4865005431383522,0.5134994568616479,-0.5815716007245514,-2.364444498070226,-0.8441535916118554,-0.383692466868065,-0.3625773153894766,-1.46644727018797,-4.916361376768205,-0.3925909949911845,0.1814,-0.2137,-0.54,-0.065,0.024,-0.116,,-0.0,5.549436584,-9.10529448,-0.0,,-0.00016439653651186746,-2.111515147858848e-05,-5.882077911892506e-05,-1.2111047598076108,-0.007916072,-0.0031926690000000004,0.8581,-0.0693783548582193,-0.1147355353,3.0164502112269262e-06,0.0,-120.8,-905.3874,-93.0,-120.0,-107.0,-100.0,-118.0
Bourne,0.009000000000000001,-0.069,15782.86,0.4,2.2631416520934056,163600,164600.0,-4.1,0.7997119637897335,0.02005966464355519,0.0,0.00972122209649213,0.0,0.004834893529472278,0.0202654047937455,0.02360868223433803,0.637,0.598,0.148456312386486,0.042833860700156434,0.0999456749670317,0.05728383780382368,0.031394295493086546,0.025029424625995028,0.04205975478388856,0.048854684493351126,0.041715707709991716,0.1053644163809069,0.0893662274447039,0.0019782706749068234,0.04730647266081535,0.024427342246675563,0.018234494916532458,0.02193300096092348,0.008085106236575714,0.8002642325246216,0.1846024501561374,0.01249099207302426,0.0,-0.0026423252462166712,0.7599012447279087,-0.10965950005143504,-0.010088878212827288,-0.020057650732644733,0.189,0.14800000000000002,0.7190000000000001,0.132,-0.114,-0.2057410521258708,73000.0,32176.0,-0.263,0.925,0.07400000000000001,0.006,0.026,0.002,0.005,0.036000000000000004,39764,-0.048,-0.4384,-0.009000000000000001,0.266,0.7040000000000001,-0.03,-0.0,552.0,545.0,-0.015,0.733,1106645400,-0.016200000000000003,1.25,0.04352419184449609,0.9789116346054932,0.2,0.04346707818930042,,,,0.938,0.1137,0.15430511264273222,0.015,0.444,0.00055,-0.0024634905399999996,0.00011,-0.00063,0.011659999999999998,0.004050000000000001,0.0015,0.0046,0.02025419009,0.04962276571,0.00607625703,-4.8610000000000015,0.083,0.32,0.165,0.121,0.095,0.298,0.303,0.17,0.145,0.047,0.085,0.057,0.193,4.992,4.94,0.173,0.383,0.264,-0.133,2.058039e-05,0.05143503754757741,-10.955662997633988,-29.16366628947639,-2.5717518773788703,59.0,62.5,0.027246024511293425,0.2731692494682467,0.3309024612579763,0.3686822647624836,-0.0,0.5037050263369341,0.4962949736630658,-17.359325172307376,-90.84970682028595,-46.72873161197408,-10.328155539553544,-9.24287624729966,-43.29287110379591,-143.52947227651475,-19.133833967698795,0.182,-0.2315,-0.628,-0.063,0.043,-0.107,-0.156,-0.028,2.267573696,,-5.143503754757741e-05,0.007972430819874499,-0.04191955560127559,-0.010749922847443678,-0.0,-3.034667215307067,-0.007921546,-0.002517342,0.8284,-0.25717518773788706,-0.04325259516,0.1500360045262833,0.037393272297088775,-205.0,-552.8287,-85.0,-102.0,-86.0,-119.0,-68.0
Boxborough,0.011,-0.053,,0.08,0.0,336600,,-6.4,0.6294626758023801,0.008835196538045438,0.0,0.16101694915254236,0.0,0.00865488640461594,0.02019473494410386,0.02019473494410386,0.727,0.6809999999999999,0.19910898728191345,0.2351180594499191,0.09240563372524974,0.043952249852124516,0.010590903578825184,0.012709084294590221,0.02065226197870911,0.004501134021000703,0.04077497877847696,0.056926106736185374,0.05507269860989096,0.002912498484176925,0.005824996968353851,0.00688408732623637,0.03150793814700492,0.005824996968353851,0.0031772710736475552,0.8898601398601399,0.0944055944055944,0.015734265734265736,0.0,-0.0,0.7895780742877749,-0.15182113234763794,-0.004807692307692308,-0.0,0.207,0.026,0.879,0.091,-0.05,-0.15166083916083914,101077.0,18182.0,-0.19,0.835,0.037000000000000005,0.059,0.024,0.0,0.015,0.066,55857,-0.011,-0.4416,-0.009000000000000001,0.131,0.865,-0.004,-0.0,656.0,684.0,-0.002,0.9,1763654655,-0.0174,2.94,0.06066536203522505,0.9671835557158311,0.22990825688073396,0.05137614678899083,,,,0.506,0.1545,0.0,0.0,0.4370000000000001,0.00022999999999999998,-0.0026703755199999997,0.0006,-0.00014,0.0,0.0,0.0,0.0039,0.0196001568,0.01176009408,0.0,-4.855,0.001,0.413,0.203,0.09,0.058,0.237,0.535,0.187,0.049,0.0,0.101,0.043,0.085,5.132999999999999,5.127000000000002,0.16,0.271,0.062,-0.147,1.600147e-05,0.18031013342949875,-5.950234403173457,-8.294266137756942,-2.7046520014424806,65.5,58.0,0.020401757689893284,0.05963590709353421,0.1544256120527307,0.7655367231638418,-0.0,0.5131393048883865,0.4868606951116135,-51.35232600072124,-110.83663901911288,-46.447890371438895,,,-168.80634691669673,-236.4046159394157,,,-0.2002,-0.5379999999999999,-0.066,0.031,-0.113,-0.16899999999999998,-0.129,0.0,,-0.00018031013342949875,0.0046880634691669676,-0.03552109628561125,-0.002163721601153985,-0.0,-0.0,-0.006754243000000001,-0.0024640820000000003,0.807,-0.0,-0.02750275028,0.029751172015867293,0.004507753335737469,,-417.3291,-129.0,-108.0,-103.0,-94.0,-0.0
Boxford,0.0,-0.028,18574.94,0.09,0.0,392000,450000.0,-6.5,0.7484200291686923,0.0,0.0,0.02430724355858045,0.0,0.0,0.013125911521633449,0.014341273699562469,0.688,0.643,0.2130191562248847,0.07277051920725876,0.07409361955648164,0.06653304613235086,0.0111518458005929,0.027596092998077342,0.021547634258772718,0.003024229369652312,0.028352150340490424,0.11510973038239113,0.05972853005063316,0.0,0.027596092998077342,0.02570594964204465,0.010395788458179822,0.009639731115766744,0.01946847656713676,0.8474325821943111,0.14961211673439231,0.002955301071296639,0.0,-0.0,0.9866310160427808,-0.026494895478852698,-0.008127077946065755,-0.008127077946065755,0.239,0.085,0.862,0.052000000000000005,-0.063,-0.1887698559290728,155034.0,28088.0,-0.233,0.878,0.092,0.019,0.004,0.0,0.01,0.08900000000000001,64217,-0.006,-0.4097,-0.004,0.08900000000000001,0.911,-0.0,-0.0,,,,,712768100,-0.008100000000000001,0.2,0.0390104662226451,0.9821341759844434,0.2285714285714285,0.034837092731829576,,,,0.392,0.0874,0.12153621779290227,0.012,0.456,0.00045,-0.00019237883999999997,9e-05,-0.00022,0.00983,0.00123,0.0,0.0074,0.02467612585,0.020974706969999996,0.00123380629,-3.381,0.57,0.4370000000000001,0.181,0.108,0.026,0.248,0.312,0.267,0.11,0.107,0.058,0.0,0.146,5.081,5.073,0.183,0.219,0.04,-0.118,1.010005e-05,0.12153621779290227,-0.3646086533787069,-8.264462809917356,-0.0,65.0,66.9,0.018094365551992668,0.10421438387540084,0.2102611085661933,0.6674301420064132,-0.0,0.4864748819235724,0.5135251180764276,-38.16237238697132,-152.6130286825474,-54.290228488089454,,,-74.30724355858045,-130.76081672338358,-29.995138551288285,,-0.2153,-0.5529999999999999,-0.087,0.042,-0.103,-0.096,-0.039,0.0,,-0.0,0.007778317938745745,-0.012153621779290228,-0.002430724355858045,-0.0,-0.12153621779290227,-0.007128,-0.002242253,0.8367,-0.0,-0.0,0.00036460865337870687,0.00012153621779290227,,-306.2975,-115.0,-136.0,-37.0,-56.0,-0.0
Boylston,0.015,-0.041,13688.85,0.26,0.0,175700,,-2.9,0.7568523430592397,0.004199823165340406,0.0,0.036030061892130864,0.0,0.001989389920424403,0.004199823165340406,0.01237842617152962,0.716,0.695,0.16602102933038185,0.1017753436508088,0.09923096005953858,0.06583592542411694,0.013358013854168654,0.020355068730161758,0.040392089511414736,0.01812873308780032,0.01812873308780032,0.05629448695685362,0.08873537774554892,0.0,0.03689356207341818,0.027034075657246092,0.02321750027034076,0.018446781036709096,0.009223390518354548,0.7980151780502043,0.20198482194979567,0.0,0.0,-0.0,0.9029619805481874,-0.047745358090185666,-0.0,-0.0,0.232,0.179,0.693,0.117,-0.008,-0.18213660245183888,97074.0,48854.0,-0.273,0.89,0.068,0.009000000000000001,0.006,0.0,0.006,0.08800000000000001,46148,-0.018000000000000002,-0.4155,-0.015,0.065,0.903,-0.032,-0.0,570.0,592.0,-0.006,0.797,6647680921,,0.12,0.02722323049001815,0.9898320070733864,0.174839596700275,0.07768102658111824,-1.5473032714412025,4.199823165340407,5.3050397877984095,0.0,0.1094,0.0,0.0,0.447,0.00044,-0.00142193848,0.00021,-0.00039,0.00451,0.0,0.0,0.0068000000000000005,0.06819731757,0.01818595135,0.0,-2.712,0.445,0.318,0.249,0.12,0.08,0.232,0.444,0.187,0.07200000000000001,0.062,0.121,0.0,0.115,5.085,5.041,0.147,0.244,0.084,-0.131,4.92522e-06,0.2210433244916004,-0.4420866489832007,-4.641909814323609,-0.2210433244916004,68.3,94.6,0.018167137666532097,0.11909568025837708,0.2357690754945499,0.626968106580541,-0.14285714285714285,0.4977494373593399,0.5022505626406601,,-238.83731211317416,-72.236958443855,,,-92.0203359858532,-228.0282935455349,-41.13616268788681,0.2288,-0.2236,-0.611,-0.076,0.036000000000000004,-0.093,,-0.0,10.98901099,,-0.0015473032714412025,0.007294429708222813,-0.03514588859416445,-0.0008841732979664014,-0.0,-1.326259946949602,-0.007812585,-0.002262375,0.8404,-0.2210433244916004,-0.04604051565,0.0017683465959328027,0.0004420866489832007,-122.5,-493.7691,-134.0,-63.0,-106.0,-45.0,-0.0
Braintree,0.014,-0.05,15623.76,0.14,0.0,210400,185300.0,-6.0,0.6821675739256503,0.02866756024837924,0.001313018026643324,0.08337664469185108,0.0,0.004896463057690729,0.00891758076428591,0.01523648001750691,0.684,0.643,0.17603902910348868,0.06040971999201401,0.0865305425801102,0.05785719661206975,0.013017869237715694,0.01769749543428016,0.040500037628448816,0.016931738420296882,0.04147850492409412,0.06772695368118753,0.1077164866336475,0.0008082990703156803,0.04896590683859728,0.01842071039193104,0.024887102954456473,0.01965443002557075,0.010210093519777015,0.7352500535064564,0.25112363558536066,0.01070129128914889,0.0011414710708425484,-0.0017835485481914816,0.7953333150969718,-0.09921492463823617,-0.0011414710708425484,-0.009631162160234002,0.225,0.29100000000000004,0.605,0.1,-0.052000000000000005,-0.1450381679389313,88993.0,29896.0,-0.304,0.804,0.069,0.14,0.01,0.001,0.011,0.034,40501,-0.076,-0.4088,-0.039,0.139,0.841,-0.02,-0.0,570.0,583.0,-0.005,0.841,3819923720,-0.0149,0.68,0.07584300718629076,0.9874169105780016,0.20172686637607928,0.049390599405869116,,,,0.227,0.1043,0.3556090488825669,0.035,0.407,0.00055,-0.0029512602600000005,0.0005200000000000001,-0.0007000000000000001,0.025470000000000003,0.01111,0.0016,0.0035,0.08483156828999999,0.08401061762999999,0.01012505815,-25.996,0.0,0.388,0.195,0.129,0.073,0.214,0.354,0.206,0.11,0.08800000000000001,0.032,0.056,0.156,5.077,5.048,0.202,0.393,0.179,-0.139,5.91038e-05,0.02735454222173592,-7.549853653199112,-23.689033564023305,-2.844872391060536,62.8,81.3,0.0414060923945935,0.2327516643130926,0.2594815412547912,0.4663607020375226,-0.11356466876971608,0.4808107735441467,0.5191892264558533,-11.5600295429056,-40.457367945947425,-13.917991082419233,-3.919905900374757,-3.0007932817244303,-18.860956861886915,-52.38394835462428,-6.27513198566622,0.1893,-0.19,-0.58,-0.096,0.037000000000000005,-0.08900000000000001,-0.115,-0.034,5.8823529410000015,-1.3277333690000002,-0.0,0.010367371502037913,-0.0035560904888256696,-0.00021883633777388734,-0.00019148179555215144,-1.5865634488606832,-0.007916985999999999,-0.0027993179999999994,0.8537,-0.05470908444347184,-0.04482071713000002,0.00021883633777388734,0.0001641272533304155,-127.5,-730.8812,-108.0,-93.0,-128.0,-93.0,-178.0
Brewster,0.006,-0.048,20168.75,0.11,0.0,197900,170500.0,-2.5,0.8749605968267311,0.001681202059472523,0.0,0.006409582851738993,0.0,0.0,0.010402437742986236,0.013554691604497215,0.565,0.551,0.15274986951423444,0.05206081695054432,0.15332196640380086,0.07914006972335492,0.011441937791328422,0.012395432607272458,0.0406188791592159,0.03909328745370544,0.035470007153118106,0.0758981873491452,0.10087975152687892,0.0030511834110209125,0.07017721845348099,0.024790865214544915,0.015255917055104562,0.022502477656279232,0.0038139792637761406,0.866421004145555,0.12528788576692768,0.008291110087517274,0.0,-0.0,0.8767468740149207,-0.08752758222128823,-0.01704283740211884,-0.025333947489636112,0.162,0.07,0.792,0.134,-0.063,-0.19184707508060805,69479.0,16851.0,-0.327,0.833,0.069,0.014,0.021,0.003,0.009000000000000001,0.119,44211,-0.061,-0.4634,-0.0,0.593,0.373,-0.034,-0.0,,,,,2841022560,-0.0207,3.48,0.07567567567567568,0.9679520857413052,0.14586559306286775,0.026014245896562403,-0.5253756435851634,0.5253756435851634,0.8406010297362615,1.149,0.0638,0.21015025743406526,0.02,0.524,0.00035000000000000005,-0.0015630841100000002,5.9999999999999995e-05,-0.0005600000000000001,0.00912,0.0071,0.0,0.0071,0.0,0.06492189085,0.006086427270000001,-4.292,0.18,0.363,0.142,0.142,0.11,0.244,0.278,0.175,0.22,0.057,0.06,0.031,0.17800000000000002,5.038,5.03,0.197,0.363,0.226,-0.111,2.855607e-05,0.10507512871703267,-8.61616055479668,-17.442471367027427,-1.4710518020384575,56.2,0.0,0.02339669939419261,0.20597451430958846,0.24315855441821602,0.5274702318780029,-0.0,0.479093395857757,0.5209066041422431,-34.685299989492485,-91.11064411053906,-57.63370810129243,,-17.55805400861616,-66.22885363034571,-290.22801302931595,-19.638541557213408,0.258,-0.205,-0.5489999999999999,-0.095,0.058,-0.09,-0.131,-0.041,6.578947368,-1.317923763,-0.00010507512871703268,0.005253756435851634,-0.023221603446464224,-0.0039928548912472415,-0.0,-0.5253756435851634,-0.007557362,-0.0027214279999999997,0.8314,-0.21015025743406526,-0.07898894155,0.020174424713670275,0.005043606178417569,-188.1,-380.785,-130.0,-120.0,-72.0,-67.0,-57.0
