index,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
New Salem,0.022,-0.061,,0.01,0.0,127500,10000.0,-7.4,0.78900883218842,0.0,0.0,0.007850834151128557,0.0,0.003925417075564278,0.02551521099116781,0.003925417075564278,0.643,0.595,0.12205078302174648,0.05607738679377541,0.13689479717303998,0.04123337264248192,0.01649334905699277,0.01649334905699277,0.018142683962692047,0.06597339622797108,0.02968802830258698,0.06762273113367036,0.07751874056786602,0.008246674528496385,0.026389358491188432,0.03463603301968481,0.07257073585076819,0.03133736320828626,0.004948004717097831,0.8267898383371824,0.14318706697459585,0.006928406466512702,0.0,-0.02309468822170901,0.8822374877330716,-0.03042198233562316,-0.0,-0.0,0.195,0.222,0.7,0.079,-0.01,-0.14549653579676675,71908.0,26964.0,-0.263,0.906,0.1,0.01,0.006,0.0,0.008,0.07,36687,-0.062,-0.3829,-0.0,0.091,0.909,-0.0,-0.0,,,,,109695530,,0.0,0.0920245398773006,0.9764474975466144,0.13109756097560976,0.03455284552845528,,,,0.0,0.0776,0.0,0.0,0.419,0.00055,-0.0010526315800000001,5e-05,-0.00102,0.0,0.0,0.0,0.0098,0.0,0.01836547291,0.0,-0.221,1.0,0.466,0.114,0.182,0.053,0.18600000000000005,0.309,0.163,0.146,0.146,0.0,0.0,0.236,5.019,4.975,0.139,0.219,0.061,-0.125,1.6450599999999997e-06,0.9813542688910698,,,,58.8,100.0,0.061705989110707814,0.2631578947368421,0.2540834845735027,0.42105263157894735,-0.0,0.5261324041811847,0.4738675958188153,,-1262.9048086359178,-1105.593719332679,-0.0,,,-1597.7428851815505,,,,,,,,,-0.0,0.0,-0.0,-0.0,0.007850834151128557,-0.09911678115799803,-0.0,-0.0,-0.9813542688910698,-0.006582073000000001,-0.002447517,0.8553000000000001,-0.0,-0.5555555556,0.00490677134445535,0.0,,,-1.0,-1.0,-1.0,-1.0,-1.0
Newbury,0.0,-0.042,,0.1,0.0,273700,225000.0,-2.7,0.8194624119591778,0.007330746011211729,0.0,0.007618226246945524,0.0,0.005462124478942072,0.0,0.010924248957884145,0.66,0.642,0.1956835872518188,0.0526151521786927,0.14620295477738865,0.04500274718262652,0.005373462350164361,0.019031012490165443,0.02306110925278872,0.012985867346230535,0.015000915727542172,0.07075058761049742,0.13366487596033844,0.003806202498033089,0.032688562630166534,0.02395668631114944,0.02104606087147708,0.030897408513445083,0.008507982054426905,0.8024866785079929,0.1975133214920071,0.0,0.0,-0.0,0.8441857122322841,-0.09156245508121316,-0.0,-0.0,0.196,0.205,0.68,0.105,-0.011,-0.2198934280639432,89433.0,25458.0,-0.295,0.802,0.034,0.053,0.033,0.0,0.011,0.102,48269,-0.015,-0.4182,-0.006,,,,,,,,,1471202424,-0.0116,0.0,0.009444444444444445,0.994537875521058,0.19829612220916568,0.06609870740305522,-0.14374011786689667,0.5749604714675867,0.5749604714675867,0.147,0.1326,0.0,0.0,0.46,0.00038,-0.0015123346400000002,0.00018,-0.0001,0.004379999999999999,0.00292,0.0,0.0102,0.2943773918,0.041212834850000005,0.00588754784,-2.855,0.447,0.365,0.16399999999999998,0.073,0.107,0.29100000000000004,0.289,0.225,0.22,0.024,0.077,0.0,0.165,,,,,,,,,-6.03708495040966,-11.930429782952425,-2.0123616501365533,64.1,100.0,0.029689963215974776,0.1329479768786127,0.2325275880189175,0.604834471886495,-0.0,0.4270958443430217,0.5729041556569782,-45.65186143452639,-146.39931004743426,-95.98965071151358,,,-111.2692252407647,-198.72071295098462,-25.140146614920226,,-0.2046,-0.573,-0.075,0.042,-0.085,-0.108,-0.03,0.0,,-0.0,0.0057496047146758655,-0.02371711944803795,-0.0021561017680034496,-0.0,-0.4312203536006899,-0.0070934790000000015,-0.002872172,0.8419,-0.4312203536006899,-0.03360215053999998,0.003306022710938623,0.00028748023573379333,-95.4,-486.4092,-111.0,-107.0,-84.0,-68.0,-0.0
Newburyport,0.01,-0.07,16851.68,0.23,0.0,243000,118800.0,-6.1,0.7970841842523259,0.010437939641479464,0.0,0.017358747447243018,0.0,0.007431359201270706,0.005445881552076242,0.015713637395053326,0.682,0.64,0.2062592182890856,0.07729180848649875,0.14306075561606535,0.059652966870887225,0.014359257998638532,0.013738796233265259,0.032529923984570004,0.011168311776718856,0.026768493306103924,0.10822625936010892,0.07915319378261856,0.0,0.012143323122305424,0.012763784887678693,0.021361612207851145,0.012675147492625369,0.006559167233945996,0.8307321405912955,0.1686334221545489,0.0006344372541555643,0.0,-0.0,0.8249375992738824,-0.09365781710914453,-0.005963710189062302,-0.005963710189062302,0.199,0.479,0.441,0.073,-0.132,-0.13995685826671742,89887.0,31290.0,-0.284,0.768,0.03,0.035,0.059,0.003,0.014,0.12,54980,-0.049,-0.4614,-0.0,0.212,0.7709999999999999,-0.013,-0.004,584.0,585.0,-0.012,0.863,4132346602,-0.0094,3.79,0.1366294524189261,0.9876333106421602,0.1638301529998281,0.05174488567990373,-0.17018379850238258,0.4538234626730202,0.7374631268436578,1.0759999999999998,0.0723,0.9076469253460404,0.09,0.463,0.0005,-0.00259364505,0.00021,-0.00042,0.06023,0.01463,0.0034,0.0129,0.11889933189999999,0.2349677273,0.025478428259999998,-20.857,0.0,0.434,0.168,0.132,0.064,0.202,0.29,0.16699999999999998,0.094,0.122,0.03,0.044,0.252,5.039,5.012,0.171,0.238,0.08199999999999999,-0.118,4.863869000000001e-05,0.056727932834127526,-8.509189925119129,-23.712275924665303,-1.4749262536873156,63.6,85.9,0.018481717011128777,0.12897456279809222,0.2126391096979333,0.6399046104928457,-0.0,0.4617119233298882,0.5382880766701118,-17.89199001588382,-62.73542092126164,-31.937826185613797,-6.3762196505559325,-5.150896301338778,-62.48581801679147,-109.79124120717043,-14.397549353301564,0.2243,-0.2089,-0.528,-0.067,0.039,-0.092,-0.108,-0.039,2.178649237,-1.463469549,-5.6727932834127516e-05,0.007658270932607215,-0.008565917857953256,-0.00022691173133651007,-0.0,-0.28363966417063763,-0.007360649,-0.0028806509999999997,0.8726,-0.11345586566825505,-0.06297229219,0.0026094849103698663,0.0011345586566825505,-54.5,-718.5973,-103.0,-115.0,-108.0,-76.0,-0.0
Newton,0.019,-0.043,19395.94,0.34,0.0796214568451704,416600,446400.0,-3.7,0.6472314482005551,0.023647572683015605,0.0005346012102461442,0.1130397197324719,7.962145684517039e-05,0.012409572774011557,0.016151781245734558,0.042267619090950455,0.6579999999999999,0.633,0.21377938887090767,0.10966593345205933,0.16202813729923302,0.08111289916477074,0.005857954170960403,0.014555039504533518,0.026666269907071282,0.007960348766059689,0.025624057201808388,0.06578518472357679,0.06301793029925808,0.0002695377686024725,0.008948653917602089,0.00499543331143249,0.007600965074589725,0.0117698158956413,0.003989158975316594,0.8012729387438615,0.1897454122512277,0.007495476867407598,0.0008077022486430602,-0.0006784698888601706,0.6940374903316803,-0.1436939806178625,-0.00468467304212975,-0.0197402429568364,0.222,0.508,0.422,0.063,-0.039,-0.13049237529077282,133853.0,29972.0,-0.28800000000000003,0.708,0.067,0.119,0.059,0.011,0.008,0.095,68155,-0.042,-0.4888,-0.044,0.084,0.894,-0.021,-0.0,622.0,636.0,-0.003,0.8079999999999999,28104724500,-0.0066,1.4,0.06854767065846985,0.9818235588516312,0.17404876011000614,0.15250008703018206,-0.18199190136038948,0.26161335820555986,0.36398380272077896,1.058,0.1517,0.7165931116065335,0.07200000000000001,0.401,0.00057,-0.0029086025,0.00075,-0.00037000000000000016,0.10003,0.01699,0.0195,0.0486,0.08281097244999999,0.1484846742,0.01736730117,-47.728,0.0,0.448,0.156,0.114,0.07200000000000001,0.211,0.394,0.16699999999999998,0.098,0.079,0.066,0.035,0.16,5.103,5.107,0.187,0.335,0.087,-0.12,0.0002924108,0.011374493835024342,-3.1507347923017432,-10.703398698757905,-0.3867327903908277,63.4,63.5,0.01824169664128556,0.06782828046900546,0.10396132106320362,0.8099687018265054,-0.027027027027027032,0.4703072369092579,0.5296927630907421,-3.8150052322671635,-11.200464079348473,-4.1585149460849,-0.8098639610537332,-0.4390554620319396,-6.754174439237452,-12.016015287319716,-1.8608671914099824,0.2596,-0.1278,-0.445,-0.051,0.033,-0.083,-0.073,-0.012,3.319502075,-1.334473909,-2.274898767004868e-05,0.0090654715865144,-0.0018995404704490648,-0.0002616133582055599,-4.549797534009736e-05,-0.3867327903908277,-0.007198201,-0.00300764,0.868,-0.0796214568451704,-0.017239461680000002,0.0008417125437918013,0.00035260930888575463,-39.9,-650.3012,-114.0,-108.0,-82.0,-80.0,-79.0
Norfolk,0.005,-0.028,15472.55,0.15,0.0,273900,,-2.6,0.8569608155463524,0.08261654454709567,0.003822873526600828,0.013167675480513964,0.0,0.03642348943400234,0.014017202930869705,0.08909419135605819,0.527,0.513,0.3022198044637865,0.09211494040163357,0.15297290102653302,0.05133596678562949,0.013868991026762804,0.030635980178520823,0.028772981383881045,0.0033119978571373864,0.02401198446424605,0.1037069329016144,0.10888192955339156,0.0,0.027530982187454527,0.02897998124995213,0.010763993035696506,0.017387988749971276,0.011384992633909763,0.8168394596292805,0.18316054037071944,0.0,0.0,-0.0,0.9669746203674208,-0.12180099819475415,-0.019478479421929,-0.016965127238454288,0.223,0.065,0.7829999999999999,0.134,-0.023,-0.19038642789820925,139137.0,47019.0,-0.228,0.78,0.036000000000000004,0.112,0.012,0.0,0.008,0.08800000000000001,44513,-0.019,-0.3946,-0.002,0.443,0.534,-0.023,-0.0,,,,,1665413394,-0.0058,1.3,0.10714285714285714,0.9947966443665712,0.1977082415160864,0.05156456588805641,,,,0.607,0.1069,0.0,0.0,0.424,0.00057,-0.00049050633,0.00029,-0.00035000000000000005,0.01115,0.00429,0.0,0.0051,0.017347558330000002,0.021684447909999998,0.0008673779199999999,-7.535,0.002,0.446,0.16399999999999998,0.123,0.07400000000000001,0.193,0.259,0.268,0.085,0.075,0.065,0.025,0.223,5.073,5.0939999999999985,0.182,0.246,0.051,-0.127,1.9678610000000002e-05,0.10619093129446744,-1.1681002442391422,-8.495274503557397,-0.4247637251778698,59.9,12.4,0.09514199221565517,0.19186968430157128,0.19143722070059105,0.5215511027821825,-0.0,0.6409078627398,0.35909213726019995,-29.09631517468409,-174.34427099925662,-65.07380269724965,-9.673993840925984,,-71.19040033981098,-126.32473186789848,-23.22395667410003,0.1944,-0.2566,-0.632,-0.07,0.029,-0.085,-0.102,-0.011,3.968253968,-0.51457976,-0.00010619093129446746,0.009769565679091005,-0.00626526494637358,-0.0015928639694170119,-0.0,-0.4247637251778698,-0.007543168,-0.002041856,0.8337,-0.10619093129446744,-0.0,0.0025485823510672193,0.0004247637251778698,-51.1,-485.4369,-126.0,-96.0,-89.0,-88.0,-0.0
North Adams,0.078,-0.17800000000000002,16672.71,0.31,0.0,86800,85500.0,-10.1,0.818209593644974,0.01504735716468072,0.001374885426214482,0.006186984417965171,0.0016040329972502293,0.009089520317751298,0.02092881148793156,0.025588145432325085,0.583,0.523,0.08412300886971975,0.021030752217429945,0.14809154686440248,0.04366802022924688,0.02643448716218624,0.0176716737382571,0.08310068063692802,0.051116411639586655,0.047611286270015,0.08616766533530322,0.11581518408626347,0.00146046890398819,0.06586714756986738,0.029355424970162625,0.02643448716218624,0.017963767519054742,0.005987922506351579,0.8095564308957013,0.1856482274362048,0.0020551464291830787,0.0027401952389107718,-0.0,0.5475863122517568,-0.14191872899480598,-0.06490837472169893,-0.06610721013872238,0.161,0.449,0.522,0.029,-0.254,-0.07090255180681622,38774.0,20615.0,-0.314,0.812,0.054000000000000006,0.019,0.119,0.003,0.017,0.03,24342,-0.232,-0.476,-0.015,0.063,0.8420000000000001,-0.076,-0.019,513.0,493.0,-0.025,0.534,725442800,-0.0099,2.51,0.03317674691720493,0.9637183012526734,0.2156327930174564,0.04979738154613466,-0.3819126183929117,0.22914757103574696,0.3055300947143293,0.737,0.179,0.3055300947143293,0.03,0.406,0.00063,-0.00459496026,0.00011999999999999999,-0.0022500000000000003,0.02229,0.006690000000000001,0.0015,0.0015,0.08847600087999999,0.06561970066000003,0.0029492000300000002,-6.739,0.999,0.49,0.213,0.084,0.042,0.171,0.293,0.217,0.111,0.123,0.076,0.025,0.154,4.925,4.885,0.246,0.6509999999999999,0.574,-0.109,1.291086e-05,0.07638252367858234,-34.066605560647716,-55.98838985640085,-4.8120989917506884,52.1,45.7,0.12542530157748222,0.3267862666254253,0.275904732446644,0.2718836993504485,-0.0,0.4911009407576914,0.5088990592423087,-27.406049495875344,-117.82004277421323,-72.38007943782462,-25.81729300336083,-20.692025664527954,-195.14207149404217,-240.4445462878093,-15.704246868316526,0.16829999999999998,-0.24170000000000005,-0.5720000000000001,-0.112,0.043,-0.112,-0.293,-0.37,2.444987775,-0.5943978010000001,-0.0,0.010846318362358692,-0.01856095325389551,-0.0003819126183929117,-0.0,-1.756798044607394,-0.008261233,-0.002741685,0.7643000000000001,-0.0,-0.1819075713,0.0015276504735716467,0.002062328139321723,-91.3,-2544.366,-86.0,-105.0,-142.0,-138.0,-52.0
North Andover,0.008,-0.051,13136.37,0.18,0.0,282300,263900.0,-4.2,0.7098383155357679,0.021993104140862987,0.0002678003548354701,0.048605764402637835,0.0,0.010009038261975698,0.011448465169216349,0.042747631640611926,0.688,0.6579999999999999,0.18385837431143406,0.08679092046909426,0.11543294170244715,0.07366544715079043,0.015567421842639416,0.02426686346058497,0.031694456888772406,0.011344885852642449,0.018416361787697608,0.0780914788511487,0.0919800610833074,0.0009157306966258481,0.015007808639145841,0.0110396422871005,0.022740645632875225,0.010123911590474651,0.01093789443191985,0.7960668103448276,0.1927083333333333,0.008620689655172414,0.0005387931034482759,-0.002065373563218391,0.7670136912931409,-0.12586616677267098,-0.004489942528735632,-0.016522988505747127,0.238,0.155,0.718,0.125,-0.052000000000000005,-0.1669360632183908,105661.0,16671.0,-0.271,0.878,0.063,0.036000000000000004,0.016,0.0,0.006,0.064,51658,-0.051,-0.4534,-0.013,0.132,0.857,-0.011,-0.0,578.0,568.0,-0.001,0.8540000000000001,4742416765,-0.0086,3.04,0.08624416884742292,0.9786763967462256,0.19080388934538484,0.11010682004930156,-0.26780035483547016,0.13390017741773508,0.2343253104810364,1.07,0.1212,0.4017005322532052,0.041,0.41,0.00047000000000000004,-0.00267798165,0.00039,-0.00042,0.03519,0.01025,0.0017,0.0058,0.05524289611,0.05765977281,0.01277491973,-10.776,0.044,0.4,0.185,0.115,0.073,0.226,0.359,0.188,0.139,0.08,0.083,0.032,0.118,5.057,5.06,0.153,0.28300000000000003,0.146,-0.157,3.9665720000000003e-05,0.03347504435443377,-2.7449536370635688,-7.967060556355237,-1.9750276169115923,65.4,69.1,0.018968470468819387,0.11983759436655456,0.19818562456385205,0.6630083106007739,-0.0,0.4991997256202126,0.5008002743797874,-11.81669065711512,-47.92287349780738,-16.134971378837076,-1.573327084658387,-2.0453252100559034,-12.469454022026579,-41.572657583771296,-7.699260201519767,0.2551,-0.2013,-0.524,-0.073,0.033,-0.08900000000000001,-0.107,-0.04,9.650180941,-0.78576065,-0.0,0.008837411709570515,-0.005992032939443646,-0.0005356007096709403,-0.00030127539918990394,-0.5021256653165065,-0.007914599,-0.00252222,0.8515999999999999,-0.0,-0.015124016940000004,0.0025441033709369663,0.0011381515080507482,-78.9,-574.8609,-96.0,-111.0,-114.0,-85.0,-120.0
North Attleborough,0.021,-0.073,12914.39,0.25,0.0,174400,275000.0,-5.4,0.7361722786697645,0.009917813919617158,0.0,0.031105870929708363,0.0,0.00596455942018934,0.014807365537330513,0.032146201061136734,0.735,0.6920000000000001,0.14707942850396316,0.047005282431590266,0.09185573848305434,0.05026257812247872,0.015133896902281731,0.017940182420585628,0.0497113434670976,0.02400376362977797,0.02615859000990418,0.0795281270990765,0.09556404434652736,0.0,0.051164598467647836,0.025908028802912764,0.03382576294384161,0.029616334666385767,0.013680641901731495,0.6914913423943401,0.28989015080990505,0.017594488921988456,0.0,-0.001024017873766524,0.7669660505600444,-0.10687658216874156,-0.010147086203686465,-0.013219139824986036,0.241,0.21600000000000005,0.679,0.102,-0.08800000000000001,-0.1342394339973934,87093.0,35467.0,-0.261,0.8859999999999999,0.067,0.044,0.015,0.0,0.011,0.044,39996,-0.077,-0.4209,-0.011,0.16,0.816,-0.024,-0.0,569.0,573.0,-0.004,0.863,3781157820,-0.014,0.76,0.08228957915831664,0.9786385546346708,0.21195289154508692,0.06872912638425031,-0.27742136838089954,0.312099039428512,0.4854873946665742,0.66,0.1157,0.10403301314283732,0.01,0.383,0.00075,-0.0028541408,0.0002,-0.0006799999999999999,0.00762,0.00312,0.0,0.0014000000000000002,0.07644462976,0.02884047396,0.00277980472,-15.216,0.0,0.456,0.17600000000000002,0.11,0.065,0.192,0.386,0.195,0.198,0.035,0.023,0.048,0.116,5.059,5.034,0.16,0.314,0.166,-0.147,1.910203e-05,0.034677671047612435,-5.825848735998889,-21.43080070742449,-0.5548427367617991,69.2,71.2,0.04394393781749189,0.2281657384172838,0.3091376461227737,0.41875267764245055,-0.03194888178913738,0.4886680808306352,0.5113319191693647,-10.7639490931789,-37.6530152234976,-19.311995006415373,-3.1522002982279718,-2.3164684259805117,-21.281686721919762,-72.89940007629087,-6.3806914727606925,0.1766,-0.2395,-0.613,-0.063,0.03,-0.094,-0.152,-0.073,0.0,-0.0,-0.0,0.009120227485522072,-0.004265353538856332,-0.0007282310919998613,-0.0003120990394285121,-1.0750078024759857,-0.0077763749999999986,-0.0024518760000000004,0.8219,-0.10403301314283732,-0.08178603006,0.005791171064951278,0.0011443631445712105,-78.3,-363.2737,-92.0,-106.0,-105.0,-102.0,-48.0
North Brookfield,0.015,-0.063,13681.04,0.39,0.0,125700,137500.0,-5.0,0.8023109243697479,0.008613445378151261,0.0,0.006512605042016807,0.0,0.0023109243697478988,0.002521008403361345,0.01407563025210084,0.6779999999999999,0.644,0.09199331906675713,0.03751500600240097,0.07633488177879848,0.057414270055848426,0.05610940028185187,0.028707135027924213,0.032621744349913884,0.01076517563547158,0.01794195939245263,0.08873114463176575,0.08775249230126833,0.0,0.05839292238634584,0.04501800720288116,0.0756824468918002,0.04567044208987943,0.011417610522469855,0.7101210121012101,0.2788778877887789,0.006600660066006601,0.0,-0.0044004400440044,0.7518907563025209,-0.047268907563025216,-0.04400440044004402,-0.04895489548954896,0.204,0.384,0.486,0.129,-0.04,-0.12431243124312433,73133.0,33333.0,-0.282,0.914,0.049,0.016,0.033,0.004,0.0,0.033,31764,-0.113,-0.3677,-0.0,0.07400000000000001,0.833,-0.093,-0.0,533.0,533.0,-0.023,0.5329999999999999,392708706,-0.011,0.42,0.06871035940803383,0.9798319327731092,0.19259919750334373,0.01827909050378957,-0.21008403361344533,0.4201680672268908,0.6302521008403361,0.0,0.1454,0.0,0.0,0.421,0.0005600000000000001,-0.0029989035100000004,4e-05,-0.0010400000000000001,0.0,0.0,0.0,0.0042,0.04241781548,0.014846235419999998,0.00424178155,-2.2,1.0,0.388,0.245,0.121,0.07200000000000001,0.175,0.498,0.146,0.158,0.021,0.085,0.027000000000000003,0.064,4.909,4.895,0.227,0.433,0.319,-0.125,4.28595e-06,0.21008403361344533,,,,64.6,67.2,0.04337985665786497,0.4164466239155036,0.2806488117691437,0.2595247076574877,-0.0,0.483,0.517,-67.56302521008404,-240.88235294117646,-132.14285714285714,,,-162.33193277310926,-338.8445378151261,-48.235294117647065,0.1772,,,,,,-0.194,-0.075,0.0,,-0.0004201680672268909,0.00819327731092437,-0.017857142857142856,-0.009033613445378152,-0.002941176470588236,-0.4201680672268908,-0.0073639640000000015,-0.002546194,0.8029000000000001,-0.21008403361344533,-0.17482517479999998,0.002941176470588236,0.0012605042016806726,-79.9,-644.2228,-76.0,-89.0,-83.0,-71.0,-147.0
North Reading,0.002,-0.034,15865.63,0.29,0.0,263200,212500.0,-3.4,0.7581488414122507,0.009875427612470148,0.0019363583553863035,0.0389208029432647,0.0,0.005292712838055896,0.0035499903182082226,0.009036338991802749,0.708,0.684,0.20722431522555174,0.08228579365969085,0.08757020242682696,0.06426218518606591,0.00726606205481215,0.015192675205516315,0.034631750313195576,0.0230249239139502,0.021609457279895883,0.08794766019590812,0.10134741099828896,0.0,0.032367003698708666,0.026610772720221127,0.008870257573407042,0.009719537553839629,0.007454790939352727,0.7681667281445961,0.22390261895979344,0.007930652895610476,0.0,-0.0,0.8938230168463177,-0.0803588717485316,-0.009774990778310587,-0.0044264109184802645,0.218,0.084,0.7979999999999999,0.108,-0.024,-0.13187015861305793,124750.0,41382.0,-0.293,0.882,0.041,0.042,0.011,0.0,0.011,0.054000000000000006,52597,-0.018000000000000002,-0.4041,-0.006999999999999999,0.058,0.925,-0.017,-0.0,575.0,574.0,-0.002,0.894,2999152031,-0.0126,0.98,0.05370177267987487,0.996320919124766,0.21228198156376413,0.042111545858478684,-0.19363583553863034,0.2581811140515071,0.2581811140515071,0.393,0.0788,0.0,0.0,0.424,0.0005099999999999999,-0.0013392691500000002,0.00016,-0.00038,0.007140000000000001,0.00455,0.0,0.0039,0.07213587776000002,0.015738736969999997,0.00196734212,-11.333,0.0,0.425,0.235,0.123,0.086,0.132,0.436,0.151,0.161,0.084,0.028,0.01,0.129,5.099,5.084,0.194,0.252,0.078,-0.12,2.162192e-05,0.06454527851287678,-2.6463564190279483,-7.487252307493707,-1.3554508487704124,67.5,76.4,0.012342883025704902,0.1884271316951648,0.2212659947910769,0.5779639904880535,-0.1453287197231834,0.4957102001906578,0.5042897998093422,-27.696379009875432,-84.85767766087909,-29.038920802943267,-4.059898018459951,,-39.40489253211128,-86.83276318337313,-10.753243400245273,0.1991,-0.2254,-0.586,-0.063,0.033,-0.097,-0.107,-0.04,4.576659039,,-0.0,0.010585425676111792,-0.0072290711934422,-0.0002581811140515072,-0.0004518169495901375,-1.2263602917446588,-0.007431506,-0.0023341489999999998,0.8417,-0.19363583553863034,-0.0248015873,0.0008390886206673982,0.000580907506615891,-91.6,-473.7976,-119.0,-91.0,-88.0,-75.0,-135.0
Northampton,0.038,-0.15,15187.77,0.24,0.6133862529316255,147100,143800.0,-5.8,0.7754284683384449,0.02363341151001264,0.0006494677972217211,0.0444163810211077,0.0,0.012628540501533466,0.023020025257081,0.07346202417463467,0.653,0.616,0.11995941997746075,0.06009685785980212,0.2368144213715204,0.0810663267816434,0.015287797174861943,0.008083203103949993,0.05810534405158256,0.02278526092345324,0.04024029371314235,0.0603311536019456,0.09535836705239556,0.004041601551974997,0.02641684492667715,0.008844664265916295,0.02793976725060976,0.007556037684127167,0.006384558973409778,0.7732772225144661,0.22111169559880764,0.0028055409433631424,0.0028055409433631424,-0.0,0.5351614649106982,-0.19465993144506585,-0.005172716114325794,-0.006224793968086972,0.16899999999999998,0.45,0.484,0.062,-0.157,-0.1019638786603542,62838.0,18377.0,-0.312,0.7,0.047,0.023,0.126,0.037000000000000005,0.002,0.113,36045,-0.14300000000000002,-0.4974,-0.024,0.221,0.732,-0.043,-0.004,608.0,594.0,-0.01,0.8009999999999999,3388918235,-0.0113,4.99,0.06088190093391654,0.9786397257802634,0.18710321706255795,0.11459447892146372,-0.2886523543207649,0.5412231643514342,0.7937939743821035,1.117,0.2319,0.8659570629622948,0.084,0.382,0.00036,-0.00441217881,0.00044,-0.0009599999999999999,0.08285999999999999,0.017830000000000002,0.0115,0.0455,0.1501553934,0.193805217,0.01990431959,-8.388,0.092,0.4270000000000001,0.159,0.111,0.065,0.238,0.302,0.22,0.085,0.11,0.045,0.027000000000000003,0.211,5.019,4.975,0.215,0.394,0.265,-0.113,9.448093000000001e-05,0.07216308858019123,-18.076853689337906,-33.15893920259787,-3.3555836189788923,63.3,56.9,0.0365778053316801,0.15464627677894882,0.20369222291106973,0.6050836949783013,-0.05398110661268556,0.4512832159890983,0.5487167840109016,-10.705394190871367,-36.720187624030316,-17.055745985928198,-3.7849539960310303,-3.972578026339527,-70.01623669493054,-125.0947140537615,-6.043658668591018,0.2198,-0.2136,-0.546,-0.069,0.032,-0.116,-0.128,-0.07,1.718213058,-1.887979862,-3.6081544290095615e-05,0.006602922605087497,-0.007685368933790366,-0.0009381201515424859,-0.0003247338986108605,-1.1906909615731551,-0.00732159,-0.0031595029999999997,0.8405,-0.14432617716038246,-0.02349072117,0.004149377593360996,0.001335017138733538,-48.2,-1770.649,-121.0,-66.0,-97.0,-92.0,-69.0
