index,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%
Bourne,-0.408016754,-0.09864964863,-0.2588783654,1.2168031670000001,2.8008732999999997,-0.38771764229999994,-0.2476738355,-0.5501908758,0.4108765257,-0.026368507319999998,-0.1543143814,-0.4655504041,-0.18597369719999998,-0.3083886425,0.5040639827000001,-0.1915711351,-0.5527894347,-0.6173572569,-0.0560320578,-0.486838583,-0.2766759813,-0.08895221707,1.02336846,0.809147134,0.1030379328,1.277014112,0.8799045842000001,1.091544386,-0.2622934632,-0.300670406,0.08159076014,0.1372321257,-0.737084324,-0.1350629888,-0.4383641115,0.42831476539999996,-0.5294917942,0.5338283293,-0.603775346,0.2889011116,-0.2334465845,0.2680524108,-0.20883811370000002,-0.061990843,-0.2610681657,-0.7625343385,0.7142177514,0.4626860448,0.2969285015,1.050681591,-0.45689761409999996,0.4202742826,-0.5622741864,0.7377247411,0.1807744655,-0.5959554372,-0.051438374759999995,-0.19602471629999998,-0.45885687020000004,-0.7737945319,-0.19246642809999998,-0.4974377175,0.2710309615,-0.34176602840000003,0.8438320046,-0.8371542909,0.08278481882000001,-0.3685583675,-0.2506751987,-0.3758321392,0.1599708906,-0.2773080244,-0.2421401204,0.2796691384,-0.1611546299,-0.8106487576000001,0.23068907730000002,0.2381400077,-0.1906307115,,,,1.109721971,-0.05185848597,0.009638228277,0.0331286145,0.1640225386,0.47047001039999997,0.1062807616,-0.49356587539999996,-0.1783034101,-0.23635306920000002,-0.1956001628,-0.1149670033,-0.22916751149999998,-0.6049328103,-0.0008682766573,0.18013115440000002,-0.34138562640000003,-0.7465990726,-1.182019188,0.013688301659999999,0.1478833381,0.535490801,0.8456899745,-0.571785533,-0.3988554421,0.3771635077,-0.9989683275,0.7465249475,0.6704643404,0.8120329307999999,-0.47726423149999997,-0.7768518704,-0.14719266820000002,-0.05962376827,0.1450336712,0.42201727200000005,-0.2565176934,-0.4221330491,0.4731847411,0.8505026445999999,0.1540717012,-0.7576871051999999,-0.062490601570000005,-0.5518114085,0.3865204539,0.9954206037000001,-0.475253993,-0.5132799049,0.3155022684,-0.3155022684
Boxborough,-0.3421410039,-0.43502877840000004,,-0.5863452148,-0.3112402768,1.298964097,,0.6286018366,-1.3953333330000002,-0.35734012049999997,-0.1543143814,3.63618416,-0.18597369719999998,-0.145891675,0.4993299911,-0.2501651857,1.020561159,0.8387202176999999,0.9776066545000001,4.986539663,-0.4624391664,-0.8009634889,-0.6324615889,-0.4755913664,-1.0298594490000001,-1.304499622,0.8089823432,-1.117847031,-1.589233864,-0.16886028179999998,-1.498469192,-1.120438111,-0.1866515837,-1.3373686870000001,-0.9194887132999999,1.741510031,-1.996280001,0.8951340912000001,-0.603775346,-0.3918414363,-0.01878029392,1.1136337090000001,-0.3244696694,-0.43901212920000005,0.1286834106,-1.675784106,2.0908812919999997,-0.36097982240000004,-0.48999544359999997,-0.2111628806,0.5340529956,-0.8666703129000001,-1.789183411,-0.1840664373,-1.17237711,0.287787807,-0.1007686194,-0.4023355871,0.7421778908,0.040603910970000004,1.082144323,-1.104658663,0.3394696153,-0.34176602840000003,-0.18469538929999998,0.382251326,-0.8055094276000001,-0.3685583675,2.625304201,2.9537589339999997,-0.8208113383,1.2028717709999999,-0.1692172644,0.4489354258,0.9075464869,-0.2208261612,-0.5749918274,0.8791395699,0.02987159631,,,,0.11973331460000002,0.17715810640000001,-0.5015598828,-0.5544566089,0.03257981932,-1.507194345,0.2567555878,0.45047766229999997,-1.012536367,-0.7190223864,-0.880128502,-0.3382430168,-0.2980523385,-0.6175886401,-0.6749757559,-0.8354136854,-0.3416335329,-0.9407933211,0.1014406249,0.8872508258,-0.6981306481999999,-0.6977808842000001,0.020578648730000003,2.1885677709999998,-0.11005912820000001,-1.5693675930000002,-2.316102319,1.214801961,0.1657673783,-1.16006934,1.497905654,1.6500080869999998,-0.5074759772,-0.7762464839,-1.098307483,1.150136203,-0.338206661,0.05538872458,-0.2773407847,-1.019949215,0.1920376375,0.4036586325,-0.2583337405,-0.711932165,-1.863579294,-1.556302311,1.8265981690000002,-0.5132799049,0.5944955777,-0.5944955777
Boxford,-0.7044576293000001,-0.9606211686,0.5923284583,-0.5299968279,-0.3112402768,1.839092238,1.561211299,0.6798536937,-0.1332902023,-0.6178601935,-0.1543143814,-0.07011300781,-0.18597369719999998,-0.5140580147,0.02580766969,-0.3506289525,0.33877590189999995,0.1720823377,1.2614631170000001,0.36530972920000004,-0.9135902901,0.4050279907,-0.5878138224,1.076793773,-0.9824758098,-1.390460038,-0.1275837628,1.536052323,-1.409082942,-0.5797844515999999,-0.6691921141,0.2288950738,-1.062145471,-1.052635917,0.6775697649,1.1196549759999999,-1.098507288,-0.5284625728,-0.603775346,-0.3918414363,1.406595148,-1.3998724409999999,-0.25179172699999997,-0.2862484072,0.8215751018999999,-1.23413053,1.944610791,-1.144466867,-0.33015151719999997,0.654695538,2.438413221,0.04432533975,-1.0664834570000001,0.2563449035,0.8390644209999999,-0.3791882264,-0.5940710658,-0.4023355871,0.1416605103,0.6649760505,1.7442797780000001,-1.186715547,-0.3427782148,-0.4881299571,-0.5046816896,0.7306529307999999,-0.9421700809,-0.3685583675,,,,,-0.2858574004,-0.8628783017,-0.8251405309000001,-0.9659647212000001,0.4520671971,0.8504884063,-0.43123195119999996,,,,-0.1415136918,-0.1994843776,-0.09892199285,-0.08438843017999999,0.3893529146,-0.1475501006,-1.545579795,-0.5320982646,-0.8763350681000001,-0.31210648690000004,-0.6722347101,-0.3382430168,0.04637179643,-0.5193664218999999,-0.5109186728,-0.6292035786,-0.4025358776,0.40672530590000006,0.4326560604,0.3815041013,-0.2068967207,-1.764394234,0.1693692157,-0.4647028618,1.248982349,-0.3325092894,0.6824793209000001,-0.0436925134,-1.384373291,-0.04619676101,0.7694742066,0.9492036076,0.1299483388,-1.108964173,-1.233720877,-0.3581101544,-0.4434893274,-0.1623866668,-1.1148624120000001,-1.022620384,-0.5806075823,0.314324345,0.1290004676,-0.7659133122,-1.3938352330000001,-0.7489628975,1.257556191,-0.5132799049,-0.19403271989999998,0.19403271989999998
Boylston,-0.2103895038,-0.6873131256999999,-0.8972682398999999,0.42792574990000004,-0.3112402768,-0.2697474166,,-1.1652131609999998,-0.043830042689999994,-0.49402160850000004,-0.1543143814,0.2477009191,-0.18597369719999998,-0.4294322471,-0.5721280583,-0.3843175767,0.8282627534,1.084323647,0.3024005707,1.190933343,-0.2942843356,0.3677962817,-0.4122155656,0.32171538920000003,0.01478408456,-0.5113312334000001,-0.8983346538,-1.146656776,-0.2867033149,-0.5797844515999999,-0.3150446712,0.3241079957,-0.5304454554,-0.3952753704,-0.3267758951,0.3953506739,-0.24681832690000002,-0.8576877375,-0.603775346,-0.3918414363,0.8013781573000001,-0.9736794123,-0.4297340837,-0.43901212920000005,0.6700050444,-0.5304790696,0.4905099261,0.1613448738,-1.006414283,0.4999229553,0.3927709751,1.9540503269999998,-0.3942044296,0.3792503939,-0.03865551971,-0.5459322347,-0.5447408212,-0.4023355871,-0.33875339409999994,0.6378294357000001,0.3131642832,-0.9897790245,-0.2187331548,-0.16612931390000002,-0.6875310041,0.6700613473,0.15111514550000002,-0.3685583675,0.2470904666,0.7500008137,-0.519032191,0.2899465079,0.3728712088,,-0.8757299328,-1.3715600159999999,0.9808831758,-0.30110263579999996,0.7632432479000001,0.5429868904999999,0.5364094343,0.5752845452,-1.0398367309999998,-0.07599503860000001,-0.5015598828,-0.5544566089,0.2203551326,-0.2093521117,-0.651277207,-0.3009039289,-0.5869073074,-0.5323295373,-0.880128502,-0.3382430168,-0.01267234098,0.322787647,-0.5605697127,-0.8354136854,-0.4301774438,0.11069748800000001,-1.209620474,1.94472125,0.12059256439999999,0.035515793510000004,-0.04705342715,1.105842983,-0.11005912820000001,-1.103011183,-0.5786064154,1.8001482290000002,-1.384373291,-0.6122631535,0.8255073948999999,0.533912064,-0.8677592863,-0.9490037456999999,-0.9628940904000001,0.3180002818,-0.535809464,0.20631769579999998,-1.103245182,-1.347297229,-0.5174615406,0.9039306426,1.3345237890000001,-0.7642108178,-1.237024119,-0.38013682200000004,1.0228665670000001,2.125375925,0.1393818084,-0.1393818084
Braintree,-0.2433273788,-0.49809986520000005,-0.30738235010000003,-0.24825489329999997,-0.3112402768,0.06856389186,-0.11647578970000001,0.4235944084,-0.8361761834999999,0.22744922969999998,-0.044471912249999995,1.53130039,-0.18597369719999998,-0.3057695639,-0.2560975966,-0.3352644023,0.2688492088,0.1720823377,0.5068318747999999,0.01345903132,-0.6071831551,-0.058330363479999994,-0.43928911579999996,0.04458938142,0.02049676377,-0.5810000229,0.862021693,-0.6251936188,0.44774429340000005,-0.4657416028,0.1447998298,-0.2933813574,-0.4612091642,-0.305136129,-0.23004748579999998,-0.5245893863000001,0.5522808404,0.3344528609,-0.3362527607,0.06765437512,0.02285003568,0.05857907788,-0.4047415767,-0.2579763143,0.518434987,0.30791415969999997,-0.2666550213,-0.18017511989999999,-0.46540407030000003,-0.3656885493,0.1075598814,0.21059630079999997,0.1268118165,-0.5015722875999999,-0.00208385551,1.638414275,-0.44608033189999996,-0.2991801517,0.2617639864,-0.8280877614,-0.1340939604,-0.037919164289999994,-0.3620265862,0.5364175438000001,-0.1237456178,0.20047657559999998,-0.25886681440000003,-0.3685583675,0.2470904666,0.5344157801,-0.5944769778,0.6799339989000001,0.05901241685,0.09629732697999999,-0.521604119,0.30143211940000003,0.8149738954000001,0.2751505428,-0.025484830899999998,,,,-0.519634359,-0.1046221126,0.6765389562999999,0.8165755791,-0.5307461206,0.47047001039999997,0.4610530793,0.29634810510000004,-0.059127273370000004,0.3353161651,0.997676399,-0.10008193580000001,-0.33741509670000003,0.6446676639,0.611373469,0.8568206138,0.5318647506,-0.9431615436,-0.24357545390000002,0.7033429259999999,0.3662095281,-0.19780587670000002,-0.2905289003,0.03501627079,0.21271322260000003,-0.3325092894,0.1500208989,-0.8046426609,0.6344145574,0.1364053011,0.7134410184000001,0.6247570892000001,0.6565162521,0.004360402767,-0.3781544385,0.7340682426,0.4307486468,-0.5113586729999999,-0.03749017928,0.3598303259,0.2320947738,-0.07874652011,0.755698512,-0.2205384116,-0.039378364289999995,-0.03727234704,0.09130464641000001,1.5843266219999999,-0.36153342829999996,0.36153342829999996
Brewster,-0.5068303791,-0.5401472564,1.078224975,-0.4173000541,-0.3112402768,-0.05330617601,-0.2102792234,-1.370220589,1.209204815,-0.5682872291,-0.1543143814,-0.5553312949,-0.18597369719999998,-0.5140580147,-0.1566308422,-0.36412917,-1.81146991,-1.441883056,0.031583983589999996,-0.2241928641,1.03834997,1.078341848,-0.5647241725,-0.5082982875,0.026785928980000002,0.7088706318000001,0.4090366591,-0.25248338859999997,0.18320633739999997,-0.149293237,0.9527543073,0.163292969,-0.8606021442,-0.09255709695,-0.8570709742,1.397965745,-1.4940698030000001,0.06595490277,-0.603775346,-0.3918414363,0.6117521171,-0.1758188245,-0.056581190079999996,0.03718708248,-0.8456955302,-1.3464153369999998,1.3423204919999998,0.5028648675,-0.33015151719999997,0.7264957725,-0.58116791,-0.989074433,0.5133722572,-0.2045506857,-0.00208385551,-0.46256023049999995,-0.17476398640000002,-0.09286928088,0.02155703417,1.4793744930000001,0.15974844859999998,-0.28408981780000003,0.8057079443999999,-0.6052211001,3.3351539139999997,-3.344131056,0.2194454721,-0.3685583675,,,,,-0.049637906940000004,0.9144177162,1.24902495,0.2956742916,-0.5221963123,-0.9220791012999999,-0.6772101045000001,-0.013512549530000003,-0.1225557696,-0.102518604,1.5932580969999999,-0.3319547595,0.194647863,0.22899035559999997,1.666225045,-0.7655702115999999,-0.5486169552,-0.5898968486,-0.2974795468,-0.3414971571,0.3199088334,-0.3382430168,0.01684972772,-0.9968602352,0.2715175387,0.1818309401,-0.3648954189,-0.5168814859,-0.5885915326,-0.5150469103,0.7209895868999999,1.035465809,0.115263555,-0.8692373977,-0.3139153497,1.89789093,-0.7187270528,0.014842113330000002,-0.2668300178,0.5381298377,0.1671174332,0.39115559590000004,0.5179457486,-0.1875921103,-0.0888621896,-0.7221696201000001,-0.11422975980000001,-0.22338005260000002,0.1223943407,-0.2000273507,-0.1603682531,-1.257959115,-2.782534197,-0.6418658827,-0.3215415984,-0.2732904975,0.4457547487,-0.5132799049,-0.4123202354,0.4123202354
Bridgewater,-0.2103895038,0.4479664372,,-0.9244355364,-0.3112402768,-0.1264282167,-0.102532036,0.8848611219,0.2729492427,1.445664319,-0.046983254620000005,-0.225273217,0.116263586,0.23844155329999997,0.1830824946,-0.004224554091,0.12899582269999998,-0.07352109172,-0.12767771630000002,-0.2633691527,-0.36343385780000004,-0.1443030384,0.6695749436999999,0.2939054279,1.076290627,-0.5627614303,0.153430935,2.397909329,1.849997544,-0.5797844515999999,-0.583170782,-0.2846060022,-0.2911056494,1.2451098729999999,-0.2796381007,-0.603042084,0.7497170129,-0.4203762878,0.07881672847,-0.3918414363,-0.8075509474,1.014613411,0.041603093419999994,-0.2343101134,-0.6508197421,-0.5978499541,0.7228218984999999,-0.4614268794,0.06331045528,-0.7065553347,0.09510108718,-1.238756767,0.09319786514,0.01053392261,0.4002044507,-0.16242101550000002,0.8118409065000001,-0.2991801517,-0.33875339409999994,-0.529474999,-0.5941830584000001,-0.34973532539999996,0.2496438822,-0.2539476712,-0.1542205035,0.29893789870000004,-0.6688487743,0.048072830549999994,-0.1677142545,0.007430142616,-0.5944769778,0.12154281859999999,-0.31859458079999997,-0.9757224934000001,1.230053925,-1.125762104,0.6751543164,2.483348851,-0.3236148907,,,,-0.1094307261,0.7699069338,-0.37275833700000005,-0.39776721600000003,-1.37573503,0.03785593272,0.10193792759999999,-0.18530676100000001,0.12814951289999998,-0.4760319154,-0.4457487905,0.09342394258999999,-0.1406013054,-0.2064892702,-0.2232552763,0.03342374528,-0.14049878789999998,-0.8058046361,0.5844631351,-0.2851620355,0.9938973244,-0.3311325453,-0.7504270163,-0.04827025131,-0.3648794051,1.614021811,0.7665517034,0.07337674006,0.1657673783,-1.616574495,-0.2951563697,0.4171113174,-1.144900293,-0.7314575642,-0.7782394635,-0.670161125,-0.2927913329,-0.4686579945,-0.4000297439,-0.6900890958,-0.1252372469,0.2964574875,-0.8545672967,0.23613059879999998,0.3405828855,0.6321512756000001,-0.49959760439999995,1.306313613,1.163287604,-1.163287604
Brimfield,-0.2433273788,-0.6662894301,-0.2364403184,0.9914096192,-0.3112402768,-0.6236580937,-0.6888034969,1.2436241209999999,0.7124943498,-0.5149262393,-0.1543143814,-0.649019666,-0.18597369719999998,-0.5140580147,-0.8534634229000001,-0.2833724159,0.4611476148,0.1720823377,-0.04310738741,0.12457157949999999,-0.11537946019999999,-0.003482591329,2.5798430690000003,-1.278287428,-1.437670872,0.7183471256,-0.5019390343,0.1715262643,-1.732619509,-0.5797844515999999,1.063444313,0.39195078240000003,0.6541977364,0.03577746992,-0.24840476649999998,1.224816915,-1.4557373980000001,-0.02122547385,0.35608747259999995,1.1908691470000001,0.7341123467,-1.317296092,0.4221532168,-0.323536406,-0.4126382232,-0.6801921462999999,0.5679472502,0.6033119245,-0.4162213237,0.2477990127,0.02038361591,-0.751715279,0.9671606005,0.8811144798999999,-0.9895187888,-0.6960018421999999,-0.6927315551000001,-0.4023355871,1.462798747,-0.6652080728,-0.2468787556,0.5857131579,-0.2893105165,-0.2539476712,-0.9618049756999999,1.185089807,-0.9421700809,-0.3685583675,,,,,0.4311753591,-1.018039065,0.3194446889,0.53244456,1.5871560809999998,-0.2386567995,-0.579093427,1.893831761,1.902139346,1.9306010580000001,0.06702558525,-0.1669280973,-0.5015598828,-0.5544566089,0.35179785189999996,-1.568996356,-0.3174895709,-0.4357672914,0.6899798718000001,-0.2707111766,0.4923085633,-0.3382430168,-0.41614061329999996,-0.9968602352,-0.6415926983,-0.3796370501,-0.4993020183,1.425060999,0.9018779275,-0.1012541357,-0.943747612,-1.7310625659999999,0.3316861978,1.07014876,-1.333196458,-1.062458452,-1.111064837,0.5123864406,-0.4470789329,1.359839117,0.4612916714,1.040048633,-0.2580490709,-0.4051382919,-0.21812042850000002,-0.5141356397,-0.5892582459000001,0.3822647079,-0.3642571122,-0.9209809060999999,-0.4271850836,0.08205519742,0.6077281404,0.192140774,0.166018679,1.4699701180000002,-0.7286902248,-0.5132799049,0.5775808159,-0.5775808159
Brockton,1.107125498,1.982696217,-0.6526325547999999,-0.6426936018,4.176724081000001,-0.7357785561,-0.5316193647,2.31991312,-4.283753825,8.288060426,0.02533192442,-0.2826632019,-0.01478575493,2.9513059619999997,0.6106804565999999,0.7244115745999999,0.2338858623,-0.3191245212,-1.6170211209999998,-1.132382849,-1.162452139,-0.7701872122,3.505171837,0.09540191002000001,0.7084565776999999,0.6811328969,0.9238506068000001,0.027610714130000002,0.7102947731999999,-0.4017471326,-0.5022466046,-0.2408990584,0.5848288197,1.203110373,1.4312084919999999,-2.2160699619999997,2.09506657,2.07265778,0.4079309949,0.5202651697999999,-1.538776051,1.06860258,-0.19378487989999998,0.1424069417,1.211326678,0.8019673126000001,-0.3871130811,-1.204735101,1.895367765,0.3022470665,-1.184201785,-0.4709491042,0.4797583058,0.13343941310000001,1.241352727,0.5545782203,-0.224094231,-0.19602471629999998,1.102488319,-1.208140368,-1.419001076,3.408469985,0.2924180408,2.878240403,-0.3294510966,0.24592026320000002,0.1852803088,0.7424581606999999,-1.66101125,-1.7412040180000001,2.3478697090000002,-1.2434134,-0.3346950288,-0.510240203,-0.7808748041,-0.2980646557,-0.938017302,1.2846343120000001,-0.34017729090000004,-0.2880321318,-0.21486867280000002,-0.2285269206,-1.0398367309999998,0.04637167009,1.224168046,1.482505499,-1.4884002180000002,1.830114255,1.6520873109999998,2.666090046,2.698949034,1.098231733,0.9435902092,0.3166999561,-0.514547509,1.6511569330000002,1.875007739,1.309889371,1.274922938,-0.9431615436,-1.27862369,-0.4001044729,0.06601101684999999,0.8354758055,1.102691863,-0.012576027549999999,0.008857001078999999,-0.1094692674,-0.1021962483,-0.2192963936,0.2378669443,0.19118591969999998,-2.228301364,-2.100593666,-0.5074759772,2.06465071,1.843856239,2.294323096,-0.07207062976,-0.49454414329999996,2.595523095,1.596253898,0.7647563411,-1.097157398,-0.5107537862,2.662001954,0.9735190509999999,0.8585079623,-1.540233991,0.2122764118,-0.810438126,0.810438126
Brookfield,-0.7044576293000001,0.3848953504,-1.140778974,-0.6990419887,-0.3112402768,-0.8264498866,-0.6888034969,0.01357955187,0.3027496258,-0.32273359890000003,-0.1543143814,-0.5056377942,-0.18597369719999998,-0.32622219269999997,0.4874683725,-0.5967702211,-0.1332292763,-0.1787797043,-0.1060054151,0.055867961970000005,-0.7134366486,-1.230418208,-0.42236934460000003,1.401873589,-0.1723352774,-0.8789324191,-0.3770372757,0.7038993628,-0.4474766397,-0.5797844515999999,0.24148645359999998,-0.1234776726,0.9756778421,1.7194543480000002,1.594657776,-0.09953330204,0.3022650128,-0.8576877375,-0.603775346,-0.3918414363,0.4492618657,-0.8390161893000001,0.18659239519999998,-0.43901212920000005,-0.06619237756,0.2704858905,-0.5591960236,0.7037589815,1.452723046,-0.038917860219999996,-0.7668145321,1.012062797,-1.6883415569999998,0.7786932379000001,-0.44094382590000003,-0.6960018421999999,-0.5447408212,-0.4023355871,-0.45885687020000004,-0.1494223924,-0.3429517589,-0.2184443102,0.3715502343,-0.40031159990000004,,,,,,,,,2.225035365,0.1668249467,1.685358542,-0.5521461721,-2.708949872,-0.3079280535,-0.9532168654000001,1.303446938,0.7334956387999999,0.7978020022,0.1266082358,-0.1304426108,-0.5015598828,-0.5544566089,-0.004975243344,-0.02394607837,-0.22980730629999999,-0.6476954325,-0.2974795468,-0.7190223864,-0.880128502,-0.3382430168,-0.6818392317,-0.9968602352,-0.5173676722999999,-0.34326618340000004,-0.45215848,1.425060999,0.9018779275,-1.572517334,-0.5889675532,-1.031097556,0.7510050683,0.23728353870000002,0.12777313029999998,1.1071126709999999,-0.046147993389999996,-1.272919675,0.6704643404,-1.01398769,0.2931921067,0.5728456463,-1.089472092,-0.02123326565,0.3912398404,0.6820597475,-0.5340898447,0.4780429168,,,,-0.2752819526,,0.7684504184000001,0.4271716432,0.2314526269,-0.5184985927,-0.5132799049,0.97807766,-0.97807766
Brookline,5.7843037520000005,0.8474166538,,-0.7553903756,0.7432352528,1.871265936,2.6703735219999998,-0.8064501611,-1.184246148,0.1388511423,-0.09729271815,2.813808723,-0.025117771830000003,-0.07333413903,0.8370891184,0.2168732194,0.4436659415,0.6106598903,1.1560263309999999,2.119884218,2.114076681,2.310831286,-0.9617407151999999,-1.008161281,-1.054952281,-1.12848177,-0.8476833979,-0.9625765709999999,-1.666125764,-0.4970040282,-1.5571054009999998,-1.173221152,-1.060584494,-1.459884774,-1.063412067,-1.27323073,1.340664055,0.444911887,0.39187455740000005,-0.3188761191,-1.936429805,2.411126424,-0.3942995503,-0.21922337760000002,-0.3260267618,1.917329734,-1.5314646490000001,-1.48598686,-0.1703075909,-1.361424722,0.8944756771,1.397851891,-0.0412579403,-4.64963259,-0.843232132,4.423039214,3.327683383,4.652280748,0.7421778908,0.06775052573,1.821264906,-0.5138490943999999,1.757432974,1.414601116,-1.14465429,1.24568139,-0.49802295770000005,-0.09080423548000001,1.6850801659999999,1.827925981,-0.7453665515000001,-0.002544110316,-0.34200374990000004,0.1104028509,-0.395130614,0.06803526753,0.13182966699999998,-1.079606461,2.9965047830000002,,,,-1.0398367309999998,0.2725816866,-0.2192934594,-0.24107782309999998,-1.582287875,0.223261966,2.006001831,1.0284635020000001,-0.5017814955,2.424123519,1.464169786,3.2341731989999998,3.39220625,-0.4722448962,-0.133166649,0.1557861949,3.052825172,-0.9431615436,0.5016592762,0.3355271263,-1.43498154,-0.4311275469,0.19642204600000002,0.5704296271,-0.6366877005,-0.5555493114,0.626431066,-0.39490027380000003,-0.1947304518,0.2642267445,1.680013515,1.52022948,-0.5629041786,-0.225982613,-0.9074977023,-0.150076174,3.262224077,-0.4232956925,-0.7351690897,-0.5124983611999999,-0.5708716171,0.8681969276,0.08547977004,-0.671106448,-2.091783359,-2.59094313,2.357129052,2.189429606,-0.8464755687000001,0.8464755687000001
Buckland,-0.3421410039,0.7212744801000001,,-0.5299968279,-0.3112402768,-0.8050007547,-0.5778872746,1.551135264,0.5152345929,-0.6178601935,0.6705289824,0.24165230070000002,-0.18597369719999998,-0.5140580147,-0.019162258180000002,-0.5967702211,0.2688492088,-0.1086072959,-0.4676163462,-1.2349200809999998,0.278828301,0.3437109803,2.938307711,1.3924679119999999,1.51262216,-0.31400143199999997,0.9172104433,-1.977818059,-1.158190345,0.2376346137,0.2657960603,1.174765837,1.321150805,1.193128239,-0.4195938897,1.0892895040000001,-1.016756875,-0.8576877375,-0.603775346,-0.3918414363,0.23078004989999998,0.06703890375,-0.4297340837,-0.3313553044,-1.1704885109999998,1.468190504,-1.1872987640000001,-1.064109221,1.305174806,-0.48912325090000003,-1.236931073,-0.5138043408,1.8411233359999999,0.430461015,-0.2580855049,-0.6960018421999999,0.7131804172,-0.4023355871,-0.45885687020000004,-0.5566216138000001,-1.071379962,0.6513586655,0.3736889422,-0.6052211001,,,,,,,,,0.3276819978,-1.35657164,-0.6860196754000001,3.034818449,-0.5665326039,-1.017715385,-0.5363721278,1.113359449,0.8069453320000001,1.6607489659999999,3.58011033,-0.21463988739999998,-0.5015598828,-0.5544566089,0.5583506965999999,0.6558760437,-0.0476104766,-0.7054940164,0.6899798718000001,-0.48886446159999997,0.05961904517999999,-0.3382430168,-0.6818392317,-0.9968602352,-0.884352618,-0.8354136854,-0.5022768953,1.425060999,-0.160771595,0.4274810762,-1.134783028,-0.3311325453,0.6022145013,-1.5236315,1.622718755,-0.49472021450000003,1.635299655,1.419673155,-0.8075767629999999,-0.5027019161999999,,,,,,,,,,,,-0.0251459476,,0.67944895,0.1751682745,0.7705826733,-0.5739887034000001,-0.5132799049,0.38608602270000003,-0.38608602270000003
