,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_2000to2014_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,dentists_per1000,young_females_%,pa_provider_density_per10000,median_age,lt5years_%,snap_%,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,bachelors_degree_%,vacant_rentals_%,employed_male_%
Dracut,0.25074074669384805,0.03557856179928732,-1.2243167721451922,-0.5327312041990098,-0.31124027680209804,-0.4384155904998426,-0.0741077558679025,0.14017601931701856,-0.427642116919156,0.2499250340863227,-0.14621571912751066,0.18686774758263236,0.7816222669448915,-0.07204911138603375,-0.025550741641407228,-0.538685079773072,0.6791247603280385,-0.7562076661039705,-0.4606045803117576,0.4891352918179543,-0.4789047775817337,0.4997836972196874,-0.3674593162944597,0.2256735585283959,-0.9414474006737652,0.2709420906210784,-0.5526838373757352,-0.17291090438713824,0.479111982614733,0.7609430796020061,-0.04096304013575797,0.4825689484737385,-1.10752287754459,0.6991972298288943,-0.2699793625517989,0.3918414362995731,-0.07648997059527031,0.014922893312714838,0.24324613771837605,0.3885177948372053,-0.6053356079640345,0.0006295826932609916,-0.4394358164772178,0.021307711198195925,0.16483563710967045,-0.16324893310975647,0.7684511136771629,0.10763113708126812,-0.3958626272044901,-0.3967500872679388,-0.19602471627745072,-0.09854644193244537,-0.8552343761348021,0.8902874452390861,0.1075837424648836,-0.15768716782702402,0.09313236311776114,-0.024059538117626667,-0.006643922444749652,-0.30120858777410736,0.25894226793072417,0.5078819513244933,-0.2579149781321797,1.1833558655705492,-0.7302854021536119,-0.25821603171139884,0.5488177332737415,0.4807122137859116,-0.14511102066110365,0.27994378921205715,0.5597282728245639,-0.1573857393244586,-0.5557708159004748,-0.6058562458996931,0.34686598822125875,0.1272279229264691,-0.5505407831248174,-0.33824301683782404,-0.6523171629456715,-0.1680112132643591,-0.6086397388648729,-0.047744823123931066,-0.8450876809539692,0.03243740911056181,0.19759620147629686,-0.3433505894277771,-0.09781087516668202,0.0611578942607731,0.4633469558463916,-1.2312683467819392,0.2757816795787774,-0.5786064154080436,-0.043692513400847344,-0.2307802348319952,0.8850737556497267,-0.08420609350283036,-0.19454990344287476,-0.3252019702513184,-0.1837784773473575,-1.5142101693696184,-0.02621511842522844,-0.5180037606733935,0.31129946378420464,0.4552763246164858,0.6001940650110167,0.16207311216291514,0.3952135894749867,-0.8512485315149327,-4.8128385167009435,-0.531659642844224
Dudley,-0.4738925040433851,-0.09056361185273984,-0.01268251321723793,-0.6454542086057308,-0.31124027680209804,-0.6889804500516513,-0.5982369380736166,-1.6023871208176856,0.023186815122653203,-0.2884573874370851,-0.053670680231762885,-0.13269663435945206,-0.1859736971719617,-0.21431054499694707,-0.4850526997464251,-0.05888086757496884,-0.4477858239606259,-0.5845886855650033,-1.1183935615474088,-0.390282939430004,0.4824356851202901,0.595576717183905,-0.2359377637265955,0.8288434276978232,-0.8437774843452353,0.32421667983738184,-0.5797844516366639,-0.7446692211551575,1.1404957804304232,1.5563082226192126,-0.9395553607099316,1.1990831456478779,-0.935660784920753,1.1557668346776155,-0.6037753459883469,-1.0050685411130496,-0.6654347638162234,-0.5798101433502285,0.3807723720931437,0.3235591987807468,-0.4930508004692965,0.985010741001892,-0.045586037256965535,-0.7673054330443161,-0.7424117614864001,0.5690628442654054,0.4816716359775578,-0.5140871542681227,-0.6126298380450145,0.07188723685354415,-0.4023355870822046,0.862281366908918,-0.44803515472498734,-0.341608323271756,-0.3900536151226862,-0.01462862544983739,0.07611365010168379,0.07690612865630031,0.0056813734912672855,0.09593426059794824,0.03863413267166686,0.20317670338990315,-0.3081606961412125,0.2959934131115388,-0.16115462988193058,-0.8294354886778013,-0.6169940597755951,0.8393509047917012,1.583933139813536,0.4509152087109873,-0.05901463715646853,0.29671823922408985,-0.5557708159004748,-1.1879597171256957,-0.827372222665833,0.1272279229264691,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.8305193361535418,-0.5170386832976127,0.3161818066964819,-0.4449674058336153,0.21184577004571475,-0.6529778351735676,-0.01586130440291148,-0.131142542335134,0.2370012915587592,0.20158931497684351,-0.3818674235892103,-0.3122329237794919,-0.6907029253063309,0.2782479336233278,-0.33892958386541355,0.8485533432318046,0.008775515751771192,-0.0756838788289803,0.2511163271227167,-0.2605593425727173,-0.951689549178648,-0.06798213435139606,-0.3794599381354211,-0.3290999544619535,0.1738398571700358,-0.20381452262778654,-0.0016520132055339227,0.4419734838527482,-0.8267033969177661,0.5145213651945975,-0.20946500118863576
Dunstable,-0.3092031288758321,1.1077870378415198,-1.5768112199942326,0.3126913288513977,-0.31124027680209804,0.6642647836367167,0.939259653498433,0.9089538752588,0.04640935397942845,-0.6178601935165324,-0.15431438144816306,0.2539377916731877,-0.1859736971719617,-0.5140580147036712,-0.21109069512843714,1.1541437293168908,1.0926524989385946,-0.2218738847453169,-0.02046909465012069,-1.3393335501491184,-0.6418466413259929,-0.17721001050350751,-0.9444488150118946,-0.750320910108513,-0.029101363944120925,-0.4119705504616413,-0.5797844516366639,0.005692990184771706,-0.2961520347449122,-1.0146042073776145,-0.9425412145278562,-0.14136369961028442,0.702639061863104,-0.8576877375269001,-0.6037753459883469,0.3918414362995731,1.16080974312934,0.8975089587879619,0.12518018667884998,0.7566165058238097,-0.8074482614545627,1.3667095574889117,-0.9044245723101784,1.8508156225134773,-1.4821900326327384,2.7327112774192943,0.5328822569953444,-0.0386555197068239,-0.529257833875582,-0.569405943523222,-0.4023355870822046,-1.0593742507738086,0.42065651761595096,1.1127130701090997,0.2832204569075554,-0.3763238080638564,0.3079936149457377,0.04914057029347038,-0.03437583830078776,0.7909342452490455,0.6995585384488389,1.1858511279789563,0.07877947581934623,0.1480996710350371,-0.78719847938078,-1.152007781283647,0.8147632843969663,1.1656377936474258,0.08039313572406684,-0.008484533924451755,-0.8427556564657764,-0.009198532480432838,-0.5557708159004748,0.12646747596527907,-0.8891742337651534,1.250888640621697,-0.8801285020173051,-0.33824301683782404,-0.09139785753225106,-0.9968602351590706,-0.7764168041247658,0.4624465966106806,1.0655458221355312,1.1088875747214786,-0.8828627099438016,-0.28876904192363284,0.5354908010339053,-0.6422156949311705,0.903575715490632,0.02584501954329929,-2.1573821963864743,1.6072755276085635,-0.1314944534983497,-0.01448153676515859,-0.4114008851865032,0.17833021498074533,0.2985239764369816,-0.2099383107765113,-0.5320345446195249,-0.3891689289876792,-0.0840926489188735,0.17235157614423968,0.714144845337861,0.07980371458124826,1.4220695101529073,0.6834083797835022,-0.97508798690257,0.9202001136631894,0.5145213651945975,-0.24436599126294006
Duxbury,-0.6385818792109381,0.7083368212767666,-0.34339151239725624,0.9890293552917238,-0.31124027680209804,1.3135885052768126,0.7583702631287493,0.03767230519144806,0.039086969368846265,-0.4694088753336165,-0.15431438144816306,-0.564612014005886,-0.1859736971719617,-0.5140580147036712,-0.7540178078534882,1.2758445409856038,-0.2437780743329389,0.2006705499985429,-0.34602316372684405,-1.1608997949994633,-1.2743203983097169,-0.536894062794241,-0.7167419199306413,-0.8002729514102939,1.6179841397599686,-1.486046318528867,-0.17710777150222645,-0.3739839197626969,-0.8663594053966998,-0.8923738481112368,-0.3383156457999225,-0.20866277355478785,0.8306318732673158,-0.6113603409179422,-0.3878489549155753,0.3918414362995731,0.9649796884608248,0.3972624409963993,0.12728938276641358,1.4062024663884067,-0.6502495309619295,-0.7627680502807793,-0.7344321318371657,1.320042669837408,0.3432787877788508,1.0017925308961837,-0.4606037907497162,-0.8432321320413295,0.07102059614433175,-0.2487593533348389,-0.2991801516798277,0.02155703417272517,1.4793744932814694,-0.07640853977289483,0.5759483143120081,-0.0578161099410635,0.1058963978798194,0.08447855366434481,-0.006643922444749652,0.9895056694350732,0.5343274370045458,0.7516461496721655,-0.18359402768742394,1.28195169362155,-0.9516140358148212,0.14102877155428187,0.7260703082430143,1.2182285973757598,0.2762223729386464,0.210319523839386,-1.039836731496772,0.03402273618240799,0.2159291530249077,0.3705753832536035,-0.02394607837466456,0.7741840937206912,-0.4389880167304368,-0.2340475438726117,0.15461938168416145,-0.4879060853325594,-0.21705335911208204,0.2801527398023629,-0.7977361691054066,-0.06416709293144285,0.17460771399927344,0.3116279806219537,-0.197805876672038,-0.1146855030372126,-1.3332623064855051,0.9092219796637367,0.3163344108448644,-0.7747753077300467,0.7465249474766733,-0.5552282819322503,1.0859360239482971,0.3916409656236488,0.26330441358842044,-0.624887484885817,-0.6252684523931761,-0.5900691504844531,-0.00653784624039289,-0.4346766291499496,0.6983400586318019,0.4372622663847533,-0.8291545352357456,0.11037044099393116,-1.0062097328252582,1.6007460248125165,0.5145213651945975,-0.09003800246810971
East Bridgewater,-0.11157587867476844,0.16172073545131474,-1.0933064137566284,-0.7018157108090913,-0.31124027680209804,-0.3038710355654083,-0.7524929577204041,-0.11608326599690852,-0.2119667468817066,-0.07800237303254813,-0.15431438144816306,-0.43128464122166105,-0.1859736971719617,-0.07372513550790798,-0.2779781342411675,-0.7752372815080566,-0.28244800992686564,-0.7773087552203063,-0.22014764721777505,0.05693989903030595,0.3049241708289481,0.3523420554785289,0.5893544786645718,-0.2693307019618077,-0.3879266621320061,0.7616087617672711,-0.18119504620003016,-0.29751571976125823,0.20130033730699126,-0.09609712994356504,1.4376744183606165,-0.12317296383809465,-1.101031691152304,0.634092594686961,-0.1692268202706962,-0.24506860461149735,0.5630150611601357,0.5161475245353123,0.31122121591451685,1.059756620753955,-0.20859595481596027,0.2417025194219052,-2.2299794644236943,0.016769386090804594,-0.21667305246056165,0.2195504050636232,0.6148192506238029,-0.9163754604353757,-0.062374610526760216,-0.5940710658454054,-0.4023355870822046,-0.8191672985634679,-0.5566216137676048,1.0549679559601532,0.2246748854266648,-0.2764527501778959,0.2590648150245153,0.06680956197890761,-0.01280657041275812,-0.648708580099656,0.5343274370045458,-0.09391091334632144,-0.3382627836429642,0.6903767253155433,-0.4520436912652344,0.4135530733075636,0.4119770820418605,0.9227079345850754,-0.43718643482186376,1.6775009628412785,1.673465510790423,0.0014664558909174912,0.25451415147117684,-0.11764043132304534,-0.2711541227719473,0.3996305211556153,0.3182186400071763,-0.33824301683782404,-0.681839231651641,-0.4438326049924786,-0.2228717303397009,0.2110694830971256,-0.7930010179205503,-0.6299934620346175,-0.14723111067905348,-1.0802014807337241,2.535390831141023,0.20994846120522287,-1.3094661573155462,0.1957252041818447,0.7421380891387838,-0.914895945102906,-0.3363656470591883,2.2206050099254875,0.8302931370228437,0.008775515751771192,-0.0756838788289803,0.2511163271227167,-0.2605593425727173,-0.951689549178648,-0.053466353136049125,-0.4195159738919371,0.2319000319808452,0.2277632701709165,0.7073952100295254,0.7868137221214702,-0.6140222226933303,-0.7909453089887459,0.5145213651945975,0.013908202689367887
East Brookfield,-0.5397682541104062,0.5401472564073968,-1.1788923389265549,0.08724532003795582,-0.31124027680209804,-0.739678398287815,-0.3186162537787289,0.1914278763798042,0.3919443685184265,-0.6178601935165324,0.3579485807925418,-0.6524796364438293,-0.1859736971719617,-0.2135030041074301,-0.8534634228615674,-0.06381405276085902,-0.3435113863542905,-0.17591723337416104,-1.3757938671671877,-0.20540270096641064,0.6616960491602054,-0.2650659548106965,-0.41488024819036207,1.440047264758344,-0.6867030779050604,0.3793998280243605,-0.5797844516366639,-0.4804575282852687,0.0790244918648047,0.915304632034,0.228709269126697,1.0841010440641536,-0.5562228042159431,1.2949995110992107,0.528429991549751,0.3918414362995731,0.9615560045871074,0.599237542878068,0.3255043900184917,-0.0012337815015523155,0.4501415824865023,0.6033119245148719,0.3400901525615432,-0.2060658947635883,-0.16041965612557454,1.2680877226689695,1.0552305913767672,1.5704977049621869,-0.629304238878901,-0.4214152095901222,-0.4023355870822046,-1.0593742507738086,-0.9638208351774196,0.7469940138324432,0.6052211000524534,1.0575588160114633,2.1173694882339964,4.68027180110616,-1.4612811771654135,-0.2349857314654732,-0.6493113013409879,1.1256827854956923,-0.1524413714930203,0.39458924116254,-0.0030627486953524533,0.6978336101942973,0.7409994630279872,-0.1943578123345435,-0.6922573376008164,-0.7013928285520223,-0.7121321532475584,0.023919062988497167,-0.5557708159004748,-0.15519549398278548,-0.827372222665833,0.6209576322167963,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.9968602351590706,-0.33363194833283377,0.4506710414904697,1.4277848877770352,0.5568618487671627,2.197594611977331,-1.980797014552104,0.8688074727184248,-1.223851547532201,-0.012576027552786707,-0.6366877005470292,0.6002035297074773,-1.0550165824757656,0.19044599352582545,-0.19473045182085572,0.8120329308138826,-0.15921430136984513,0.29689013995311275,0.32025515869240506,1.2710881045419828,0.3834490907396433,1.2384493976193531,1.3742237794894807,-0.1495261000179886,-0.3383270156989167,1.8330072327238511,0.459363471384572,0.6505999228034351,-0.5778538317103705,0.5145213651945975,0.01565258952759979
East Longmeadow,-0.5397682541104062,0.6032183432334105,-0.33335176640552344,-0.4200081997922888,-0.31124027680209804,-0.5554108556602202,-0.6250498804032634,0.08892416225423329,-0.07249446081814423,0.4081038372152918,-0.026602685421347392,0.267655679428234,-0.1859736971719617,-0.4707645321010669,-0.2611822123193025,-0.09153203234793088,-0.7689417922493581,1.0121164940592118,0.6415154563130658,-0.7715457894363654,0.31014686304892897,1.0517347862749078,-0.8099055893239798,0.23310756846651826,1.2816105783798764,-0.8095489769887794,-0.5797844516366639,-0.16594455417365736,-0.30015215959421515,-0.3179480775422543,-0.5871845816375869,-0.20734179174928025,-0.39544032462581785,0.3163334405147993,-0.6037753459883469,0.3918414362995731,0.6364429773625815,0.4195096462419314,-0.3879500426894585,0.12868341061136648,-1.0919031071078988,-0.019459828700792717,0.4243842722174602,-0.030619171425909524,0.3152443082938736,-0.16324893310975647,0.6455456232344751,0.5464911074455437,-0.41253702803837655,-0.3474198426235722,0.010286154527303214,-0.21864991803761588,-0.6109148432889132,0.2636460213264528,0.3417660283884459,0.2094064503483983,-0.09620081918609892,0.09457512034173753,-0.006643922444749652,-0.12745859161133302,0.6995585384488389,0.9497045608296492,-0.04959942818878118,-0.35720394772634384,-0.11056522790222556,0.335420298698392,0.6568710792849456,0.3084896462573921,-0.1428495229729818,0.28044527150410936,-1.039836731496772,-0.24326696147270074,0.40885414525625335,0.3705753832536035,0.4086679993205802,-0.07707402574539053,1.0196489135475992,-0.33824301683782404,-0.130760615806877,0.5835611893707723,0.2006440604595169,0.042988927907588834,-0.8971743439873878,-0.0227651634848691,1.4619630127125829,0.14788333810952095,-0.3311325453458455,-0.7910062618756202,0.1183027928819873,-0.4668075159084833,0.6813089922396525,-1.2792096022723405,-0.1607617668641836,-0.44707893289883205,0.8850737556497267,0.1400436699935493,-0.014049643843997279,0.08974720385798668,-0.20571586741174616,-0.7106092833825192,-0.01657191443176013,-0.4370933643372678,0.049159147052920266,0.13775763822040438,-0.5075511001802243,-0.5531471723413617,-0.5274095538299953,0.14705727896306847,-0.22111955823109547,-0.8033629552720395
Eastham,-0.40801675397636383,0.16172073545131474,2.493285782887119,-0.13820068877548622,-0.31124027680209804,-0.10205420316375684,-0.11049674902956597,-0.6286018366247627,1.1134309829860218,-0.15525431459878014,-0.15431438144816306,-0.19329302259285008,-0.1859736971719617,-0.14136898506063605,-0.2392754856923697,-0.2855233450862918,-1.3414178135056838,0.02030382480088144,-1.029388370518606,0.3995796073632669,5.310031670148574,1.5297065658797568,0.04516544115248961,0.009444702305392374,4.014483223600359,-0.825743404676771,-0.2299232725480972,1.4438525715894592,-0.5769694060394751,-1.0476482571602854,1.1275285465947986,-0.6637523942669766,0.2099219830819504,0.7819101137365688,-0.6037753459883469,0.3918414362995731,0.4229957508690777,0.05562096435783635,0.2468935518347612,-2.231478912773334,-1.3314440297633396,0.4024178105743349,-0.8098877910014725,-0.8425220150567398,-0.12731314910219693,-1.7776635332322737,-0.11237156782876592,0.5464911074455437,-0.5459322347094685,-0.026773252435189028,1.6607731209653345,-0.09854644193244537,0.7735625095044569,-0.3116664122315629,0.6052211000524534,1.5860075185062317,-1.1726344174529906,0.09457512034173753,0.0056813734912672855,0.6170617236609148,1.1994536497254529,0.13751700044300788,-0.1993920753818237,0.1973975850605376,2.0268370057403113,-0.21685203906584424,0.09774235296051274,-1.6453487600289565,-1.1324161158523762,-0.2346768697822077,2.4159570027676622,-0.03221245475545202,1.0262141203965591,2.492436423529036,-1.5071943447583596,0.8933602304459427,-0.8801285020173051,-0.33824301683782404,0.5187248957244519,-0.6045156127597034,-0.4150659947839963,0.3955531799804298,-0.8001037446978347,-1.3614275489240864,-1.6644712841625964,0.5299541706385308,0.5688224682023574,1.806065452063864,-0.7383585772365329,0.4505454811396635,0.6002035297074773,1.523203145184847,-0.7461080341808656,-0.5552282819322503,-0.13749779205208873,0.44086652346432104,0.24129218680807016,0.5738545736521761,0.008173685716041993,1.6198332859800693,-0.045396142036832204,-0.07529101032676329,0.3318721375768289,0.0130155194187463,-2.41930485301027,0.16638166809366356,-0.474054249102245,-0.1528287647814803,0.5145213651945975,-0.3913012590542082
Easthampton,-0.14451375370827907,-0.7002507845042052,-0.6973490619156208,-0.025477684368765283,1.5735554418180775,-0.7903763465239786,-0.6991046735041925,-0.7311055507503331,0.42992780076162224,0.030621300751413564,-0.15431438144816306,-0.22914510823977816,-0.1859736971719617,-0.19338236505777495,0.2733577330638286,-1.2953863598813744,-0.3219126298779855,0.8456005445207924,1.1664409581336392,0.2337132244742593,-0.21435749683681152,0.0123802176763426,0.3446672885137525,-0.559071469724019,0.0848230918318859,2.565422136207036,-0.4575110167746352,-0.9684358969010692,1.057580941389718,0.4993301671764411,-0.8162348447700477,-0.6268177465844035,-0.4014689307743148,-0.6103005006271888,0.2744891413815949,0.3918414362995731,-1.0933752548263764,-0.05045889057102255,0.20160529693341367,-1.1055299144613666,0.2630002366619389,-0.3208009996115981,0.9421276785181107,-0.8825929630979703,-0.6228041302626651,0.2195504050636232,0.2358606550921809,-0.33122883328300795,-0.2791418213672846,0.09655235917572748,0.4229078961368111,0.02155703417272517,-0.3937419252036786,0.11179775819404006,0.13685652820532893,-0.2710543146164926,0.1994993194682446,0.003706020245203239,-0.015887894396762352,0.2448628287374691,-0.34690510403168345,-0.9470856075631732,0.009876159295692782,0.11112623551591168,-0.8251405308655588,-1.4789607568842782,-0.3835228134176886,0.007367648490843216,-0.458342804511692,0.04594854118811245,-0.10943072611788593,-0.07543372341829285,0.40885414525625335,-0.13641796265291647,-0.33295613387126777,-0.2132753248599636,-0.2479961591158158,-0.2489326114390706,0.420318000037887,-0.5150866318486946,-0.5075715739485627,0.04464163739814478,-0.8450876809539692,-0.6023921757369016,0.7952968758789051,0.2024648856136652,0.10217912784402948,-0.03352701197660364,-0.3576201905171903,-0.16102318355910114,-0.17029836434818574,1.9155409298288535,0.8343268875741756,-0.01448153676515859,-0.8861662466194886,-0.483480062654932,-0.3970623898221024,0.5969073055471374,-0.024732399380541083,-0.4695290175863893,-0.05529424535821917,-0.44046966865695547,0.08575206205770598,0.16425220169109694,0.22499005744624226,0.3516495731158556,-0.3254783935740782,-0.3955670982950826,0.5145213651945975,-0.5038906541842271
Easton,-0.27626525384232153,0.561170952016068,-0.7088103122272733,-0.8709002174191728,-0.31124027680209804,0.01786594362563025,-0.5503566839135331,-0.16733512305969378,-0.08735242477188157,0.2883538051340223,-0.15431438144816306,-0.30111966643101,-0.1859736971719617,-0.1050678172716373,-0.29378172113303536,0.28090836312221623,-0.392899437208366,0.10933568256997576,0.5491727748845705,-0.21857673985628112,-0.19297701728591127,-0.4514682244827238,-0.9970130733458591,0.5827486520357648,0.6269397475040205,0.4753691577245607,-0.3176752616365326,-0.5551184889392732,0.3082923644636802,-0.6483917172070998,-0.04348716707819837,-0.8060197872336321,0.04508774911754648,-0.388628515984158,-0.2264670409338551,0.16850883186122062,0.03583343344280634,-0.045021330554504385,0.3947841724828389,0.3885177948372053,-0.4930508004692965,-0.6422315819164571,-0.2839228771347062,0.6785908738446472,-0.22672488885484626,0.2861242030068198,-0.11237156782876592,-0.8432321320413295,0.25443900531708324,0.19521284846446085,-0.2991801516798277,-0.4588568702479566,-0.14942239235778992,0.4304652399789622,0.2246748854266648,-0.13069499002000762,0.15269785867403188,0.06176127864021126,0.0056813734912672855,0.1952199726909621,0.4241733693750172,0.9877927168214728,0.5509663488482558,0.04950384298403593,-0.2433624080989512,-1.0513893860268433,0.43628522029827776,0.6300007336364295,1.3542311589980756,0.24682094845965985,-0.32713656481491604,0.324222682918625,1.5664040986443268,-1.0377394664867288,0.4704700104199003,0.7912092561100127,0.8404884099445028,-0.14473713847385827,-0.012672340982999044,0.07140746533425572,-0.27949403107515003,0.21007785740279206,-0.8521904077312537,0.2532476994922885,0.7263314134478349,-0.39793213693192103,-0.09781087516668202,-0.4393194672796481,0.5466334779412477,-0.8745199590409933,0.012188926349208276,1.4951790177102755,-0.3656329604250225,-0.5191784989211108,-0.3931406789775422,0.1947387342609694,0.2500970775202095,0.06669447196302522,-0.3839571616849027,-0.4695290175863893,-0.028257816580210305,-0.4929209167058712,0.3992520440737684,0.3353724090176696,0.8503300700542012,-0.0533546843745176,-0.5392108473104259,0.4239768420275513,-4.407191544934872,-0.16243926474597034
Edgartown,1.5682557480342718,0.4770761695813832,3.0862196203645023,-0.7581772130124517,-0.31124027680209804,1.1761190687133691,0.8113577443992418,1.5239761600122248,0.3616334558800559,-0.3963644648435658,-0.15431438144816306,-0.6463674228538097,-0.1859736971719617,0.3047591930374435,2.118514150291244,1.229552463829585,-1.4067556263990448,1.7395669561874951,-1.4232598717833602,-1.4754364490418532,1.8415137058833295,-1.0892228971344764,3.0679074281565084,-0.39623244349706266,-2.823552636198984,-2.6593001390844813,0.32107135730529496,1.5558133663085059,-0.4561510179232351,0.5315183964499222,0.1061234668912768,3.1505586858457337,0.7126232924577277,-0.8576877375269001,1.7442923296072574,0.3918414362995731,0.14829813731664127,1.163856586512651,-3.5275183046234493,-1.2354471065742856,-1.6533271445815885,3.3957401082883347,-0.9839344962716806,-0.3759892301798684,-1.435527379279454,-0.3130399784819489,-0.9112572557062372,-0.2215138406919389,-0.26246742053339817,1.6011248208289095,5.1680579246461535,-0.6990638224582975,-0.09512916283648122,-2.4460969278111127,-0.15587132919912386,0.09603930355892963,0.0016567806563456133,0.09457512034173753,0.0056813734912672855,0.2801982844257928,-1.2990587965972171,-0.824374480067465,-0.3211425383275475,0.03717936447766065,0.4459181938745294,0.9700821752311044,-1.723194264993413,-1.0728745571869185,-0.9863643373367134,-1.040399808348878,0.3236893108688368,-0.2848042846032231,-0.5557708159004748,1.121676636448447,-1.0127782559637946,1.0295615295605158,-0.8801285020173051,0.018998604757189674,0.016849727722970442,-0.534594664777334,-0.4164975353115879,0.4795521398379343,1.4277848877770352,-0.5609902462903279,-1.7794137215477133,-1.6533077295272385,1.0354658085606847,2.0089616797153864,0.8559834171507129,-2.0976572884385223,0.4177162390100833,-1.5874750044926311,1.741613601915032,-0.44707893289883205,0.7389921059780387,-0.06779757422260628,-0.10209855096540214,1.0810146753413274,0.3865936643267431,1.0573126657890994,-0.0653507500733528,0.00472386993592374,-0.4241277147404549,0.1229861483632658,0.510859777495594,-1.3157615720838738,-0.7330894906987717,-0.1910689098311428,0.5145213651945975,0.6483040985855536
Egremont,-0.7044576292779593,0.645265734450753,0.6052978427050548,-0.8709002174191728,-0.31124027680209804,0.18653411756517468,-0.5982369380736166,2.036494730640079,0.7520744023265127,-0.030477347309586636,0.9788809952131472,-0.4050672470176977,2.026275921539648,-0.3106864489679517,-0.8534634228615674,0.15639408787796996,-1.1408400287301101,0.7162720366400169,-0.032884359572672814,-0.28998410180595746,1.175874212229288,-0.28369506907134007,2.623339726662649,0.5420435073575185,1.5504848190731202,-1.2229349401892693,2.747353632263859,0.3597958572539952,-0.9021399330877142,-0.05212622723692696,-0.3825612022441286,-1.23096276027941,1.7739612003577858,-0.8576877375269001,0.581889940033843,0.3918414362995731,0.3275010181624837,0.30122077235034544,-2.1602193920090764,-1.4952814908001244,-0.1936246471499952,-0.8431256958569939,-0.8931183314389637,-0.8501210710505114,-0.16041965612557454,-0.3629703269393463,0.3894925181455408,-0.9163754604353757,-0.562606635543355,0.09655235917572748,-0.4023355870822046,-1.0593742507738086,0.0948971404880992,-1.2976107686265248,0.3124932426480006,-0.7575722242350995,2.4532357254937645,1.7612962411469242,0.7639437973207194,-0.9073998099329449,1.4005321515411249,1.39092760269969,-0.26729348216216336,-1.5773273198574829,-0.4963094179974762,-0.2885173607684974,0.5846223189817017,-1.5299291529886343,-0.4535757402353861,0.4322366336837428,0.05556738321038933,-0.3297094987983825,-0.5557708159004748,2.473658892199167,-1.1363822781624358,0.7571589313313697,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.9968602351590706,-0.5490604804331766,0.5151267116221503,1.4277848877770352,-0.7818005366720546,-0.0782656482479833,-0.807293743213003,0.3355007980231939,1.0756390325183842,1.7483390110241714,-1.4860886237397581,1.2490472299648776,-1.363281984696056,-0.7461080341808656,1.2112110856135831,-1.47049284530624,0.8832371291548933,0.028174882654740094,-1.6015124108218195,2.38389914448207,2.630538229699725,-1.6453148249158778,-0.0962200362177853,0.3610727053648787,0.7578030636980567,-0.04301280510002592,0.7911222780522186,0.6910393351001157,0.039888012339485086,0.1162796622874554,-0.08894435725862138
