,no_vehicle_avail_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Two_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,moved_lastyear_%,age_lt18_%,house_2000to2014_%,house_income_gt30_USD_%,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,gini_index,exemplary_%,proficient_%,need_improve_%,unsatis_%,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,dentists_per1000,young_females_%,median_age,lt5years_%,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_hisp,less_than_highschool_%,vacant_rentals_%,Diabetes_admissions_AA,Diabetes_emergencies_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Becket,-0.7044576292779593,-0.9076063106176244,0.1429173677137752,-0.31124027680209804,-0.8712980715932398,-0.7857122453977358,-1.3461278355037585,0.5537080845993182,-0.1879796806931553,-0.15431438144816306,-0.7290996361303921,-0.1859736971719617,-0.021546083055859425,-0.9329256662309634,-0.5489222058908324,-0.6865840047798512,1.99682690327269,-0.5133932358072977,1.013473196821946,1.451677115327163,0.7135418721628751,1.6543833169051878,0.06982359937650219,-0.5797844516366639,0.16081264821085753,-0.3157774238544477,1.3398024537930464,0.6853226799321366,-0.10129480172785406,-0.4378325926158402,-0.014914780987376343,0.3918414362995731,-0.8085450856839322,-0.6291668767139962,1.1457260321543214,-0.32461203549556616,0.1151398638222255,1.3558264130612727,0.8094196104913922,0.7293494284306588,-0.6960018422144469,-0.4707454542344888,-0.4023355870822046,-1.0593742507738086,-0.14942239235778992,0.7427165979695577,-0.02163730974684851,-0.779046647611157,2.3414664998803745,-4.2136560946868125,0.4969931153426208,-0.50345328139771,0.044130123927013966,-0.454073264637595,-0.2496860833464143,0.18200768080828025,-0.10108607959439043,-1.0563740430120092,-0.5806641364007981,-0.6158832561393979,-0.22081435437512115,1.0465665111289624,-1.2599863003610765,-0.8801285020173051,-0.33824301683782404,-0.11107923666956412,-0.9968602351590706,0.5262825006834029,1.4269384791887159,0.8604759980420369,-1.1817130471451054,0.6391172656468194,-0.5311225483565575,-0.23642323962812606,-0.06016832589270388,1.0451261273745736,0.032465291982252065,-1.167113092374053,0.7757922608425071,1.2833106516358619,-1.433972432888318,3.0474068028569583,1.8133840121328344,-3.5986587142122417,0.5736387347628841,-2.4049217698059846,0.08254873219150824,2.3668304749194085,1.7084077347204687,-1.1253866500785183,-0.19407428055177475,0.40442752782400215,0.5162383479941184,1.3109855953289238,0.6080019730678217,0.5881040296459384,0.2441737489332988,0.6403322400664672,-1.664208423204498,0.6583483545477752,-0.4706911574739072,-0.1900186851073417,-0.01445315189582337,-0.4750529211894268,-0.4252287949176065,0.2706984971218419,-1.5590204200484798,-0.00739653318829325,-0.9990900198649312,0.13600043156446873,-0.23118568210931306,1.7928458028969585,0.6357283514587241,0.03360653584721776,-1.3249763232317748,-2.2015817654377927,0.0448242902977465,-1.255040774633016,-0.006128420533938596,0.690778490931814,0.16800465985290386,-0.17430067034463026,0.9139486492793704
Bedford,-0.0127622535742367,0.5653621002658532,0.3682248841079158,-0.31124027680209804,1.216092450976498,0.943299100107466,0.1914278763798042,-1.0925332620926491,-0.10484411196876406,-0.014247475208129766,2.2924113808460285,-0.1859736971719617,-0.31218040309413825,3.6808229656597113,0.5769365119333509,1.114989300147614,-1.1054050828591409,0.055503687920648255,-0.14857778609283334,-1.0583085688807614,-1.2136048974912357,-1.2266659975805427,-1.9915395054614342,-0.4198032140533734,-1.4093730012429126,-0.931131790151258,-0.8020338594581431,-1.1712446948247164,-1.23096276027941,1.863571868369924,-0.6037753459883469,0.3918414362995731,-0.7448918168814141,1.0164508900496485,1.2059942663364818,-0.2443492089942837,4.613907206771126,-0.23785444877387146,0.2870712761099675,0.21734612967233666,-0.2291186188656251,-0.3227547203013889,0.8355296377463189,-1.0593742507738086,0.013457296206136162,0.274339560983665,-0.4594852207612251,0.35810724511915565,-0.02798578624220005,-0.019437280987572258,0.6041677466793303,0.4993569847763837,-0.2035076086937244,0.8448957685584556,-0.9516140358148212,1.3955728656286546,1.1693039980686306,0.334847775345074,0.27486163179508377,-1.039836731496772,-0.2090267356488918,0.10768994463540796,0.4704700104199003,0.6985121618062002,1.8052067127322584,2.290049018082622,1.80999163385626,0.1393418912069988,-0.93043468772812,0.4602573467251573,-0.055277160770959885,-1.380399992006517,1.502109148919012,-0.33110814586550313,0.011220121617172864,0.07680907493486305,-0.008087439283835502,0.96272059569341,-0.3656329604250225,-0.19473045182085572,-0.3748804727685812,0.4474196345698151,0.5373824766792784,-0.2448548177450302,0.2565714576797564,0.13669665192793132,-0.4531300483784106,0.7173937532101278,1.0391440493032804,0.4831899896232763,0.4498311813255161,-0.8138069251954231,0.5162383479941184,0.2557572629671794,0.1095642298919221,0.6355335888944096,-0.22003925885220452,-0.2015416091545396,-0.29419523833213657,0.3843934510044574,-0.2394751052372226,-0.9577502999063636,-1.777944431160423,0.13579330494788686,0.15700245986915812,0.2706984971218419,0.7094205350525833,0.09274321862333043,0.24291045158926694,0.13600043156446873,0.5277762992190438,0.9397694199878238,-0.30385790774842314,-0.009204596801153769,0.038385090788843466,0.6440729346739091,0.4292255399401101,0.11286409672989213,-0.1405706459972198,0.05902102620381475,0.09490180579294197,0.11944655278964167,0.9139486492793704
Belchertown,-0.045700128607747324,-0.9246334141098074,0.3682248841079158,-0.31124027680209804,-0.5953842379233493,-0.2872350122030285,0.34518344756816033,0.12012580974562907,-0.5070826101771412,-0.15431438144816306,0.09116939378923998,-0.1859736971719617,-0.33665444885104445,-0.513602056547519,0.7429393193055449,0.2205565484243816,0.12724652083388927,0.050056537990359404,1.8870669011323864,0.022051267957980014,-1.4017313073362057,-0.6935549556576484,0.34157612066732645,-0.06814605050030799,0.2825305160183291,-0.14991272684776988,-0.6978186367446031,0.12966579968880346,-0.0147921413841845,-0.5971227237605784,-0.6037753459883469,-1.0914553556314988,-0.08966277594774018,0.5184349869501247,1.1457260321543214,0.5215296000344157,-0.5693187491552514,-0.18805192184152314,0.9425672251376364,2.9967926086460825,-0.595955437211128,-0.3720849649457556,-0.4023355870822046,-0.4588568702479566,-0.9366742204167652,0.2379815261491429,-0.226715192966232,0.18961706074995507,0.0014611010679174453,-0.00915739962782035,0.15714572730394485,0.493338333404085,-0.10076249203699872,0.3547187748995685,3.911292229484322,0.22734830224578376,0.9512222850451144,1.151856235604939,-0.3256061503617834,1.4534680316860558,-0.010882478012751362,-0.4180809326009831,0.4086679993205802,-0.4237762758584759,-0.2340475438726117,0.04637179642893993,-0.2110025074627613,0.4272438844618395,0.4688109546068229,0.6948682802557419,-0.055277160770959885,0.8847342294154685,-0.6644492170303654,-0.8180590922291565,0.2253854641468024,1.2659703674046832,0.8232435516709583,-0.018123865916606245,-0.7753753475466997,-0.9517758950547842,-1.5070132577241617,-0.22059436446464764,-0.2224509568575176,0.2617274341869029,-0.5949371359277178,0.03409065077609861,-0.4691539769408453,0.3831920914883116,0.6334977434369462,0.2803898015801961,-0.5006959290647703,-0.35832765656693005,0.5162383479941184,0.04233404053368853,0.07690195963260009,0.11153959170322922,-0.10906931359903584,-0.5399556309928332,0.19742972907896167,-0.3900313562490456,-0.033797875715997426,0.9432994129293104,0.724533669891247,-0.15248871503457995,0.10877362621353302,0.2706984971218419,0.00020438722722842915,0.09056180317140967,0.16037110878979646,0.11348406514355093,0.4916820219843514,-1.2261148106473172,0.19808624585303108,0.4816963909001543,-0.15406884862284992,0.4746802887178434,0.4451170920601733,0.34587474768067544,-0.275012871460501,-0.15156479537218498,-0.7092295888666389,0.4398980689361201,0.31437981116134683
Bellingham,-0.4738925040433851,-0.3276092822028231,-0.3640245441730411,-0.31124027680209804,-0.43451574832783,0.07879342735486515,-0.16733512305969378,0.1055813315894012,-0.2344870977473988,-0.15431438144816306,-0.2019780975976578,-0.1859736971719617,-0.5525920348196103,0.366852473794582,-1.2992319871957791,-1.3880266385723827,-0.6249448165149485,-0.10378727428960363,-0.12622877986798575,-0.5139996256813418,0.8890658306824547,0.6683275688918269,0.9327575001475592,-0.5797844516366639,-0.173699912754313,0.6900225604039166,0.09512440849511036,0.7923038037407849,0.8479314365841718,0.3358377749853553,-0.6037753459883469,0.3918414362995731,0.30270541093426195,0.3885177948372053,0.5430436903327108,0.04790785975271234,-0.5639663695472301,-0.022043498733695484,0.4304610149597712,-0.2580855048889619,-0.2958162222011711,-0.2980895979792056,-0.4023355870822046,1.7030056996451108,-0.6109148432889132,-0.2175632632480954,-0.11184167275571584,0.11326994595766092,0.02796329964702319,-0.00915739962782035,0.2564839538318083,-1.041417766532075,0.44388401241358205,0.5630439972045955,-0.4393963407703081,0.13871790585221122,-0.39519295834315066,0.5280352725071247,-0.08955726447035142,-0.4188021811084022,-0.07824029930549031,-0.5119685892503386,1.150292132512427,-0.6773052903911588,-0.33824301683782404,-0.622795094239702,0.17136222198478673,0.1745032856185759,-0.8592866042195635,0.08763998170599348,-0.055277160770959885,1.81262053698592,-0.4644592140196535,-0.7639534315220838,0.5823277016961861,-0.517771571300047,-0.8596947958716734,0.09397264398168136,-0.5412368406200271,0.9949123875467462,0.2277063321271312,-0.27319389194767985,-0.11950578199124262,0.3022540143414576,-0.390575073461924,0.042445606112922286,-0.4915770644706962,-0.1330331094080586,-0.9341587230950192,-0.1231133081366167,-0.4568928364200567,-0.2733381582796293,0.5162383479941184,0.19437562993426227,0.13187666787551658,-0.4811427571796784,-0.2558910873186127,-0.5009078592422607,-0.09754525136769754,-0.4674738369743959,-0.1219452597965225,0.28524374310157674,0.11990808842909866,0.01315236383244957,0.11562922855550865,0.2706984971218419,0.3969146027713905,0.09100788534858116,0.20813594735486315,0.13600043156446873,0.02622965179375987,-0.6910252549389431,0.015613602266927862,1.5919317642478787,0.3374043907824185,0.4578489224048626,0.3860913270427959,0.8360302976441792,-0.38256665183112604,-1.072877764767184,-0.14877437440693106,-0.06748349829580409,0.36767481899406
Belmont,0.18486499662682693,-0.6833691539140243,0.03026360951670495,-0.31124027680209804,2.109156308367381,0.6894932837295327,0.3964353046309456,-1.2740871810429235,-0.23039121049417904,-0.0925200745456512,2.5098091380392,-0.013273392593277495,-0.09301206386674668,2.0213502401161803,1.1202700696110188,-0.03863424459721165,-1.0081768265702633,-0.9200988655164878,-0.8008506367907479,-1.169012174951788,-0.6979684488415353,-1.0066420191803596,-1.0500045780772995,-0.5797844516366639,-1.0244108563467698,-0.9397280191089076,-1.0361688731891732,-1.302672387823157,-1.0841519029566775,-0.033169574658798766,-0.21830412087258005,-0.058375658306201575,-0.5373162386471464,0.973145159345342,-1.2248245123440142,0.8500253967638687,0.8369728516488163,0.5755868244544832,-1.6384480741588074,0.18077446547531412,1.9552278903735056,-0.10076861940173903,1.5576176855629575,0.3818674624882363,0.7464158947438028,-1.0067464899503535,-0.15416349599116916,0.10273930943458558,-0.0250410975111883,-0.00915739962782035,0.5544986334153986,0.5053756361486831,-0.27009457553690897,-0.9687591079794268,-0.7619037783909275,0.5517572556296182,0.1570699806659219,0.2355931040430785,0.8658856239096867,-0.07047283919315434,-0.17759308571228025,-0.5870787145698221,0.8412820770158236,-0.6130779400428792,9.173315158129418,3.7464710742437832,0.002447269440547409,-1.6550874381640877,-0.9446643044298312,0.21184577004571475,0.2435731764303436,-0.28876904192363284,-0.3311325453458455,-0.060579842330139966,-0.14345484798756006,-0.9424720328964112,-0.5961020426421045,0.3181656637782566,0.10264405342832306,0.02156824624598089,1.4694003543364782,0.6998973664883529,0.8854352107509789,-1.4606522223816705,-1.5145664170237896,0.20949440889484847,-0.5483326705469339,0.6838596247949772,0.4957668997152295,0.5973215476702651,0.10378674943227796,-0.7909380780791695,-2.966295580986788,0.4486174768477206,1.1358458404194507,0.474606593502362,0.4491948725207505,0.6965571411086279,0.4924047095256204,-0.3900313562490456,0.5244688901273272,-0.04378409181228975,0.18708870859155952,-0.3269906626617851,0.07019121472315944,0.2706984971218419,0.922210974856592,0.09480617314187974,0.20131751832730185,0.11316586674552576,0.9472002023310198,0.8444645067522896,-0.4190272151108407,0.33043038887591164,0.4073103707792928,0.6489257125509347,0.7856503517758113,0.5694651339744196,-0.5976742125723759,-0.07259511228118508,0.4116808400527769,0.4398980689361201,0.5675310983667345
Berkley,-0.27626525384232153,-1.413731508688422,-0.8709664560598573,-0.31124027680209804,-0.3535940232585688,-0.96513795106337,0.9089538752588,0.31904415663598323,-0.6178601935165324,-0.15431438144816306,-0.7250037440184269,-0.1859736971719617,-0.5397286651290496,-0.9225396902108192,-0.5309733906407966,1.797812369248065,1.2421035970089749,0.9361120147577902,-0.6095631040645206,-0.7964416363821687,-0.7528350178339848,-0.2590828486789336,0.11923289771533248,0.8051466592479161,0.18977651604558565,-0.0994669461466044,1.196855584311395,0.2028616472779833,0.986456540126749,-0.8576877375269001,-0.6037753459883469,-4.570882655506242,0.8525589628321288,0.7566165058238097,1.0051001523959455,0.3886612753786691,-0.21753821353840605,1.7044375221822974,1.0142620945625376,-0.2946571690859849,-0.6960018422144469,-0.4707454542344888,0.010286154527303214,-0.5789603463531271,-0.9366742204167652,1.1362388573549662,0.5199626884021227,-0.460649744549929,0.0014611010679174453,-0.00915739962782035,0.08984608657838915,-0.6045647782518876,-0.2979788286399553,0.7591147946681505,-0.5721935209670338,-0.4513194758637583,0.45470224172303997,0.3626451418305693,0.07854786891575738,1.5084674014621475,0.2450772428996567,-0.6434113085594354,0.6558760437178621,-0.8801285020173051,-0.33824301683782404,-0.681839231651641,-0.6987943574554087,0.38179437347155176,0.4000344738818852,0.5982637782137364,1.0021932631721149,0.2843372068698816,-1.4310775619047604,-0.7504270163453157,0.5228373287712889,-0.7216277928663021,1.7762327364240154,0.5703828110494034,-1.097315794570875,-1.3843732911884576,-0.5940029472761129,0.037143320202190085,0.07658026537309168,-0.7717003597542407,-0.8333595421378098,0.011452751254978808,-0.2334041704295907,0.3994165358275384,0.8765244327668577,0.4257842142585003,0.9535667467397232,-0.5469698497297236,0.5162383479941184,0.8965409365728763,-0.7483695206252986,-0.08411488350846169,-0.8141552734384,-0.5659874788265482,0.3940797160434007,-0.6998012791504468,-1.1792983299245166,1.235768599519414,0.8420997551755537,0.23134467001714684,0.06063149583628227,0.08770154286332528,0.10612807472561256,0.07987085909692737,0.08127675626304441,0.13600043156446873,-0.6035312992017573,-0.8189083322256298,-0.16724722055370014,0.2362458970494987,0.5417131758613412,0.13974154555977095,-0.16330233196510027,1.0068326839650297,-0.8665586634989383,-0.07259511228118508,-0.9285381510465246,-0.6015693585399348,-1.9773055256453216
Berlin,-0.6056440041774275,1.150333074633742,-0.6456589396657167,-0.31124027680209804,0.3591021336767317,0.0910741130199725,1.421472445886654,0.7173460795727471,-0.6083422403597898,-0.15431438144816306,-0.5715809860323553,-0.1859736971719617,-0.6804810316054783,1.6825447824049289,-0.28139818627069585,-1.1127954058634146,-1.4754364490418532,-0.3779340791951105,0.4669290414392394,-0.14236845993994532,0.9985518940040148,0.17030531286191633,-0.6250386991648718,1.1463069820964844,0.6455054564185508,-0.7369059396576474,-0.8103045570568435,-1.0697267560146546,-0.21615273603342805,-0.3737539186024811,-0.6037753459883469,0.3918414362995731,0.38401783088490904,-0.2827210310795444,3.0140412918013144,-0.7302261181500992,-1.1071406173543528,-0.07184602566604377,0.4816716359775578,-1.0992337814204902,-0.5459322347094685,-0.4214152095901222,0.010286154527303214,2.183419604065793,-0.42088853996433295,-0.36941152638050817,-0.2448531172099977,0.05271878594997936,-0.16638615659975228,-0.00915739962782035,0.3558221803596717,0.3248160949797229,-0.3418708496200409,0.6488249710949009,0.02223195229450007,-0.21888538444422972,-0.20544534606353546,-0.1200069586314609,0.006236730646666411,-1.039836731496772,-0.21913040884280266,0.3705753832536035,-1.2599863003610765,-0.3088431226036597,-0.33824301683782404,0.6466538601169864,-0.9968602351590706,0.45091894791405296,0.6063639160566988,-0.34017995590860123,0.381504101292484,-0.6435491007005701,0.8688074727184248,0.07468430943754126,-1.5117334252601966,1.5547666812902103,0.2960580452118206,1.6352996550831345,-0.2778310203275201,-0.374979366876553,-0.3383600603506592,0.02136346195728089,0.15011253313471976,-1.075649710913401,0.8696576450771377,0.009146969839525669,0.24854333274675225,0.5241171483037492,-0.09643968249594984,0.04299069888848532,1.2163853026080051,-0.17998311389765345,0.5162383479941184,0.052765092353751764,-1.5530585164646498,-2.2173363776326425,2.441935553934195,1.4731076869047317,0.8872956121826406,-1.0521095455144416,0.2661353289867287,-0.13518071262169726,0.05272746826663763,-0.4750529211894268,0.2425653432135545,0.2706984971218419,-0.4816897522069194,-0.0011628091870443346,-0.37869580175343176,-0.1890114708275916,0.3467920834500468,0.5814528170824149,0.8077738065011223,0.33043038887591164,0.5417131758613412,0.8510296401301847,0.7439789322003824,-0.381932598529269,-0.05990531071925107,0.21696039238581452,0.09490180579294197,-0.2811178423934564,0.9139486492793704
Bernardston,-0.0127622535742367,-0.44165981390492665,-0.19504390687743567,-0.31124027680209804,-0.8089005968410384,-0.26374655618861825,0.4476871616937313,0.506902131074761,-0.4832795505243431,-0.15431438144816306,-0.6301102800770997,-0.1859736971719617,-0.7311677934431822,-0.8901958801732008,-0.16780056993621895,-0.9109465763790958,-0.0714630713586895,-1.4943054409385546,-0.8003686575031885,0.5723790730951297,1.170313868041862,0.3084353313448453,0.3749352435186,1.597831531073321,-0.6565255682478268,0.7043741900036513,1.03642973375683,0.6964576088706671,1.5069349319376444,-0.8576877375269001,0.4075148584146143,0.3918414362995731,0.22866238429638724,0.06372481455490679,0.2015236966337978,0.15049243300137016,-0.04930738551387586,-0.2046527641523059,0.6967562442522617,0.8390644210217272,-0.6960018422144469,-0.4707454542344888,0.7323742023439419,0.5019709385934067,-0.502328384246296,0.13104612957702222,-0.5301230586003963,0.6235027818125491,-1.6021066826386834,1.4892935667153775,-2.5708469703349186,-0.10354198728883213,0.3576895164803469,-2.1206750430778114,-0.5152804437398657,-0.4779949350170317,0.2684584495485211,0.09792939302708348,-0.9204471118927852,-1.039836731496772,-0.2264275061495161,1.1028991051185757,-1.1981842892617562,-0.8801285020173051,-0.33824301683782404,-0.2291675114934421,-0.9968602351590706,0.5046320063571202,1.4269384791887159,-0.4781863873971804,-0.561023885265474,1.348677383200694,0.9021391398868768,-0.2499496548048942,-0.7978489501614302,2.523083733729922,-0.5149965801099294,-2.3161023188315,0.687990320745005,-0.0865811027874373,0.11814509487336525,1.9238707840131544,1.2215807643899967,3.752745375950895,0.09571285021278478,0.4383259235888297,-0.6524220165436564,0.5282226880053505,-0.4664113607714545,0.5285890421351764,-0.9212056184540216,-0.026623832089928755,0.5162383479941184,1.0835932570419329,-0.7693994518681202,0.9829368335599108,-0.17152968407356822,0.4601373638639042,1.2138466615724102,-1.8770572359149733,0.0883180279353451,0.44975766055851024,-0.08163377205828412,-0.4750529211894268,0.39804818084784543,0.2706984971218419,0.3237347319886109,0.045915524684786026,-0.3186283178168981,-0.4767407055787554,-0.008838400877364762,0.2254670464496634,0.24229765151548915,1.1866530418433106,0.5417131758613412,-0.19557998428431825,2.0859743626281317,-0.616854653454171,-0.5438973223870635,-1.5993423187071831,0.6309894022326625,0.33308089688729403,0.9139486492793704
Beverly,0.18486499662682693,-0.5522511789759478,0.7625130377976619,1.0656358268842514,0.16313506453309914,0.025944401322441992,-0.06483140893412287,0.5726507340054476,-0.3672656987891498,-0.13592744338124674,-0.4007096755708694,0.044554512338696735,-0.048593439984531306,-0.10324638767700517,0.5114546471236052,-0.3179999292523967,-0.14116694141603656,0.062395721168464376,0.3389930861129647,-0.3402254798847644,1.0581583329056268,0.32245795895970336,-0.10699678665799864,-0.3862725169045019,-0.2851062750080505,-0.401268719492588,-0.1566491011204269,0.4146506183804449,-0.3607352794600239,-0.3756356212869874,0.8245919435678836,0.3918414362995731,-0.829180574029558,-0.6075140113618429,-1.023930398403477,0.5943330293090471,-0.3091746437240113,-0.022043498733695484,-0.6654462748208626,-0.2215138406919389,0.6879734269981321,0.5898548056193939,0.010286154527303214,-0.21864991803761588,0.013457296206136162,-1.573504091782599,-0.07858881164214541,0.029024853773060494,-0.030930474973211806,-0.00915739962782035,-0.28987629207144056,-0.07843354696428807,0.34301010062688353,-0.4295644149546508,-0.9516140358148212,-0.4507782173428336,0.08729356374902937,-0.6310963070932757,1.7302474736078193,0.014317855878320582,0.3292745195155805,-0.6997439025490487,0.34686598822125875,1.1565545813952474,-0.04054166550864592,0.09557524427222247,1.7353044821128158,-0.5393845788270524,-0.9280630849445014,-0.20217352442002204,0.4274810762465308,0.3116279806219537,0.0021841263386739576,-0.22289682445135786,-0.15535292257253952,-0.2799393128060833,-0.2716801925134044,0.3742139187274004,0.24898062025749365,1.1391115195913042,-0.1922784106789712,-0.010196254532537495,0.06187381182076606,0.6467299456551721,-0.4927561046948209,0.13993009521310965,-0.5203625783690718,0.6340250820108677,0.6905064715508352,0.4543372955774185,-0.2773001565767306,-0.3274891680494155,-1.6072716302828518,0.34180657967081823,0.4466474988240827,0.12135221337347606,0.11116334698032944,0.5403660541063379,0.4268547138708073,-0.3900313562490456,-0.2688575665973976,-0.6470017891543787,-0.21599501238320606,0.04359010110283379,0.09612805545932268,-0.853355423191986,0.5655299765551418,0.09759041112454647,0.24291045158926694,0.12780396390133011,-0.4840080603629146,-0.6173458570169821,-1.1484854272184208,-0.8568650232388797,0.3728595589657443,0.4691505475590774,0.08642205849303433,-1.9965782467756552,-0.2481244263678448,-0.6253828939181844,0.16800465985290386,-0.6816822375765544,0.00793351612324582
Billerica,-0.1774516287417897,-0.06163001576947867,-0.08239014868036529,-0.31124027680209804,-0.019182557008489337,-0.2800579839764032,0.14017601931701856,-0.13262730093937233,0.18756002542203493,-0.15431438144816306,0.6677066181516947,-0.1859736971719617,-0.011199259905923905,0.7002965396146275,-0.917042041716198,-0.45048795861965,-0.3062059082310798,-0.28030068438322336,0.6076296793053317,-0.3217044893088427,-0.3459813117764099,-0.27713657495103305,1.271458123445031,-0.5442252176096387,0.4149890597619078,0.4148359574436979,-0.37643208523669386,0.22727410623152824,0.7667930707752926,0.4661390691624057,0.6916039817462738,0.3918414362995731,0.033693213153102766,-0.1094981082623185,0.2617919308159589,-0.37701180469596507,-0.15044890362407062,0.4261792436574383,0.676271995845147,-0.6969454752532375,-0.1123978130284196,-0.5447408212010387,-0.09286928087507376,-0.21864991803761588,-0.9366742204167652,1.3051967839389178,0.1330203045351211,-0.1157713984192215,0.010295167260952696,-0.00915739962782035,-0.5382218583910992,0.12018194832156807,-0.2632508437079052,0.13413912775306938,1.116227770105621,0.04547674204777314,-0.0514306215627554,0.08938118057591775,-0.2766013198052045,0.8324334812976859,0.0020277710683569987,-0.6434113085594354,0.6558760437178621,-0.3561685386497605,-0.33824301683782404,-0.3570964758859765,-0.2498472822861472,-0.10802740179195804,-0.9422927016462128,0.19804512689685685,0.4734580512005776,-0.4525136844360652,-0.3977958796827495,-0.07410625750690812,0.20158931497684351,0.31464133342882683,0.15412348578051474,-0.15824450328946538,-0.5705041539858611,-0.4110291498876924,-0.13749779205208873,-0.0890955457570788,0.07167811418898604,-0.16380165743592082,-0.3565147297176249,0.093228909890492,-0.5898452194873446,0.4881848870179034,0.6061632445712609,-0.06590875971054977,0.055603347523093205,0.10931346108211908,0.5162383479941184,0.2941205806229937,0.4570411394885561,-0.5223557681947149,-0.8568360216126957,-0.9694811202491292,0.0007797421145221929,-0.3900313562490456,-0.09256279843634747,0.30352306726345823,0.11990808842909866,-0.17182709665032672,0.10061652788717397,0.21234717039300866,0.5040664443606083,0.09757264663073316,0.2145638196328961,0.12589502166617045,-0.14035703817872078,0.08808371899954077,0.4866959287591544,-0.04916165393963429,0.37516972503175977,0.4769678485967132,-0.08724990396194106,0.5485571876083707,-0.08679375581190732,-0.17788802306918494,-0.2949800825268548,-1.0021337537230328,0.00793351612324582
