index,BE,CC,ECON,EDU,EMP,HEA,HOU,VIO,AVG
Westwood,0.33,0.47,0.44,0.65,0.7,0.14,0.5,0.13,0.42
Weymouth,0.23,0.47,0.24,0.47,0.65,0.2,0.17,0.15,0.32
Whately,0.08,0.96,0.2,0.9,0.84,0.0,0.1,0.13,0.4
Whitman,0.09,0.47,0.25,0.48,0.84,0.06,0.18,0.14,0.31
Wilbraham,0.07,0.54,0.13,0.51,0.65,0.2,0.13,0.14,0.3
Williamsburg,0.08,0.89,0.26,0.57,0.78,0.0,0.15,0.14,0.36
Williamstown,0.59,0.9,0.06,0.78,0.33,0.15,0.19,0.12,0.39
Wilmington,0.12,0.47,0.15,0.53,0.8,0.18,0.15,0.12,0.32
Winchendon,0.11,0.67,0.27,0.4,0.72,0.06,0.11,0.15,0.31
Winchester,0.27,0.46,0.35,0.76,0.68,0.47,0.67,0.11,0.47
Windsor,0.03,0.96,0.21,0.7,0.66,0.0,0.1,0.2,0.36
Winthrop,0.49,0.48,0.18,0.45,0.65,0.08,0.21,0.13,0.33
Woburn,0.16,0.46,0.19,0.49,0.75,0.21,0.2,0.14,0.32
Worcester,0.23,0.43,0.16,0.19,0.39,0.25,0.12,0.17,0.24
Worthington,0.08,0.96,0.32,0.37,0.83,1.0,0.1,0.19,0.48
Wrentham,0.17,0.54,0.19,0.73,0.77,0.11,0.2,0.12,0.35
Yarmouth,0.12,0.51,0.18,0.48,0.37,0.17,0.14,0.17,0.27
