Feature,Importance
property_val_USD,1.0467509650295141
licensed_nurses_per1000,1.009683250844986
Unnamed: 0,0.7895797786996909
preschool_%,0.6186904871852654
private_school_%,0.47527266241220895
health_insurance_coverage_%,0.45016734900369326
tobbaco_retailers_2019_%,0.20000808339000042
public_school_%,0.13252719394369897
costas%income_wmgage_30to35%_%,0.06186085240181542
