Feature,Importance
race_Wh_%,0.8400425339505772
median_age,0.5374317995304444
population_density,0.44049642288333535
lt5years_%,0.32523098544487544
rural_population_%,0.3196274997115503
race_Asian_%,0.31884014072664346
race_Afam_%,0.28367415811876884
age_lt18_%,0.18651227615815946
race_Two_%,0.16550514488983792
young_females_%,0.07635743725308552
race_Hawaii_%,0.00916219486114689
race_Alaska_%,0.006750001298683237
print_media_circ_%,0.006129035426868518
