Feature,Eigen value (%)
below_poverty_level_%,0.6916085338249373
debt_pervaluation_%,0.20231327743000474
households_recfoodstamps_%,0.06636104423670447
snap_%,0.018177621730807208
median_household_income_USD,0.014703179523024357
income_capita_USD,0.004392463390144193
gini_index,0.0017000082421589526
median_earnings_retail_USD,0.0007438716222189073
poverty_child_%,1.0329913690623641e-32
