index,BE,CC,ECON,EDU,EMP,HEA,HOU,VIO,AVG
Weston,0.77,0.45,0.3,0.46,0.67,0.27,0.86,0.89,0.58
Westport,0.96,0.71,0.12,0.43,0.46,0.13,0.15,0.86,0.48
Westwood,0.64,0.47,0.18,0.45,0.65,0.14,0.5,0.87,0.49
Weymouth,0.79,0.47,0.2,0.43,0.36,0.19,0.17,0.85,0.43
Whately,0.92,0.96,0.37,0.56,0.59,0.0,0.1,0.87,0.55
Whitman,0.92,0.47,0.2,0.43,0.57,0.06,0.18,0.86,0.46
Wilbraham,0.95,0.54,0.13,0.43,0.66,0.2,0.13,0.86,0.49
Williamsburg,0.91,0.88,0.17,0.58,0.45,0.0,0.15,0.86,0.5
Williamstown,0.54,0.9,0.12,0.51,0.42,0.15,0.19,0.88,0.46
Wilmington,0.9,0.47,0.18,0.43,0.56,0.18,0.15,0.88,0.47
Winchendon,0.92,0.67,0.39,0.42,0.46,0.06,0.11,0.85,0.48
Winchester,0.74,0.46,0.18,0.45,0.74,0.46,0.67,0.89,0.57
Windsor,0.98,0.96,0.1,0.42,0.66,0.0,0.1,0.8,0.5
Winthrop,0.54,0.48,0.2,0.43,0.54,0.08,0.21,0.87,0.42
Woburn,0.85,0.46,0.18,0.42,0.57,0.2,0.2,0.86,0.47
Worcester,0.82,0.43,0.81,0.41,0.32,0.24,0.12,0.83,0.5
Worthington,0.91,0.96,0.12,0.58,0.88,1.0,0.1,0.81,0.67
Wrentham,0.82,0.54,0.15,0.45,0.49,0.1,0.2,0.88,0.45
Yarmouth,0.89,0.51,0.13,0.43,0.36,0.17,0.14,0.83,0.43
