Hamilton,0.23
Hancock,0.23
Hingham,0.23
Lee,0.23
Mashpee,0.23
Mattapoisett,0.23
Newburyport,0.23
Rehoboth,0.23
Tisbury,0.23
Tolland,0.23
Wilbraham,0.23
Belmont,0.24
Bernardston,0.24
Clarksburg,0.24
Deerfield,0.24
Douglas,0.24
Groton,0.24
Hinsdale,0.24
Medfield,0.24
Needham,0.24
North Andover,0.24
Paxton,0.24
Phillipston,0.24
Plympton,0.24
Sandwich,0.24
Sharon,0.24
Sheffield,0.24
Shelburne,0.24
Shrewsbury,0.24
Somerset,0.24
Southampton,0.24
Southborough,0.24
Stow,0.24
Topsfield,0.24
Wenham,0.24
Boxford,0.25
Brookfield,0.25
Cambridge,0.25
Erving,0.25
Falmouth,0.25
Hopkinton,0.25
Hubbardston,0.25
Seekonk,0.25
Truro,0.25
Upton,0.25
Wayland,0.25
West Stockbridge,0.25
Yarmouth,0.25
Acton,0.26
Amherst,0.26
Andover,0.26
Ashby,0.26
Ashfield,0.26
Berlin,0.26
Cohasset,0.26
Dennis,0.26
Dover,0.26
Duxbury,0.26
Eastham,0.26
Harvard,0.26
Holland,0.26
Nantucket,0.26
Norwell,0.26
Sherborn,0.26
Sutton,0.26
West Boylston,0.26
Westford,0.26
Chatham,0.27
Gosnold,0.27
Longmeadow,0.27
Newbury,0.27
Newton,0.27
Northfield,0.27
Otis,0.27
Reading,0.27
Sunderland,0.27
Wellfleet,0.27
West Newbury,0.27
Boylston,0.28
Dunstable,0.28
Hatfield,0.28
Marblehead,0.28
Rockport,0.28
Scituate,0.28
Wellesley,0.28
Winchester,0.28
Brookline,0.29
Manchester-by-the-Sea,0.29
New Ashford,0.29
West Tisbury,0.29
Hawley,0.3
Orleans,0.3
Pelham,0.3
Plainfield,0.3
Princeton,0.3
Sudbury,0.3
Williamsburg,0.3
Brewster,0.31
Buckland,0.31
Lexington,0.31
Leyden,0.31
Oakham,0.31
Royalston,0.31
Washington,0.31
Blandford,0.32
Carlisle,0.32
Chesterfield,0.32
Monroe,0.32
Weston,0.32
Whately,0.32
Becket,0.33
Colrain,0.33
Granville,0.33
Windsor,0.33
Florida,0.34
Mount Washington,0.35
Stockbridge,0.35
Conway,0.36
Petersham,0.36
Worthington,0.36
Cummington,0.37
Goshen,0.37
Leverett,0.37
New Salem,0.37
Montgomery,0.38
New Marlborough,0.38
Peru,0.38
Richmond,0.41
Shutesbury,0.41
New Braintree,0.44
Aquinnah,0.47
Sandisfield,0.47
Charlemont,0.48
Alford,0.5
Heath,0.52
Tyringham,0.52
Monterey,0.53
Wendell,0.54
Savoy,0.56
Chilmark,0.65
Rowe,0.91
Middlefield,1.0
