Florida,0.0
Hawley,0.0
Monroe,0.0
Athol,0.01
Cheshire,0.01
Douglas,0.01
Hadley,0.01
New Salem,0.01
Orange,0.01
Erving,0.02
Middlefield,0.02
Savoy,0.02
Springfield,0.02
Tolland,0.02
Wendell,0.02
Charlemont,0.03
Clarksburg,0.03
Colrain,0.03
North Adams,0.03
Peru,0.03
Royalston,0.03
Russell,0.03
Wales,0.03
Auburn,0.04
Chester,0.04
Fitchburg,0.04
Greenfield,0.04
Holyoke,0.04
Pittsfield,0.04
Rowe,0.04
Adams,0.05
Becket,0.05
Brookfield,0.05
Dalton,0.05
Heath,0.05
Lanesborough,0.05
Lawrence,0.05
Northfield,0.05
Phillipston,0.05
Shirley,0.05
Southbridge,0.05
Warwick,0.05
Windsor,0.05
Ashfield,0.06
Berkley,0.06
Buckland,0.06
Chicopee,0.06
Easthampton,0.06
Fairhaven,0.06
Gardner,0.06
Gill,0.06
Hinsdale,0.06
Holland,0.06
Lee,0.06
Montague,0.06
New Bedford,0.06
Norton,0.06
Palmer,0.06
Spencer,0.06
Ware,0.06
West Brookfield,0.06
Whately,0.06
Winchendon,0.06
Worcester,0.06
Agawam,0.07
Attleboro,0.07
Avon,0.07
Brimfield,0.07
Brockton,0.07
Chesterfield,0.07
Cummington,0.07
Dudley,0.07
Great Barrington,0.07
Hancock,0.07
Hubbardston,0.07
Leyden,0.07
Ludlow,0.07
Oakham,0.07
Oxford,0.07
Plainfield,0.07
Shelburne,0.07
Somerset,0.07
Southwick,0.07
Wareham,0.07
West Springfield,0.07
Acushnet,0.08
Blackstone,0.08
East Longmeadow,0.08
Everett,0.08
Fall River,0.08
Holbrook,0.08
Lakeville,0.08
Lancaster,0.08
Lowell,0.08
Millville,0.08
Monson,0.08
Mount Washington,0.08
New Ashford,0.08
New Marlborough,0.08
Petersham,0.08
Salisbury,0.08
Templeton,0.08
Warren,0.08
Wilbraham,0.08
Ashburnham,0.09
Boylston,0.09
Conway,0.09
Holden,0.09
Leicester,0.09
Lynn,0.09
North Brookfield,0.09
Otis,0.09
Sandisfield,0.09
South Hadley,0.09
Swansea,0.09
Bernardston,0.1
Charlton,0.1
East Brookfield,0.1
Hardwick,0.1
Huntington,0.1
Leominster,0.1
Maynard,0.1
Northampton,0.1
Northbridge,0.1
Sturbridge,0.1
Taunton,0.1
Westfield,0.1
Williamsburg,0.1
Yarmouth,0.1
Belchertown,0.11
Carver,0.11
Chelsea,0.11
Clinton,0.11
Dartmouth,0.11
Grafton,0.11
Harwich,0.11
Haverhill,0.11
Lunenburg,0.11
Mashpee,0.11
Methuen,0.11
Milford,0.11
Millbury,0.11
Paxton,0.11
Raynham,0.11
Westminster,0.11
Westport,0.11
Ayer,0.12
Barnstable,0.12
Blandford,0.12
Bourne,0.12
Easton,0.12
Egremont,0.12
Freetown,0.12
Hatfield,0.12
Hudson,0.12
Hull,0.12
Pembroke,0.12
Revere,0.12
Sheffield,0.12
Shutesbury,0.12
Sunderland,0.12
Swampscott,0.12
Webster,0.12
West Stockbridge,0.12
Weymouth,0.12
Wilmington,0.12
Abington,0.13
Amesbury,0.13
Ashby,0.13
Barre,0.13
Dennis,0.13
East Bridgewater,0.13
Halifax,0.13
Kingston,0.13
Plymouth,0.13
Richmond,0.13
Rochester,0.13
Rockland,0.13
Stockbridge,0.13
Stoughton,0.13
West Boylston,0.13
Whitman,0.13
Billerica,0.14
Brewster,0.14
Dracut,0.14
Newburyport,0.14
Rehoboth,0.14
Rutland,0.14
Salem,0.14
Shrewsbury,0.14
Worthington,0.14
Bridgewater,0.15
Eastham,0.15
Falmouth,0.15
Leverett,0.15
Malden,0.15
Middleborough,0.15
Monterey,0.15
Oak Bluffs,0.15
Pepperell,0.15
Plympton,0.15
Randolph,0.15
Sandwich,0.15
Sterling,0.15
Sutton,0.15
Williamstown,0.15
Bellingham,0.16
Braintree,0.16
Deerfield,0.16
Dighton,0.16
Foxborough,0.16
Groton,0.16
Lenox,0.16
Millis,0.16
New Braintree,0.16
Norwood,0.16
Princeton,0.16
Uxbridge,0.16
Wakefield,0.16
Wellfleet,0.16
Westhampton,0.16
Woburn,0.16
Boston,0.17
Franklin,0.17
Granby,0.17
Hopedale,0.17
Ipswich,0.17
Montgomery,0.17
Washington,0.17
Wrentham,0.17
Beverly,0.18
Groveland,0.18
Hampden,0.18
Holliston,0.18
Longmeadow,0.18
Medford,0.18
Natick,0.18
Quincy,0.18
Townsend,0.18
Amherst,0.19
Canton,0.19
Danvers,0.19
Dedham,0.19
Framingham,0.19
Hanson,0.19
Littleton,0.19
Marlborough,0.19
Marshfield,0.19
Somerville,0.19
Southampton,0.19
Westborough,0.19
Medway,0.2
North Attleborough,0.2
Northborough,0.2
Stoneham,0.2
Walpole,0.2
Watertown,0.2
West Bridgewater,0.2
Chelmsford,0.21
Georgetown,0.21
Hanover,0.21
Melrose,0.21
Merrimac,0.21
North Reading,0.21
Plainville,0.21
Seekonk,0.21
Tewksbury,0.21
Tyngsborough,0.21
Waltham,0.21
Goshen,0.22
Mansfield,0.22
Mendon,0.22
Middleton,0.22
Newbury,0.22
Norfolk,0.22
Upton,0.22
Gloucester,0.23
Milton,0.23
Reading,0.23
Tisbury,0.23
Winthrop,0.23
Berlin,0.24
Granville,0.24
Peabody,0.24
North Andover,0.25
Southborough,0.25
Dunstable,0.26
Westford,0.26
Arlington,0.27
Hingham,0.27
Mattapoisett,0.27
Medfield,0.27
Pelham,0.27
Acton,0.28
Essex,0.28
Orleans,0.28
Scituate,0.28
Stow,0.28
Alford,0.29
