\,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%
no_vehicle_avail_%,1.0,-0.530913022471234,0.17550062356501134,0.1675460694420809,0.3481331934680744,0.005888829441744089,0.049105625279487995,-0.1836732343500157,-0.4082471442387124,0.4133629443973022,0.014440825393135341,0.2883302415885088,0.13707181008539127,0.47268018914542215,0.46047036197991825,0.5581749101544342,-0.0156923911351055,-0.05892399108907927,-0.10326279770753015,0.014224617734032392,0.05202214748704364,-0.19185577749933655,0.14241447699168377,-0.08223489921822932,0.23877705020260176,0.21417189645804127,0.08465679158433466,-0.167850371793387,0.05769631185829835,-0.08895933540368597,0.046155174611457614,-0.1792829753096803,0.051081443124055166,0.08879469778991435,0.19451199241752024,-0.42502204268425675,0.3781766320966109,0.39703880085049287,0.447621813350097,-0.06932101809672714,-0.6915500072225556,-0.4172294736988206,0.03198351485488486,-0.006567676204491611,-0.16287996194604432,0.4941982177817064,-0.46568980437141855,-0.23121159969890698,-0.3922326233358911,0.31477614404325666,-0.25294212392987486,-0.1160747894296619,-0.08051213328456289,-0.6195735203882325,0.22890104839388972,0.5992959871500251,0.5385240601621415,0.5031593661035272,0.2631433469452206,-0.11913571651557553,-0.14162239092546047,-0.4771452268844557,-0.34686804793129034,-0.6622511881678737,-0.07458105310255723,0.01577940262382288,-0.04144406063405765,-0.013697032197394068,-0.24413256918163367,-0.18726700679911157,-0.2768185399926994,-0.21831318731486757,0.051736268569245264,-0.018392253670799063,0.09232541017099986,-0.09000674358262163,-0.33519614821531163,-0.12846643784179398,0.26711041625277543,0.07739747407246225,-0.055722859492631074,-0.06657591779543783,0.08352827453696687,0.3967911094424985,0.21911656832481455,0.2487691415907592,-0.3719470004560137,0.20245941022016153,-0.6753241098097157,0.6378346419082492,-0.46807483520119186,0.3216354119771016,0.198238339531018,0.17801258655393415,0.09805610810668261,0.21840394500846028,0.26999436320887404,0.28206223760527355,-0.757619111640833,-0.17661926039730805,-0.2144779591851043,-0.09908617880727541,0.027562735455555307,0.09904053086118766,0.2151393425385341,-0.029191588839183064,-0.13979952844902427,0.023483412214104295,0.0918994967950731,0.0021813150067513847,-0.037344281587954165,0.13076594274135114,-0.06951460689388494,-0.024283456991596442,0.10217673624543477,0.14521926546075448,0.09271194280247015,0.02036360097122469,0.03271337085727486,-0.11516257369703403,-0.22593662485468316,-0.22033162212997004,-0.08300291498066652,-0.10926427456972702,-0.024110517778188685,0.44940245652887895,0.04255911686202926,-0.16898235043457124,-0.06705939859950044,-0.3880099098637173,0.06173932062980837,-0.061739320629808435
below_poverty_level_%,-0.530913022471234,1.0,-0.10183071115761443,-0.243095665370987,-0.28664560937608496,0.2422042235493545,0.16432896783736223,0.5025056894054144,0.32531134190450867,-0.38885528786916407,-0.2090685784953382,-0.059471508030669695,-0.1556441954619214,-0.5341277314003996,-0.4028007840246683,-0.568018022413834,0.23492679749071446,0.330929644769222,0.47850340888836346,0.2873418002658361,0.04182054916917805,0.3527976683949179,-0.4134813287905095,-0.05234367381622178,-0.4204801954396706,-0.3836475733972207,-0.3563336269397884,0.13402153019716828,-0.22775477425353238,-0.08644410657414599,-0.13236777854228926,-0.01038608657252916,-0.4011961354590152,-0.22311892167214498,-0.3032639228362046,0.4665723507315358,-0.4235356740391072,-0.40707647678064285,-0.37372089123911834,0.1390964107194654,0.7321334331248122,0.4495366721212864,0.1422315903937392,0.20849868197847804,0.18060247091812304,-0.4651338714520908,0.3937660083446582,0.3078456071917418,0.8094143789677826,-0.2842182618671435,0.616169008042371,0.2352541363467158,0.228851307089474,0.18751382902383557,-0.37715379412223937,-0.11858459724680087,-0.36110367396380105,-0.13868723869288765,-0.2503997446956443,0.1876282359054946,0.5345793448589768,0.7680688712390658,0.3383330134037928,0.5446484560094885,-0.02989530497678102,0.017878308696626894,0.0015630901850749784,0.007144113643146086,0.44188614252946296,0.4139225555313876,0.4482425175825565,0.42312779151417773,0.010453324295816678,0.14215501727227978,-0.13499566411554714,0.0964077106793848,0.4746300289205418,-0.06308781427493028,0.019873260836771735,-0.056604515785039194,0.042225549757265585,0.04102020604373294,-0.01011839526500534,-0.21801884562790996,-0.1791037520571911,-0.2327019522311444,0.30974166624649013,-0.1421472908084875,0.681925638089173,-0.517513901464377,0.7365000462835316,-0.18155670608883845,-0.08501165382542958,-0.025933850284142794,0.10225625038532762,-0.17042199371788247,-0.28288852396631864,-0.20073267180930066,0.3544417870181838,0.015557239649985675,0.2705360127295224,0.13314210605537072,-0.027374193175373096,-0.0684495772626026,-0.30208831251247237,0.12080751342683303,0.06420380587043015,-0.020449552819713092,-0.03409925928383128,-0.03544912601722552,-0.08773529805226796,-0.14652387290411137,0.17442615386740373,0.18822090943126682,-0.22225636682679048,-0.2578184108682945,-0.21207140142081476,-0.001253959392533489,0.036050617030890755,0.05376102561893501,0.5902891974470929,0.49624218156882377,0.2539043796413327,0.36671212622055094,0.1629858690705803,-0.68035855227263,-0.35196893383288663,-0.14486461453470467,0.42052930016625945,0.22270603640214126,-0.048378692516431995,0.04837869251643207
exp_perpupil_USD,0.17550062356501134,-0.10183071115761443,1.0,-0.06598823877785674,0.04200489828935236,0.5254844381682672,0.4158920460168327,0.0733854422017466,-0.05164484694059247,0.06743360206468647,0.23786792276213659,0.15164754479091463,-0.006623661669427337,-0.02767634218635726,0.16306085931412867,-0.03355116513589318,-0.23371845184768902,-0.21520177143533914,0.22128683261611373,0.0733048650575545,0.2791642319335537,-0.05483950542255517,-0.16876788448804464,-0.04119129098764056,-0.003338557590412129,0.11454308294607463,0.08201673453344747,-0.04756620289617127,-0.22739614011806975,0.22183766188873452,0.05656789485491632,-0.26347501501361154,-0.234473798020711,-0.15103297583737185,-0.1336556710373255,0.16677064890911905,-0.16517334840194994,-0.11086516145845594,0.06901618886734968,0.13413731443633387,-0.10749105953742834,-0.11387419812226207,-0.08364210322766731,-0.26985937407056426,-0.17756722125451002,-0.013534233604290671,-0.007172987918715192,0.052219327762031816,-0.036740980902898845,-0.07939521491069783,0.08947173964201592,0.015259982902546862,-0.1504907008904865,-0.45472239378011287,-0.0821113443185877,0.17293967896380788,0.3704211314342361,0.43623877265319844,0.15418348166015283,0.3654408372905997,0.26758503440673853,0.12395712381705978,-0.4128075122302522,0.021603089507798476,-0.019683309262147054,-0.01941683712723653,-0.03751826705976966,-0.022462089292533516,0.1068276627831649,0.12949257718644183,-0.12277668586384816,0.006117830210288207,0.021883114253005997,-0.050825136611007606,-0.03817018501743935,0.03582211958933838,-0.04487131668501087,-0.2156253605735636,0.21074380958735595,-0.0011099313632869344,0.03126420036066311,0.04749258362563704,0.07283308928925684,0.07625298874097391,0.10751455823036796,0.11935748232364976,0.17175131879536132,-0.24761974269549283,-0.08473819231705783,-0.001457568249284186,0.13295635383051096,0.22668962993575742,0.1226409607055169,0.11939866404642159,0.254812321141229,0.0720788646242224,0.09125067110705161,0.1821461394058782,-0.0768892739694389,0.08877236772332353,-0.17371393799072937,-0.2724648301683426,-0.07571038092953195,-0.00499341980178362,0.3704777204808994,0.07778482293944629,-0.15009681775706016,-0.12828921124591447,-0.10124586197815301,0.025302769480404344,0.0064711389200273715,0.20470772666300596,0.04317979439554473,0.03340432644714998,-0.06741771996831447,-0.03858494333841856,-0.08662108652630802,0.33707799335009864,-0.08324485320527772,0.05677839920804701,-0.03731100358745489,-0.09371168966702526,-0.06341143553388179,-0.20921865943376478,-0.13020842225219437,-0.10333078915466629,-0.2614232900393009,-0.3211730273788617,0.29835311927089003,0.018415631394974423,-0.03764975603206084,0.03764975603206071
debt_pervaluation_%,0.1675460694420809,-0.243095665370987,-0.06598823877785674,1.0,0.10473264686602395,-0.04396807601287636,-0.008844908281705128,-0.1991702916214395,-0.26765360276449846,0.18386554018635573,-0.00900234539145555,0.1368555039306635,-0.055203595804255975,0.34737208929597907,0.007245595239173855,0.37070350596391866,0.001972073394272608,-0.040408733552996776,-0.06869785668620398,-0.006003626773830374,-0.1212536111282835,0.005194173801011038,0.09550607564344943,0.05750451960478398,0.1637769654308109,-0.03713224633312989,0.022219150831231722,-0.0233243454261787,0.09821415558165383,-0.12077571947437983,-0.1562424304573955,-0.07741868302382406,0.0579780304562678,-0.030965871678895286,0.10465030364703785,-0.18228374805281936,0.17123770415351847,0.1296439937026346,0.102522614259981,-0.07874949105466363,-0.2715991992619535,-0.13355564509170414,0.09042388929376632,0.06477016313163146,0.12830827139224799,0.1674634198433835,-0.13172961020352147,-0.14119747905536495,-0.23000740754468063,0.16011225991290845,-0.047243709320820636,0.023173166884357332,-0.026488132589954923,-0.0071128445012461445,0.1414948116628943,0.0441902301901105,0.061360446276535426,0.0013315127174435683,0.12017252032281762,-0.15007521429332688,-0.0634324823275634,-0.30443312194210925,-0.0941921008267035,-0.3290219854353478,0.00803842690184077,0.00842491985351235,0.04137803893323071,-0.01510655999626054,-0.13710390270320455,-0.1047688777390971,-0.08749234717541772,-0.12443118850054408,0.06938222348048671,-0.0859552624633023,0.16355354067024763,0.042793853872169905,-0.06286428361701313,0.10314779192859197,0.05639946544085206,0.021299717282240338,0.01006397785085131,-0.007999349432062177,0.0584907411131061,0.007287141690079214,0.1722971074435689,0.22914067018059361,-0.2027047786723987,0.2020308282614871,-0.31188399111838355,0.3068050250583498,-0.32382430997249084,0.19751954952395176,0.16162540024385635,0.025783228650129334,0.0077274649174055195,0.28680089758320626,0.27072976831790535,0.21905678505138715,-0.19413405598490502,-0.29320668417192897,-0.07207019164293071,0.07412151018279642,0.02555955709787432,0.016874136828940043,0.007905345420566971,-0.10395552526803213,0.02105270671714985,-0.011333243080231438,0.02923407573128138,-0.041519217711439835,0.04170423856233855,0.13257387292512252,-0.05129846480016929,-0.023020268747581493,-0.007904740843396641,0.04527954662400724,0.05801144036684674,-0.11188175013967828,0.01297700120184566,-0.1545373857831114,-0.17208577064992708,-0.1286484650052629,-0.0944228843994928,-0.055415614248164095,0.034729188066642325,0.2341483352391847,-0.02677266638650854,-0.02374745404150795,-0.0337890124001821,-0.09224490835414768,-0.042491116007521125,0.04249111600752113
homeless_Shelters_per_1000,0.3481331934680744,-0.28664560937608496,0.04200489828935236,0.10473264686602395,1.0,-0.0026927856085821977,0.02998521173751326,-0.20493716916657084,-0.22198334475397236,0.35299535154848377,0.01276341777040607,0.11872229610801938,-0.011180493491645445,0.27743079293621253,0.13032835169217796,0.2559640547248464,-0.06040872579898453,-0.10214592377948771,-0.02334335281701276,0.011863272481952758,0.0035306530452589133,-0.09516468289392613,0.1400221943586743,0.01217679859731723,0.15514471909092856,0.05455361320254064,0.09764012496659412,0.03393929971915909,0.05098508875769186,-0.08171256581285875,-0.0745348017045132,-0.09057218627152316,0.00992351594978005,-0.002291000422645437,0.08963003314683372,-0.17149397463290317,0.15960218446134447,0.1154905579510938,0.13639938315468753,-0.06891952441850531,-0.3353800767127891,-0.25082797090226244,0.06463699986501778,0.050762453136477245,-0.003581237686087299,0.19875001462115277,-0.1539031729033781,-0.17176085031401617,-0.2664439892621601,0.15405572064087142,-0.09800779830385137,-0.0467367073365033,-0.03772294144074651,-0.19680512367894495,0.08184139927668198,0.20248348742236533,0.17210644384336757,0.13517505774649893,0.12611266774636765,-0.06058722568082764,-0.10087303338604106,-0.2492208257843645,-0.15795696078025948,-0.29886569055651596,0.040324295141598764,-0.018335446296929004,-0.10357020809903338,0.14795565404392344,-0.10341110409733999,-0.10114158353549003,-0.15673858781803557,-0.10699568175326486,0.030224548227566185,0.03354594403234825,0.13358036032925039,-0.08330756312705752,-0.14518364291609928,0.03338706805445987,0.12336230394261577,0.07335082994605129,-0.06260550380965944,-0.0732116837027796,0.08278242669550212,0.33224109977078414,0.15441012431544382,0.20576071154096334,-0.21194133972887502,0.1197478789634113,-0.32227774574860296,0.2963495751158106,-0.2581224468520592,0.280499714593895,0.2654243005302136,0.05183644827787472,0.060222455327334695,0.2327586410692318,0.30886691394647425,0.2910544800072022,-0.30005799690012236,-0.16044453264797787,-0.07909428708359781,0.009854394714073766,0.023254475734662158,-0.036740284607340065,0.07452151796992047,-0.11750231962303098,-0.013172232323820551,-0.032782790676495296,0.03362898301596288,0.06441439456098086,0.19899600106965656,0.06110066661222929,-0.05466087244071848,-0.06899428271652848,0.051958662015735305,0.055778894069893746,0.05200817588961999,-0.06838091596939253,0.031889970349067036,-0.12401639557659873,-0.12937541076326714,-0.09165812753031166,-0.043499323394405216,-0.07442996761641535,-0.045850935100063175,0.21438451672600195,0.014288542213651735,-0.07251099347137088,-0.031929541453970416,-0.19862467676479764,0.06422160051690153,-0.06422160051690157
median_owner_home_USD,0.005888829441744089,0.2422042235493545,0.5254844381682672,-0.04396807601287636,-0.0026927856085821977,1.0,0.7745572280029831,0.32907569106402806,-0.26445315128215546,-0.04098175602176123,0.3106152874187308,0.32992439253409306,0.0006993859819365451,-0.12251898058942787,0.08329688470377392,-0.11279686957211854,-0.045400784824544425,0.016221262908723073,0.6223599287072601,0.3491669663782674,0.2552516936840497,0.014428761265066755,-0.44426401483357647,-0.20506924338487154,-0.2733761409267148,-0.25521441836086456,-0.263484772029651,0.01118067657693533,-0.4259971429938606,0.04732789203631401,-0.2264793706649524,-0.44592235461453594,-0.540110849444964,-0.43144431922655235,-0.3407400021392209,0.24815862423111165,-0.23561862740951367,-0.1998406941595178,-0.016646176507874644,0.14877530857760166,0.11832559526211799,-0.018202232798732593,0.05183200485748186,-0.1494903889353814,0.3228505069707844,-0.1380281416248453,0.09379925261509811,0.12789703722654513,0.2453799432029205,-0.16685627078183488,0.6995155659678248,0.15862823393173167,-0.026899504675039626,-0.46926792447989296,-0.24734411428208414,0.37035392226725244,0.1693187155276502,0.22250414882669958,-0.032052047227593944,0.40351776827333813,0.7696050755292109,0.43570009742612476,-0.4401884940984927,0.07267899573508418,-0.12472591716393211,0.05016276367813286,-0.04615416746240643,-0.0012706281483360774,0.4332909840004692,0.4519403610702928,0.17808796902755794,0.38035908419077036,0.17017440651431343,0.17305010051596,-0.09260183102862916,0.17132245884299777,0.25301868394327637,0.07168795146332353,0.36905874388054155,-0.07663483682917809,0.1432821264437211,0.13464951914733345,0.19152771250176567,0.004331314179985621,0.009953487130780517,0.020050051714825035,0.023846539948625706,-0.015199948522858173,0.09210823539715456,-0.042291439394169746,0.46331686577258696,0.27642092697663934,0.18935015634481092,0.2241721386339836,0.390931735083089,0.07942837585875602,0.058824077974886174,0.19193264317332145,-0.08160039857168415,-0.1727066214439846,-0.036911325955612154,-0.1162900556813087,-0.12210838367795776,-0.08841015322705298,0.20129992041256706,0.15261676990382164,-0.13928133506281679,-0.20849965411156896,-0.15383218543062926,-0.06380144186405605,-0.036485237535763715,0.2625257732919465,0.15053122047712414,0.19552093050464395,-0.2376126428662399,-0.15894097430088325,-0.20795300821860985,-0.04165706645074052,-0.02519135673164145,-0.1434522153516381,0.29470917797828794,0.22191088200235587,0.18406330737969387,0.02161724976672637,-0.037110831523488,-0.36466465840041734,-0.6880728025273897,-0.6499195165747914,0.7298648089895424,-0.0114741937851293,-0.10075741398831335,0.1007574139883132
median_sale_homes_USD,0.049105625279487995,0.16432896783736223,0.4158920460168327,-0.008844908281705128,0.02998521173751326,0.7745572280029831,1.0,0.1979783746690789,-0.2207468681389203,-0.027707418013123104,0.23695888906834903,0.2808569270824993,-0.056345735960245426,-0.0981187163137329,0.056442337720194635,-0.08191005690526207,-0.04033838534131533,0.003074455797484047,0.4625468830989096,0.25857152577056536,0.215520784329024,0.028095802159251292,-0.33016912960613554,-0.1418844681583925,-0.16290274754316697,-0.23658250820438081,-0.19565824085162195,0.03560316190719531,-0.3061102808274613,0.014603062877704985,-0.2409201439543656,-0.32972428953645155,-0.4316701846022821,-0.34186746181820976,-0.29126695499665667,0.14751650630576624,-0.13042588824690463,-0.1699712346317583,-0.01188303533446602,0.12056195481180329,0.03418007910976367,-0.0816835268121012,0.09249523702989451,-0.08477212181648527,0.25108908487746184,-0.06264752568430208,0.03458497109221181,0.06579566636169867,0.149184758435155,-0.12435864601335381,0.5380237658572978,0.1542084409594105,-0.0022229473659831993,-0.41439897136891735,-0.1817897957507044,0.3254710845413996,0.19611466613892758,0.19980740509459882,-0.028709131787694478,0.3076625440589116,0.5933231804249547,0.34531391317411564,-0.3560441705455271,0.03763375158293624,-0.0416386469721955,-0.021824613996261687,-0.06670435685009557,0.0025491234858105723,0.3191276500672727,0.3260579915756446,0.17072653428746026,0.26159544855664435,0.13709716540585273,0.19251198231295885,-0.0804050095487354,0.150568858651217,0.1979730518652613,0.055555838072046955,0.35389534691056884,-0.031725975370615125,0.07995152748686973,0.07516626420075986,0.13088484394126185,0.013567513113227573,0.02091835536621332,0.041647511588787885,-0.020049603694564936,0.0072478495985377886,0.03156124814592601,-0.022885247487999125,0.34906204285120046,0.24132384616590463,0.1438225847678581,0.14770446893771552,0.24253750952337816,0.0943218880895441,0.06883880656304246,0.16670972197328499,-0.1087739866454982,-0.1881483648664431,-0.03469985695253191,-0.13274280841568464,-0.07482430956370421,-0.06144804550600083,0.1740694075014254,0.14545818132979596,-0.08076766493111937,-0.21495685578963988,-0.15977475078427436,-0.03257032245157491,-0.016224290323269372,0.19058303355296824,0.10648028540639208,0.16282289300460373,-0.169457443865627,-0.08774316274906548,-0.1348398343906945,-0.060048375106861604,-0.02068848002246325,-0.15786463413659305,0.22059317700869713,0.17620420038896167,0.15246865712173788,0.01874590935031975,0.010938431633531115,-0.30060040104446456,-0.5489265690029932,-0.5033721106949566,0.5786031939402646,-0.030056202232497966,-0.16325029859495155,0.16325029859495147
unemployment_rate,-0.1836732343500157,0.5025056894054144,0.0733854422017466,-0.1991702916214395,-0.20493716916657084,0.32907569106402806,0.1979783746690789,1.0,0.1947614921248471,-0.24784881974934422,-0.058731333041384406,0.026874786263336094,0.1555116664707293,-0.30291789246965406,-0.11962448324371988,-0.30454029002366045,0.08279319592907639,0.29411964632220206,0.44827711021342337,0.2403168466235096,0.2639792967443125,0.17682041229688072,-0.34200578646757523,-0.17786608885930638,-0.31513334522570857,-0.12323387349727613,-0.32059240960430624,-0.12286329101176165,-0.26450044339305984,0.01938693669411568,0.08809176117345073,-0.16681541680942574,-0.40221609152818827,-0.21614322798345176,-0.24399233182913713,0.3458481468308585,-0.3271871555524482,-0.23599875978095655,-0.19569401983164875,0.13480195030059156,0.3968388423704328,0.23791806612456878,-0.11714675240907858,-0.09720264723140923,-0.019282054431131956,-0.2009660599276082,0.14436728903154938,0.19090299713479736,0.46778670095277514,-0.20804266186301168,0.4173587418527543,0.15558360690231876,0.16341623588276757,-0.09272378729887393,-0.2749549850965925,0.048145656021461265,-0.11106656859863706,0.008085547354696587,-0.13212059070852417,0.31771699335308695,0.4664835562657669,0.5418642823697237,0.007373943011552697,0.29780990641369076,-0.01254446879570749,0.005688972169667295,-0.009919137948877539,0.010107684063888739,0.39287613922526116,0.35403855331871764,0.29609200084181586,0.27844060773668744,0.017575717149946317,0.12178357139556996,-0.13402469088187266,0.053989597712731124,0.3090205678173297,-0.1503040049778934,0.09331124716667545,-0.019565988558198924,0.0037524197412632126,0.01211053693568794,-0.0027567214781943745,-0.10742565151012899,-0.05351946490348905,-0.11572805520692542,0.23952720463372162,-0.09249942020708724,0.3649859805652436,-0.29259049636130013,0.5275664706452189,-0.010868028242192292,-0.034332320926895234,0.11233778054263366,0.18851908014650187,-0.12206305881643745,-0.14440354767528407,-0.08255268592888385,0.13639780568568907,0.09272585850832589,0.045525593538665386,0.02851040438026154,-0.013223941174097326,0.0014159156123648437,-0.05568713023150385,0.1820068837514198,-0.057950416488469075,-0.11128687177252061,-0.08388805644186931,-0.014729344890725337,-0.09534955843537839,-0.0034688190767909644,0.16489632267568202,0.19616931561242482,-0.2211998602798982,-0.09381449337700216,-0.08071974685785605,0.09647703531514287,0.026007668215893457,0.1529612690412349,0.4217389382534346,0.3053592918699497,0.2265087933499948,0.32084924609114945,0.10214219258489612,-0.5178663196171207,-0.3415355338498436,-0.25366850748410874,0.4181460124231507,0.09603900965355587,-0.0002863812527916667,0.0002863812527916159
race_Wh_%,-0.4082471442387124,0.32531134190450867,-0.05164484694059247,-0.26765360276449846,-0.22198334475397236,-0.26445315128215546,-0.2207468681389203,0.1947614921248471,1.0,-0.5578094452600291,-0.24080169479583213,-0.6169482706422627,0.050815412430549024,-0.5014812352939904,-0.41609801886458236,-0.4717209201343366,-0.308464977709302,-0.2473334317702824,0.0696488707472419,-0.2564246616430475,0.1550977432016385,0.27236897198462,-0.04718251909133042,0.11155472761963456,-0.08843484101785146,0.057436485612405504,-0.020073205064897116,0.11789579258537931,0.23906898114464697,0.1970597150684405,0.36837924915334813,0.2448348144973973,0.07079248764611004,0.1503144500568795,-0.04722859531670043,0.5604642734307088,-0.5351473438871608,-0.4095346372648885,-0.30156973662287484,0.0949084764899458,0.48364607956593836,0.23915454762941799,-0.09750661394937803,0.04798062998508768,-0.5650985945194088,-0.15935170299686266,0.1170990323308487,0.16725847663278,0.29188330113080446,-0.2341272083975494,-0.14930962706333453,-0.02892040301478426,0.010785021522994362,0.2585664807026417,-0.24584826655190647,-0.47693762306897797,-0.08905582417056193,-0.09435407899096751,-0.15342072083484407,0.2485377001013539,-0.05090840595151254,0.29287567987640734,0.1725985250813188,0.6723755636988961,0.11466702682946969,-0.05022771416280679,0.03124528980686746,0.023923985654229134,0.13145063782697675,0.019766374959847264,0.2036024135350369,-0.057696829224255626,-0.18326701071313334,-0.09203381001918887,-0.071998684501402,-0.11721273894750227,0.18739448815805926,-0.4251996169397467,-0.3200342050336788,-0.014943460289523775,-0.03951456506515039,-0.01473716583869136,-0.21020421255472452,-0.21339855340216868,-0.09404543687774247,-0.18452892085945685,0.5745174332628807,-0.47675013426692525,0.5095439955831489,-0.6871684068841888,0.3112245914197655,-0.3427391104318713,-0.2632048596261255,-0.07330323935886934,-0.07521782014950751,-0.3483418344761072,-0.3380688227453065,-0.3251113733146153,0.5535790649403102,0.4375243957789964,0.08793000076125712,-0.11073402237957035,0.009983790198538936,0.0038313100126826194,-0.027877752590902697,0.031982136374729436,0.09717268719606625,0.026193785892748237,0.05531656123348555,0.004870402923624914,-0.11542011227337524,-0.15736351075682747,0.06464211267873976,0.05378636948408481,0.017623125344874,-0.07991701744695866,-0.041404261160666846,0.2278320315189801,-0.027603120670415905,0.2900952481858938,0.1418182313428752,0.07635690733335018,0.024488749823881804,-0.1350367164177387,-0.11208302808975525,-0.33230392544939424,0.23003613578920337,0.35218461769126214,-0.18551047092414527,0.36344990735348043,0.16793998861757103,-0.16793998861757087
race_Afam_%,0.4133629443973022,-0.38885528786916407,0.06743360206468647,0.18386554018635573,0.35299535154848377,-0.04098175602176123,-0.027707418013123104,-0.24784881974934422,-0.5578094452600291,1.0,0.001075502507495625,0.2918220627476472,0.010301711234923617,0.445168686768008,0.2925270938801593,0.404383253724083,-0.05825000507793217,-0.11371346409583026,-0.08959912823811401,0.003367296145914433,-0.04470682248539551,-0.11446345374565459,0.2960444921345842,0.029436606687697535,0.21771345711486834,0.1138590724665033,0.18418878924752577,0.060479012303328396,0.1481493516278023,-0.08490266240126348,-0.12507960987645522,-0.11925003557872674,0.01768523901953134,0.07315890774176424,0.1660107199498284,-0.4075109152817914,0.3859797873936135,0.2818903662729673,0.31567022978884346,-0.04924425513534263,-0.4697815859610897,-0.37788501244650724,0.06113657409933032,0.008574025196876998,-0.017244592331493207,0.1953610880601035,-0.13623429925653766,-0.20060500907646736,-0.35369447721098474,0.15424614812528492,-0.17783266406573137,-0.080007214669581,-0.08872548326985269,-0.2576851258658161,0.21623476029918773,0.37010944284333724,0.19314373121556436,0.12431534432274108,0.1584181378960564,-0.2019979129952336,-0.1999976773366918,-0.3783385251304695,-0.18289504402892898,-0.5274675964241398,-0.03061469243190238,0.04111294123295422,0.029736237697554457,-0.0071900181807858935,-0.2834471817690264,-0.2186512479364452,-0.24794050824616837,-0.15194941662294084,0.051058821270630786,0.017433025991341167,0.09844162636225764,-0.07356516096260732,-0.26951464105535866,0.05442189887451655,0.2058969849137144,0.08420340122735494,-0.07502161087527941,-0.08645693698562482,0.08736273060868545,0.3262417194171334,0.25488975289642335,0.30005734701764003,-0.3586691968756538,0.1936564841242615,-0.448180104946159,0.5631650097187096,-0.3608523678872218,0.2903640947172987,0.16646982048331663,0.08901971087304703,-0.01428638662556567,0.28978707069552756,0.3155322023433896,0.29625818905972723,-0.4576362658518617,-0.29120235499407043,-0.16241545703532426,-0.028810287452372976,0.013554901442320013,0.09186378475353255,0.13205784087837696,-0.1327166767756877,-0.01537391392769559,0.009652300212440883,0.01758600576538773,0.08270407579745254,0.12034238191712349,0.08691615550281231,-0.07277086588516384,-0.0787679079075867,0.06528171173755522,0.12846715239791026,0.10680479784378062,-0.03025915212054355,0.03642783669897375,-0.14577496901442427,-0.19657593339027052,-0.1772823383053965,-0.07857626680642472,-0.14642618394801737,-0.0908526709880306,0.4133574371341966,0.051640939027690076,-0.05052367316967874,-0.11064082833295759,-0.22989051008548236,0.08295602833898531,-0.08295602833898533
