index,BE,CC,ECON,EDU,EMP,HEA,HOU,VIO,AVG
Weston,0.88,0.5,0.84,0.46,0.98,0.6,0.33,0.89,0.68
Westport,0.97,0.68,0.41,0.63,0.47,0.79,0.33,0.86,0.64
Westwood,0.86,0.56,0.46,0.54,0.85,0.71,0.32,0.87,0.65
Weymouth,0.87,0.57,0.35,0.67,0.49,0.57,0.63,0.85,0.62
Whately,0.91,0.72,0.32,0.47,0.5,0.78,0.42,0.87,0.62
Whitman,0.97,0.59,0.27,0.64,0.37,0.76,0.62,0.86,0.64
Wilbraham,0.94,0.64,0.44,0.62,0.58,0.6,0.36,0.86,0.63
Williamsburg,0.9,0.73,0.48,0.43,0.51,0.75,0.55,0.86,0.65
Williamstown,0.57,0.56,0.56,0.51,0.69,0.57,0.61,0.88,0.62
Wilmington,0.94,0.55,0.33,0.57,0.54,0.64,0.39,0.88,0.61
Winchendon,0.87,0.58,0.26,0.79,0.25,0.83,0.56,0.85,0.62
Winchester,0.81,0.48,0.55,0.57,0.91,0.48,0.43,0.89,0.64
Windsor,0.95,0.75,0.48,0.05,0.44,0.87,0.31,0.8,0.58
Winthrop,0.71,0.64,0.54,0.7,0.43,0.82,0.73,0.87,0.68
Woburn,0.89,0.54,0.3,0.63,0.45,0.53,0.53,0.86,0.59
Worcester,0.77,0.42,0.55,0.73,0.32,0.36,0.74,0.83,0.59
Worthington,0.91,0.72,0.32,0.43,0.48,0.13,0.52,0.81,0.54
Wrentham,0.91,0.62,0.5,0.53,0.68,0.56,0.34,0.88,0.63
Yarmouth,0.89,0.7,0.39,0.61,0.29,0.64,0.73,0.83,0.64
