Feature,Eigen value (%)
below_poverty_level_%,0.9849922052022719
debt_pervaluation_%,0.01348088177329069
households_recfoodstamps_%,0.0015269130244374095
snap_%,1.3646877320548588e-21
median_household_income_USD,2.0238129093474822e-23
income_capita_USD,1.5985876313743927e-24
gini_index,7.033996987118909e-25
median_earnings_retail_USD,1.7814099493863503e-25
poverty_child_%,8.96566101624958e-40
