index,BE,CC,ECON,EDU,EMP,HEA,HOU,VIO,AVG
Westwood,0.19,0.48,0.44,0.65,0.71,0.16,0.5,0.58,0.46
Weymouth,0.2,0.47,0.25,0.42,0.65,0.27,0.17,0.51,0.37
Whately,0.21,0.96,0.21,0.83,0.84,0.07,0.1,0.58,0.48
Whitman,0.2,0.48,0.26,0.41,0.84,0.07,0.18,0.52,0.37
Wilbraham,0.19,0.55,0.13,0.5,0.65,0.21,0.13,0.53,0.36
Williamsburg,0.16,0.89,0.27,0.52,0.79,0.01,0.15,0.5,0.41
Williamstown,0.2,0.89,0.06,0.81,0.34,0.22,0.19,0.57,0.41
Wilmington,0.19,0.47,0.14,0.48,0.8,0.2,0.15,0.57,0.38
Winchendon,0.2,0.67,0.28,0.38,0.73,0.07,0.11,0.24,0.34
Winchester,0.19,0.46,0.35,0.75,0.68,0.51,0.67,0.62,0.53
Windsor,0.25,0.96,0.21,0.59,0.67,0.01,0.1,0.84,0.45
Winthrop,0.2,0.48,0.19,0.42,0.65,0.09,0.21,0.49,0.34
Woburn,0.19,0.47,0.2,0.46,0.75,0.23,0.2,0.53,0.38
Worcester,0.2,0.42,0.18,0.19,0.4,0.32,0.12,0.32,0.27
Worthington,0.19,0.96,0.34,0.39,0.82,1.0,0.1,0.68,0.56
Wrentham,0.2,0.54,0.19,0.66,0.77,0.11,0.2,0.58,0.41
Yarmouth,0.2,0.52,0.19,0.41,0.38,0.19,0.14,0.38,0.3
