\,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_2000to2014_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,dentists_per1000,young_females_%,pa_provider_density_per10000,median_age,lt5years_%,snap_%,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,bachelors_degree_%,vacant_rentals_%,employed_female_%
emp_transport_%,0.09673027295464515,2.4591294851799035e-05,0.004571206080969362,0.5631192005188426,0.965885812531335,2.4019941662977853e-17,4.6609448123395274e-11,4.4387830405016757e-05,0.004770342071445672,0.17144492488239638,0.607359321430909,2.291849249630349e-09,0.7326849705325529,0.0067314766165081,0.17648288616063126,9.549303715359225e-18,2.644831327566803e-17,1.3447951592239838e-12,0.4137630278467228,1.7261356812065006e-11,0.005648031204266425,0.0005142398312699254,1.3223577116807622e-10,0.0008301863267635869,0.13051158111303224,6.752552279652511e-10,0.03540615190542765,3.174494854799822e-11,1.1709109186684296e-06,2.5187456368346203e-11,0.0,6.241633782830419e-06,9.182056774958225e-06,0.0051900158594575425,0.04106921062930469,0.23051449326318874,0.36631129494800485,0.004740400733063644,0.6218482048729541,3.2966363628878573e-07,0.04387699815184823,0.9656502603073439,0.5091311272364765,5.384018912378672e-19,0.008946715306101834,0.24205128139130497,0.0004595890535555711,0.0034479971224400593,0.019080539171783917,0.31576758888497136,0.018811902592747853,0.16017435596109272,4.885567151280068e-05,9.419716000757776e-08,0.05608644050899398,0.7403856751676796,0.6877497991634427,0.605266281355995,0.9601713698725733,1.2393577434402612e-12,3.175889050746361e-05,2.1719969150582346e-07,0.1328994595351651,0.00032178453013047525,0.9621121558149294,0.3869106703062183,7.783391627291281e-09,0.0002583574657426449,2.5074669298506497e-11,0.25324996274067946,0.0004019966699522771,0.3515193174310357,0.5836501370406475,0.22069463839781425,0.2792600067366573,7.440496619831755e-10,0.00012959324596723408,0.0007120344687984629,6.111799906816026e-16,0.13697698358787072,0.049898182427285546,0.8166004856223658,0.0002244506814765901,0.0032095154699102024,0.7741289143877693,0.19480531803598927,0.04526454990782611,0.1103750974133766,0.23078982273407642,0.46713120615520487,0.04490920889030038,0.40061823030345345,0.42994270869581386,0.29035023392791326,0.01968890630702289,0.0012757470052989453,0.02872903868704515,0.6066194354728256,0.01238192201381509,0.4499255745573194,0.012488325044901522,0.6598016838696945,3.465151723932604e-08,0.00021006937122651845,0.06261977536074118,0.48828386927945755,2.3299931801149547e-11,1.827306543536938e-35,0.49245848927869695,4.569592075163024e-06
emp_material_%,0.0002461246627730293,6.6911609749142625e-09,0.012198104000309781,0.05011147487019781,0.09361990795861443,5.4432654378575124e-11,2.7226783964229918e-08,3.7464481854208445e-06,0.3776883749423514,0.001803617289629719,0.7763612896961272,0.002186606910004911,0.0035814244556832,5.135903344676744e-10,6.988568098291513e-05,9.735982573330739e-18,2.7159631983895774e-09,6.970838919501926e-05,7.16223723687327e-05,5.436363707399072e-07,0.6097739436667402,8.665071131210246e-05,1.00238431984489e-05,0.01436977884288463,0.7719370193328265,7.531842527545581e-05,0.6780748624316765,5.526220545869638e-06,0.0007581289970375564,1.9670996432098056e-19,6.241633782830419e-06,0.0,2.4435170193595327e-10,1.0999845346411454e-06,1.6911847015279924e-06,0.038512177561103075,0.0005061308936428039,0.5162955104174249,0.26621990295345277,0.24747198075288618,0.04389629490151375,0.9441047941264951,0.41219961536929894,1.2174235896447192e-14,0.0037872713625673664,0.36545469037987566,0.0004926675359285357,1.854050181717088e-06,0.003562577414659957,0.5361532563169655,0.44257856583537136,0.0015960813425404843,1.4555231327417454e-05,0.08956435067901362,5.259689070205335e-06,0.045908474886131936,0.05071112983856844,0.03902019826123786,0.05818858842561915,8.822452705245169e-09,2.26350513096978e-06,6.395189100742339e-08,0.16643116274447275,0.12471745408580712,0.22263307562145904,0.09308233700245681,1.0103576061441225e-09,0.8924709426676636,0.00030003308709236544,0.5617115828128647,0.6157683559228428,0.8874856446140882,0.6115654370321513,0.002815273560286577,0.0013376748489375841,2.5677179919991355e-12,0.1341674301413012,0.06318051953514338,2.183654664263366e-06,0.5516700174655695,0.9242444987302486,0.32640979757711797,0.21282761200700023,0.05073197761168423,0.2213996816955159,0.6646486802910723,0.003390800303549256,0.09677904717150244,0.004380195627712748,0.8559763707370023,0.0004125688378306774,0.2786783770758335,0.9338725896222311,0.029917582916489723,0.3931008069141294,0.01848472336538127,0.008612906413704852,0.014850678773720717,1.937461351041374e-05,0.15083399828330024,0.5129464288428518,0.5332081126437174,2.211701495149549e-07,0.0740155303957814,0.04123642902956382,0.008786134023663954,1.8897437014252502e-18,1.5054114393137867e-24,0.7652058385005638,6.331626119632308e-07
occ_lt0.5_%,7.895180566476346e-17,2.2469674528903713e-20,0.0017168625997484067,0.0005998157715272516,0.0012579455825428652,2.520190801861097e-06,0.005622397125300178,2.681511097732124e-11,2.015046963110605e-30,1.7849504757764472e-15,0.23510309996179854,9.582785487946324e-06,0.3284926366932709,6.987386400442491e-21,1.1511820539475725e-14,3.1846617519762996e-21,0.29665177445840246,5.677142896534616e-13,1.744567187356735e-08,9.4537421522685e-08,0.040989297067464424,2.072920675405942e-12,0.0020560682137816975,0.0024648413889244735,0.1867487706564916,0.0001424568393403125,0.0036230848508303506,0.09711320286443123,0.0019235304197297615,5.979211520870562e-10,9.182056774958225e-06,2.4435170193595327e-10,0.0,7.318477500525232e-28,1.5298348345427587e-19,0.00030726727071696454,6.125114499513956e-31,3.1808609507121744e-08,0.5239029948282383,1.0140278787571815e-06,0.00014489969162328098,0.029894982483708275,2.3191409117976517e-07,1.7899887537286336e-09,0.01310442132617997,0.24055657373256562,0.6923961047607803,2.807200389007125e-13,5.699004391439962e-08,0.8735141238918054,0.45050859607559934,0.003767028304265024,8.20340580111091e-30,0.008782292952147512,1.7569709197807013e-41,0.13806411539714594,0.7338761804963447,0.7727971651684162,0.3517708979323727,6.316045883924401e-15,5.7247492705898644e-08,0.0008516371754125728,0.7964639451578017,0.39296904483091655,0.1116280179014066,0.5985333222935487,4.0093539985466446e-14,3.4237861831688214e-12,0.5982084077706915,0.10109645526088677,0.5819986932869381,0.0006162349058030072,0.08140527734790481,2.8687008172426002e-39,9.000967026496791e-18,7.78918031365386e-22,0.47462821706105485,0.011056252208745511,5.553008906711669e-06,7.090434540683998e-06,0.00011254259932196087,4.577244996080046e-25,2.2814996399198082e-09,0.015678399540714618,0.012590176144513524,0.13346192828352185,0.11692033541653192,0.63107203509778,0.004747706024123959,0.9495635715001541,0.015946042819911705,0.4769781537546478,0.7401523920196735,0.025933209552020796,0.6859154954535774,0.0002801060599167192,0.00022111883677390483,0.0313460266629809,0.0016894286873298367,3.9192948648707914e-05,0.5761767258136201,5.12960550765438e-05,1.578841627614105e-07,0.015389943890480123,0.00742689765353292,0.5336375209496167,1.2939268046665413e-30,3.0794217081907036e-13,2.8888274947063197e-13,0.1446507495341894
occ_1.01to1.5_%,1.0577349732931025e-14,1.924099485855647e-15,0.037889064573630095,0.01507879806794911,0.030522719964104713,0.00016407148627231837,0.001391830759200992,7.860604945345612e-06,1.2564172554145919e-15,7.799877818062539e-08,0.46228599052886343,5.705689386823026e-06,0.8072271997455439,2.0483877927528045e-16,8.861479125757787e-16,1.0091387239469578e-10,0.6296986326455977,0.0001279061939251738,2.5892399671052373e-05,1.6236905691283487e-05,0.901390040963863,2.3084616132667844e-06,0.0007533406414872988,0.0001343473110434101,0.0848864010455019,0.21425291976262772,0.2827406021222624,0.7260009570774603,0.7078241686271909,1.6560986454277604e-08,0.0051900158594575425,1.0999845346411454e-06,7.318477500525232e-28,0.0,1.108016749322644e-14,0.1013807984126703,1.2724939066636955e-19,2.5541365426328772e-05,0.00047465587811914054,0.0931415956759266,6.786707096535234e-08,0.006117348768893071,0.0012379382123810583,4.880323575845096e-09,0.07708959044453227,0.32483096818781865,0.14580543336663634,1.0059251104116422e-07,4.0096581370363445e-06,0.791100427878602,0.8688601332681525,6.987890414768e-05,1.309451520316634e-06,0.47702757970168885,7.857095505821992e-33,0.518485293344682,0.7236897018905935,0.8743234969970849,0.3597303491220968,1.1787315375548371e-09,1.1069472506183199e-06,2.1070872049260975e-05,0.9994084478108424,0.6089095923281398,0.18345848224327158,0.8166920916284365,1.7103077701302652e-11,0.07695855791958285,0.26137712968490373,0.15474989541645698,0.03711908540718059,0.08559925786547709,0.2820910957719207,1.3006109219834907e-10,9.957032180883628e-09,5.500637938284403e-23,0.08421809674486228,0.8636356228323727,0.0788747455599402,0.019739828223867724,0.0017048742742402302,1.042605857927908e-17,0.0017358605146025425,0.0012404805859139055,0.03496519371382468,0.16707271175383517,0.54210268326005,0.000527847097545146,0.017657995277240428,0.8810618775539891,0.14332841641777458,0.9549857141706726,0.6969850770263667,0.07094814109676632,0.33556487137449764,0.0029218159425308332,0.002026146626548829,0.08818961174218791,0.1504888131712013,0.0007187197292384051,0.643392779247437,0.10203544964162385,1.5091029687750267e-06,0.42707225899194856,0.012476392656786461,0.4087430375411021,2.5651667669687387e-23,1.410259051837292e-07,1.800436694598968e-06,0.29769877811024364
occ_1.51to2.0_%,1.069277048404366e-18,4.463192675036653e-13,0.1970700544866312,0.054988348555999746,0.01051873312070229,0.7559716051711556,0.8244366571647974,0.00022515681390834592,8.189815674256864e-09,1.4635895169436758e-09,0.7167988944591912,0.0016508674468957989,0.05309598803481195,3.289205855045432e-13,2.4663511720890504e-16,8.467282436561737e-05,0.7786051467491428,0.05131259342865108,1.944828838324025e-06,0.11238494812592577,0.9067384406827822,1.9800835159605615e-06,6.229156389293445e-09,0.015215527170412699,0.6740951111420543,0.13876290925037202,0.92390805048976,0.23945844626333398,0.87167098000284,0.08668704607485836,0.04106921062930469,1.6911847015279924e-06,1.5298348345427587e-19,1.108016749322644e-14,0.0,0.01830383194765402,1.7637077732268059e-22,8.048081421844897e-08,0.3907518948784844,0.3984709215949066,0.0002000764415911498,0.05796463839998571,5.926754716396968e-06,1.0103919945309733e-05,0.39899079718338726,0.04507590990508511,1.641501570903107e-05,1.4046377995594873e-05,1.9929167996342537e-06,0.0001362749577575603,3.777871687455272e-06,1.3237040488450716e-07,0.003933681134421257,0.00043490531656491537,3.329855698615143e-24,0.05304007159568522,0.2421775602284224,0.48102737039415944,0.23594960507229443,1.2518797142213485e-06,6.231750047850039e-05,0.00048200804081859007,0.3985737375954772,0.02576365348057483,0.004315054736948708,0.11773643204503051,3.9106231604957476e-13,0.3691466083070595,0.6310094895828835,0.7110113298678714,0.0002616676441969604,0.03615538702107112,0.007206083398585544,1.6253128800713471e-06,0.0024895017403540345,3.3105196528783753e-10,0.0018271161564630148,0.9466763254007642,0.0922105318570481,0.003267694172797568,2.9539417717134323e-05,7.136688581308784e-14,0.05445125706353401,0.08541140188884107,0.16241356387116168,0.36828920396267695,0.2298414946685175,0.013175619937422132,0.025720568843408818,0.7395389643590415,0.3825473861353289,0.7835149666574542,0.06687000079491576,0.07277732199629097,0.2646220890609123,0.06865860203356958,0.12570245352270393,0.0704036139929854,0.0006729302974354052,0.7195053689672244,0.32075257654179656,0.00931901519325852,4.727761159508402e-05,0.3313066468148246,0.39696801111521895,0.2634774639525367,1.0146830088726209e-16,0.00459753060619355,0.0017184488742659247,0.0033097997921489744
occ_gt2.01_%,0.19509428432247936,0.00907088235867427,0.011887203120343894,0.1409140031999746,0.19769962699315627,0.005223440034421908,0.023888618960163154,0.011469675528137272,0.07576960912948061,0.35764694968439426,0.7143754617304702,0.43604819856886123,0.29408421149529246,0.017680322239254365,0.006193943326350259,4.249767553002726e-05,0.10983203983374713,0.17039479406894634,0.2692200172527561,0.019559172937263267,0.27993640597681896,0.559770369584419,0.03237506794196415,0.4474934416544405,0.5391804692160442,0.7868689096670606,0.3411617469961552,0.822310801251228,0.004917072078170628,0.0013413393251500256,0.23051449326318874,0.038512177561103075,0.00030726727071696454,0.1013807984126703,0.01830383194765402,0.0,0.0023354215376721397,0.7214544185969773,0.3489188061846127,0.40585861722073735,0.0514609310165494,0.1977501909644942,0.07929735571762554,0.005721382360627722,0.07070047630481237,0.4354319513369084,0.11466151607392393,8.836536488819825e-05,0.2685595984603232,0.8247190543304932,0.679953672917788,0.07633181806674176,0.014743278282522069,0.04299718766085533,0.012091263833409761,0.13695467495863334,0.040369569438495935,0.7808496003520893,0.05368486104192486,0.0015226366403474146,0.2558956474789064,0.42135929581637743,0.46163643382451824,0.7810287835037756,0.43471501170872984,0.5982820958650347,0.08777763152256501,0.6221634818763345,0.9633278140871135,0.4360831905689082,0.24307178272121419,0.8100180380427902,0.9067382046550021,0.015001234324787935,0.023943954749036923,2.132431371787785e-05,0.3561885659069216,0.22823171653546648,0.02840051614218084,0.7002970932583554,0.6928690595808156,0.2694731382756319,0.6791549164856323,0.7954644776641916,0.7590885219931701,0.7981014638236424,0.6035478331601967,0.8637590723388331,0.09780481233092357,0.9570945239301608,0.6145042771316864,0.11544328585616799,0.9201604815121172,0.19741904551117623,0.6800370389621326,0.8971478103335989,0.5946358261930205,0.07506848845108402,0.6537063343739042,0.06855211172559403,0.2840898242459129,0.6062047576409982,0.0445196384031132,0.12559806978981677,0.8916476099342292,0.2876124146836111,0.0009090460606190514,0.0028993203109813296,0.35538934975252834,0.1552120959976234
owner_homes_%,3.07255193934476e-51,3.704984016431224e-60,0.04416777001657702,2.3696960731648008e-07,1.1285311219668728e-10,0.026642609618308947,0.5233006322548044,1.093625107302887e-14,5.600165866216585e-22,1.1403363086165539e-20,0.3186128783989144,2.634241889449873e-10,0.7993832253678678,4.9414342381157435e-33,3.839292453902881e-19,3.169637900613867e-11,0.8818422649474678,0.648544750850113,7.780247033354494e-11,2.5585861278806086e-08,0.9979935667556156,3.791963554454376e-18,1.4044373911945697e-06,1.1080139702964699e-09,0.3144017712168413,0.00010894914289253727,0.16853324144180196,0.017572049653543646,0.008636450338828275,0.0003224260090061223,0.36631129494800485,0.0005061308936428039,6.125114499513956e-31,1.2724939066636955e-19,1.7637077732268059e-22,0.0023354215376721397,0.0,3.299183655853101e-46,0.8542444529811279,0.03501762228640594,5.95469014252708e-35,1.2839598936154802e-14,1.1502355617355384e-26,2.45462044013474e-19,4.6270563784629004e-05,0.03862101837969125,1.0833333468355167e-16,8.23392471570044e-11,4.621814513190812e-16,1.0057861296636402e-21,1.8212053274439574e-10,2.3771661480589048e-08,6.570845529095177e-06,8.945856676467782e-13,1.3389724964999088e-55,0.10500778337975271,0.2569146326296417,0.3393795102105064,0.1808542956101184,2.704878849415329e-11,1.4468660973746188e-10,2.965250270978738e-10,0.21445759017835903,0.9393413266973988,5.650619363039364e-06,0.1001183104926374,6.247217049708704e-20,0.19596771226618015,1.816725170351409e-07,0.013366932078422532,0.012055984557356273,1.2171671156681154e-07,2.8539456283648354e-11,3.846192289760591e-30,1.5501160167371977e-09,5.5294965329070025e-42,7.583339507383653e-07,0.010287723337291914,0.10502885010285766,2.1966272202371412e-13,4.33355634092343e-17,8.654070774864334e-44,9.25236582176122e-10,0.00013710814600743646,0.405576222049454,0.3475221918340091,0.22181647775525237,0.0011507003015499978,0.015717591211074772,0.11922042095925396,0.4316039530569712,0.5005794041077041,0.39874759068036936,0.04613122237966788,0.007449271436001994,0.0047322352270190516,0.0051210023671267625,4.949750261178973e-05,0.0003467161907565961,0.35777668661566464,0.9249813163769375,1.2456952062575006e-05,8.491973047550514e-16,0.017210485117992308,0.0001422894372549214,0.8002549982053194,6.075716634643884e-35,0.00047362310770391003,8.702470663308426e-17,0.2693917508071483
moved_lastyear_%,3.234404033056293e-16,7.316377922376302e-19,0.03294406626257104,0.012263563158815617,1.94759693215385e-06,0.7339842301220715,0.12665289781518002,6.594737929799783e-06,5.884777591216729e-06,2.337847792129035e-13,0.3696522588037944,1.3630698956380419e-14,0.4421062587973448,7.214720004301648e-09,2.1475191399565331e-07,0.3796408451929525,3.501221555089552e-05,1.7612856010744738e-06,0.03311022895056377,0.032407512134096456,0.7092429907351033,4.67423334634416e-08,0.5237085032086657,4.709901584392327e-06,0.21720164659238028,0.0013826728610087618,0.009307082400515,5.018870198101768e-08,2.3797251043505343e-05,0.9120927609306206,0.004740400733063644,0.5162955104174249,3.1808609507121744e-08,2.5541365426328772e-05,8.048081421844897e-08,0.7214544185969773,3.299183655853101e-46,0.0,0.02357661859676292,0.09024348455744578,1.996844098658253e-09,8.146458996286384e-08,1.7468122848200883e-13,0.0034505553212641512,0.051283668737053256,0.0035635235429299543,3.591541584109065e-14,0.004779996239186898,1.1167095170114264e-10,5.131807026481539e-20,1.0479195761953042e-08,0.029678811899731667,0.016330980049239247,1.2982646528221717e-10,9.95278746115784e-13,0.9832647436510927,0.8000028483163443,0.7383114657628538,0.9699256486842243,0.7559298924453147,0.15421395816574426,0.1256063667132493,0.39010790136685747,0.03690709706672466,2.528869253412918e-06,0.08225499703367406,0.00026962583773413283,7.195955922486057e-05,4.9959859870494927e-17,0.03707657552146797,0.0010211191284567734,5.025148042430667e-07,5.841057757348877e-07,3.301579222289159e-25,0.008386376494835346,4.4152049320436855e-07,1.0354066059988866e-08,0.0038176627051442966,2.117918523685384e-05,3.1167917328270254e-08,1.2715498689201693e-10,1.0226313855711768e-13,3.413715115978902e-10,0.7160451780146724,0.3002032709011344,0.7795993945314658,0.9811086422298845,0.6898243622214902,0.06860061948184384,0.4063120638768536,0.8951403534601359,0.19578191572850281,0.103364474810093,0.16789814502926628,0.25439789786272804,0.46576095921169414,0.2263575685857825,0.039349939018014285,0.5119737483998321,0.683836638089372,0.8466962457234181,8.680151125306663e-05,0.010309127479845085,0.8263677049111021,0.00016502149562735134,0.04752429435199294,6.755873107290993e-08,0.06450478880473536,1.4351283621362013e-07,0.07761115932372409
house_nokitchen_%,0.9024176925900493,8.298032263269254e-05,2.84666569765874e-07,0.22612107732517028,0.34300052246323,0.00500832514011308,0.11287664825809215,0.06892602665840092,0.370131770777517,0.8728304595011538,9.402491946681238e-11,0.046388510340286876,0.9447539556889588,0.7004344266147008,0.0023474840848281124,0.014112434163524578,0.0023554909775743067,0.6438347497373027,0.048464649615541915,0.44644293710795047,0.16388619623913464,0.08493142881343854,3.1202448886075124e-05,0.25181607416675295,0.08809271137874602,0.009315461002280633,4.451616874062444e-06,4.1045238853559053e-05,0.2166774301451202,0.07853905933351785,0.6218482048729541,0.26621990295345277,0.5239029948282383,0.00047465587811914054,0.3907518948784844,0.3489188061846127,0.8542444529811279,0.02357661859676292,0.0,0.5915571587600099,0.748082106274212,0.02292157388326144,0.0005516881726755373,0.000827996976012629,0.06962809144104547,0.4925370915530899,0.7291407107821363,0.618149493128596,0.21164329622341368,0.2802974212952044,0.24293181728751037,0.3315774163513523,0.2090990713123151,0.00028870568264244056,0.6238095850887453,0.08499698332579822,0.215317521235807,0.272977736603937,0.27507478444588135,0.20767621507877632,0.014590570989358523,0.7586096375444712,0.45975720296819844,0.5826685000814888,0.17059835879594992,0.12105394628374232,0.038717976413384286,0.5398893047708827,0.05806377461222022,0.2591102330123766,0.40259126068772444,0.6174173726795519,0.3341054906769163,0.010877737994458826,0.03212926560532919,0.15303053762935845,0.23162292664595688,0.8584533690678477,0.24493050152506038,0.03868091376602992,0.5110119802374462,0.21342946940774304,4.039336036232257e-06,0.0005034515544116998,8.802893066454828e-05,0.8608790897190541,0.38504795528742664,3.4175386406144845e-10,0.0867280165503416,0.0015487656162734085,0.7197960571066838,0.15015374890323577,0.2127396836802985,0.16970682773255094,0.0043524706674300685,0.49487480360860503,0.8213154803278744,0.9518163811601178,0.00027313794220082334,0.40050295495655497,0.0001258731875694325,0.04342471278262344,0.013770388071062914,0.7133952516574367,0.033743415570539795,1.357093015774425e-05,0.08977787431321985,0.0753447723846348,0.1325702485667144,0.7352514317828086
age_lt18_%,0.002204981379512496,0.0006750611883874681,0.0008334327001679844,0.016162309664716403,0.9466968606241621,5.878222953458288e-10,1.8988110047365164e-06,0.7188515956656543,5.274931234080216e-31,0.7474914630655349,0.00029316287054645,0.0007577073325559104,5.367771423873159e-06,0.12270051421336033,0.08755952012548995,0.029531092089702702,9.06262896286901e-06,4.769624978395893e-06,0.1695145044153638,0.0009581415292098892,0.015773084081856664,0.00014217308367933256,1.0979013193270118e-11,0.0059569545674440175,0.41572357652048864,7.887431502666043e-09,8.816013264859772e-05,3.108303487728851e-21,0.03719641037509266,0.019612237544940805,3.2966363628878573e-07,0.24747198075288618,1.0140278787571815e-06,0.0931415956759266,0.3984709215949066,0.40585861722073735,0.03501762228640594,0.09024348455744578,0.5915571587600099,0.0,0.001564256333929482,0.05283713977743706,0.8696682502585604,4.57927956321901e-22,0.0003067315772878191,0.013062846612970528,0.00041568037104927884,0.8969998093594389,0.1592881955876026,1.7802827575535615e-09,1.0890873207106226e-05,0.23602055427765695,0.00021325391723987466,0.01754226809520295,0.04000807870112107,0.15824763413668302,0.5682391158540221,0.219801520022688,0.5047740829661458,0.04812603356030021,0.3440985989995211,9.143958373533549e-08,0.01361701588872843,0.0007076835086133332,0.5533988089938278,4.699337850009146e-07,0.0010103712617841858,2.1399474026115726e-43,0.007143025305498849,0.2658595992103389,0.02507983033209428,0.5074694651124432,0.10417085061704778,7.585283014627232e-16,1.3077411591281368e-20,0.32460351663328657,0.00569267519393915,0.10758125499916728,0.9696542586035358,0.02451580613346644,0.07628910461087804,0.7229752928472317,2.0986702091453533e-09,0.0026556389360993886,4.548650016278001e-07,0.5889059738485609,0.01136214817342976,4.031494425961075e-06,0.4479370315750665,0.8505137518282491,0.8233434380998574,0.04760023513046038,0.8999325018205938,0.29646406980265394,0.06345585368697422,0.8659064927202205,0.8215393281874743,0.07460833649289639,0.10683650339067605,5.432863742636165e-09,0.5395704473353273,7.163728798092381e-06,0.0626679165442144,0.47742879715658326,2.2868282433933712e-09,0.031172005392804618,0.4969428758612352,2.727672231505251e-08,0.46159270636226857,0.017572456646714054
house_lt1939_%,5.144841955233563e-23,3.0382651050352913e-20,0.8005225592820225,0.001641121917828812,0.00017842577711068292,0.009621704983018916,0.2417336495301327,0.000150399632606588,0.0027538436745526743,0.00023088719645227826,0.5048924689910503,0.20068325219160668,0.43256050567590865,1.800968047443123e-11,0.0002986221289680438,0.0007891629016841533,0.051851801356324986,0.06758890495456026,0.0030410947314531843,0.0001895425876145302,0.026530420083265834,6.54552859127908e-05,0.0009760130038047801,0.00010246999392216716,0.007125589012051828,0.13141301261955912,0.7275260980794538,0.9939501143849513,0.24568774528444218,0.0003197696333828932,0.04387699815184823,0.04389629490151375,0.00014489969162328098,6.786707096535234e-08,0.0002000764415911498,0.0514609310165494,5.95469014252708e-35,1.996844098658253e-09,0.748082106274212,0.001564256333929482,0.0,5.344271856222887e-23,7.487377276149429e-13,4.468150436766983e-12,0.10395107705253992,0.4938346973307488,1.8837617748245622e-16,5.3041377754385046e-05,6.042444157903111e-14,1.18414922849525e-11,5.61110499509174e-06,0.0004832930994385504,0.8940334135073792,5.487027288064157e-08,2.1670385076330758e-15,0.6474542246785066,0.8378250716529545,0.3712323994529222,0.13379374047962497,0.0003041271610386252,2.7283933712769424e-08,3.248717050474382e-08,0.7876015743242114,0.8954563177241879,0.8034685765179169,0.6749825314561806,4.4922775012428477e-07,8.151714051149721e-06,0.003928080336743955,0.08380242901808428,0.7753293746700978,0.027098142118214142,0.0006519548401541886,0.00024726173777890137,0.001281768123368106,1.104556151243474e-22,0.009086690496164179,0.00035280420652512656,0.006182329115592727,0.034355188468077565,1.0120804914679129e-05,2.097085468507395e-26,0.6606541737546959,0.00539067099918784,0.40717644346630777,0.8145536585052122,0.20715713586891116,0.009937417842900724,0.028984846037479754,0.46346753282012165,0.4342197391885835,0.008000784291273636,0.7304121327944213,0.30651663741562013,0.01701198171192043,0.43729169686693836,0.4055402216862437,0.0014685151274525486,0.013376402206714393,0.6209622459723824,0.8149711770122507,0.25375537501568335,5.735217678543917e-07,0.05153010794743973,0.0009416079118568209,0.9859173631585072,1.242889828594764e-14,0.004754903558721657,8.815439026864903e-08,0.17024517159566013
house_2000to2014_%,1.2102701264344618e-05,3.848566617214867e-09,0.3293099737702281,0.008068673977173303,0.0012357380802187237,0.016509334809355146,0.21884052808528048,0.00032197844572637454,0.0016632031679175714,0.00015466508857691166,0.04865353917742469,0.011737403049928371,0.1414447345876031,2.2667150801630347e-06,0.7377279549105134,0.0016566234924243878,0.07848937742786194,0.008821164538342221,0.32147751944732705,0.0008863837724012596,0.14785763044519282,0.027025774886266802,0.4398640804196886,0.0011994208180971587,0.6023569772600641,0.005366321999048733,0.05085524047116456,0.016433753545989936,0.062234802477623606,0.20685094124283337,0.9656502603073439,0.9441047941264951,0.029894982483708275,0.006117348768893071,0.05796463839998571,0.1977501909644942,1.2839598936154802e-14,8.146458996286384e-08,0.02292157388326144,0.05283713977743706,5.344271856222887e-23,0.0,3.3622503965127514e-06,8.25256927993323e-06,0.7968252216118281,0.030620643245899956,0.002301215295295564,0.0030544845217682264,0.0002030783116354774,0.0044399641797068365,0.18702390983508374,0.17267838224996734,0.08241506645045046,9.931291336548481e-05,3.2790300946168265e-09,0.7059251359121778,0.876242025540398,0.6518250018859766,0.15114864390860971,0.007325340738145347,0.006121905141538905,0.005411423102182006,0.044601566624953085,0.3484552232346976,0.2157249671592551,0.20749063635369405,0.01758338181967551,0.44588905178121374,0.011047105988120686,0.0007297594274174603,0.02551952359017046,0.26014563119568757,0.0007199060495167599,0.03140395969631219,0.11873240818278483,1.4713230050767737e-10,0.000645251977828816,0.1552227417285154,0.053438118014085156,0.0002953733397912153,6.670804582821997e-06,2.617055895012899e-10,7.926020445588444e-06,0.4893416562582579,0.8654889836806605,0.14615152094793468,0.10081953783347443,0.5323228625193699,0.0006273621667751481,0.10476572855155272,0.7673402145115868,0.002222364288699711,0.7419066362467739,0.7773328921122605,0.16644843024741265,0.5148234202350843,0.10825958003541526,0.04414450607304286,0.4667693998330056,0.16925671769496303,0.050643438647683954,0.009998324048280707,0.0010669584481208224,0.977129657005543,0.0012857248022370795,0.2737287094530363,1.4453312764743722e-06,0.6257440309052971,1.2691900543461614e-05,0.00017570302763757743
