Feature,Importance
race_Wh_%,0.8400425420036693
median_age,0.5374317879533754
population_density,0.4404964187955467
lt5years_%,0.3252309836534513
rural_population_%,0.3196275012817084
race_Asian_%,0.3188401434706362
race_Afam_%,0.2836741564982464
age_lt18_%,0.1865122726523315
race_Two_%,0.16550514348180706
young_females_%,0.07635743810602127
race_Hawaii_%,0.009162194773286067
race_Alaska_%,0.006750001202787659
print_media_circ_%,0.006129035481756656
